premise	hypothesis	label
Teens are washing a car.	A group of brown-haired teenagers doing laundry.	2
A child plays video games inside.	A young child dressed in a scarf, hat, jacket, gloves, pants, and boots, outside playing in the snow.	2
An older man is dancing at a club.	An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.	2
the man is in jeans	A man in renaissance clothing is sitting on a brick wall.	2
A group of dogs are waiting for their master.	A group of people and a dog sitting on the steps.	2
The horse is dead.	A woman in a blue uniform, with long curly red-hair, looking at her horse before the race.	2
Two guys are rollerblading.	The skateboarder is jumping his board in the air while another skateboarder watches.	2
A woman is putting on mascara.	A bearded man, using a wooden pole, stirs bowl-like objects around in a large metal box filled with water.	2
A farmer sleeps in a hammock.	A farmer tends to his chores.	2
A guy is in a hot, sunny place	A guy in a red jacket is snowboarding in midair.	2
A young man at the loom.	A older man working at a loom	2
A group of men looking at fishing poles.	Four women standing around a yellow table are looking at laptops.	2
Women are shopping at safeway for lamb chops.	Many women trying out and looking at laptops in a Walmart.	2
A dad and his daughter with an blueberry pie.	A dad with his child and an apple pie.	2
A woman is brushing her hair with a fork.	A blond-haired woman squinting and wearing a bright yellow shirt.	2
A boy is holding a watermelon.	A young boy holding a pumpkin in the middle of a pumpkin patch.	2
A man is wearing a dress while dancing in the park.	A man wearing a hat sitting on the side of a hill looking towards the water.	2
The pets sit inside.	A brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water.	2
A group of people got ran over by a bus.	A group of women observing an event while one in military attire takes a photograph	2
The girls are eating chocolate and watching the parade as it goes down the street.	Two small girls are holding stuffed animals.	2
Children swimming in a pool.	some children play in the grass outside near a tree.	2
Children playing outside climbing trees.	some children play in the grass outside near a tree.	2
A dog is eating from a bright silver bowl.	A brown and white dog holds a tennis ball in his mouth.	2
Two man walking on the road in rain	The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball.	2
The couple is naked.	a couple wearing bright outfits walking hand and hand on a sidewalk.	2
A young woman is running through the waves.	A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench.	2
Two dogs sleep on the floor.	A black and brown dog is playing with a brown and white dog.	2
The man is VanGogh.	An older man holding a sign for tattoos soliciting business on the street.	2
People are running a marathon	People looking at tall oriental art piece.	2
An Obama supporter is upset that the President lost his second term.	An Obama Biden supporter cheers for the Presidential candidate and his running mate.	2
The man is wearing a baseball cap.	A man dressed in a suit and bowler style hat plays a sousaphone which has flames coming out of the top.	2
The man is sleeping.	A man examines his facial hair.	2
People are walking in a road.	Two men watching one man make a golf putt on the set of Sports Center.	2
The cyclist is not riding	A solo cyclist is riding down a windy road.	2
The Asian likes Mexican food.	An Asian technology demonstration of computers and other gadgets.	2
A dog is napping on the bed.	A black and white dog jumps for a tennis ball.	2
People are washing the dishes.	A group of people having a conversation.	2
The man is wearing tan pants.	A man dressed in a brown shirt and tan shorts is down on one knee looking at some type of machinery.	2
Dog lays down outside.	The German shepherd runs happily in the park.	2
Thi	A man is rolling a suitcase in front of a bunch of red flowers.	2
Some people are scuba diving.	A game similar to baseball is being played as a ball closes in on the player who is ready to strike.	2
Uniformed people are eating	Three people in uniform are outdoors and are observing a scene which is out of the picture.	2
A lifeguard sits by the pool	A man in a lab coat is looking through a microscope.	2
the young boy is wearing black	A young boy in green is practicing kicking.	2
A woman sews a dress	A woman taking candy off of a shelf and putting it in a box.	2
A man and woman are kissing in a car.	Two performers, one man playing a guitar, and one woman with a mic raised to her mouth are sitting on chairs performing.	2
The men are playing in front of a huge crowd.	Two teams of men are playing basketball on a court in an empty stadium.	2
A man wearing a white suit at a wedding.	A man in dark clothing walking in a transit station.	2
a man is at an auto shop.	A man is working in an art studio and is surrounded by art supplies.	2
Two boys eating cupcakes.	Two beautiful, little girls with dark hair and dark complexions are sitting down eating cupcakes.	2
Somebody is driving a boat.	A person dressed in black and red protective gear drives an ATV on a track.	2
The greyhounds are lying down to sleep for the night.	The racing greyhounds have broken from the starting gate.	2
The workers were wearing safty gear.	Two workers in work attire (windbreakers and vests) walking along the edge of a road.	2
The guys drove the work truck through the city.	Two workers in work attire (windbreakers and vests) walking along the edge of a road.	2
Six people are in a hospital.	Six people are jumping up in excitement with costumes on with vibrant pink and orange colors in the sky are four hot air balloons they appear to be in a dry dessert setting	2
Two women are playing the flute.	Two men are drumming, one is standing and one is sitting down.	2
The woman is standing by a lake.	A lady wearing a blue dress and earrings, is sitting at a table with a napkin in her hand and her elbow on the table.	2
The man is driving down the street.	One man, wearing a blue shirt, standing on the back of a truck in a market.	2
A person is riding his bike up the hill.	A person flying through the air on a bicycle.	2
Dogs running through a puddle of water.	The brown and black dogs are carrying a big log in the meadow.	2
Both of the men are on break.	Two men renovate a brick wall outside.	2
People painting in a house.	Two men are fixing the side of an old brick building.	2
A cute dog was chasing the cat through they alley.	A brown dog sniffing at the fence of a brown bull.	2
A dog was sniffing his food before eating it.	A brown dog sniffing at the fence of a brown bull.	2
The person is wrapped in a straightjacket.	A person sitting on the corner, wrapped in a blanket in front of a metal door.	2
There are people watching TV inside.	Three people are making transactions at an automated teller machine.	2
A young redheaded man laughs at something.	A young redheaded woman laughs at something.	2
A man and a woman feeding eachother food at a table.	A man and women sleeping outside on a bench.	2
A young girl gets his photo taken with Mr. and Mrs. Clause.	A young boy gets his photo taken with Mr. and Mrs. Clause.	2
A woman is sitting outside in the rain.	A man is wearing protective hair and face coverings.	2
one lady eats a box while the other fights a tiger	One lady is looking at a blue box while the shorter lady is looking at something on her phone at the grocery store.	2
The men are playing volleyball.	Two young men are on a vast, level expanse of grass, and the man in the red shirt is catching the white Frisbee.	2
Everyone is asleep in their bed	A group of people cleaning some kins of sea animal.	2
Seven men are getting ready to fly an airplane.	Seven men are preparing to operate a helicopter	2
Kids playing a video game as the light of dawn peeks through the windows.	A kid dressed in a long-sleeve shirt with a jersey numbered 11 is passing a bar to a boy in a jersey numbered 12 during a relay race.	2
People walk through a store.	Passengers in a rusty yellow car driving down the street.	2
Two teams are competing in hockey.	The basketball player in red is challenging the player in white for the ball.	2
the man takes a video clip	A man in a white shirt taking a picture.	2
A woman is standing next to a flower pot in her own home.	A woman wears a robe and bikini with heels as she stands on stage next to a flower pot.	2
A woman is a dress is standing next to a flower pot.	A woman wears a robe and bikini with heels as she stands on stage next to a flower pot.	2
People are sitting in the bar drinking.	"People walk outside ""The Tempe Bar""."	2
A child swims in the ocean.	Child swimming in a pool.	2
A man is sleeping in a sleeping bag.	A man in a white shirt hiking over rocks and water.	2
The pet is chewing on a bone	A dog opens its mouth to catch a blue and yellow toy.	2
A cat next to a window	A white dog next to a basement window.	2
The woman is watching Shades of Grey	A man is throwing a small white ball at some red cups.	2
a person sitting on a bench	Person walking down lighted tunnel with green handrail.	2
A young child sits in class and reads a book quitely.	A young child climbing a stack of logs even though the sign warns against it.	2
The dog is white.	a big black dog jumps in the air to catch the tennis ball in his mouth.	2
A tourist takes a picture of the city skyline at dusk.	A man in a strange uniform taking a photo of an old-fashioned red sports car.	2
A little girl is riding her ox in a desert.	A little girl in a pink hat is in a lush green field walking an ox.	2
A surfer relaxing on the beach.	A surfer is performing a jumping stunt in the ocean.	2
A man is celebrating his victory while smiling and shooting guns in the air	A man is celebrating his victory while smiling and shooting champagne in the air with his teammate.	2
A man is standing at a podium.	A woman is standing at a podium.	2
The man is wearing a green shirt.	A man wearing a white button down shirt is walking down the street.	2
A man folding his laundry.	A woman and a young girl are eating side by side.	2
The young boy rides his bike as hard as he can.	A young Asian woman wearing a blue shirt and blue jeans sits on her bike, as a young boy, with his bike down, looks up.	2
The woman is wearing a red shirt.	A blond woman in a blue shirt looks on at an event.	2
A woman drinks.	A male sitting down enjoy his coffee at a coffee shop.	2
this guy is jumping rope	A man is wearing a blue and yellow racing uniform while holding a bottle	2
A sad woman is watching TV.	A happy woman who is preparing for dinner.	2
A boy and girl are waiting patiently in line.	A boy pushing a girl on a toy SUV.	2
The man is at home watching TV.	The man in the black hat has his back to a theater sign.	2
A man is indoors.	A man wearing a black sweater and a knit cap sits in front of mountain scenery, with a cloudy sky overhead.	2
A man wearing a tux	A bearded man wears a roughly sewn hooded costume emblazoned with images of Spiderman.	2
There is a guy with a basketball.	A guy with a football, a crowd watching him.	2
Two boys are walking together in white shirts and blue shorts.	Two girls walking, both with a white shirt and blue shorts on.	2
Somebody is riding a bike during a storm in the desert.	A lone bike rider navigating a rough terrain course through dirt with trees and grass in the background on a cloud free day.	2
A man is sleeping in his bed.	A man with a red beard and mustache is smiling and wearing a hat crocheted with green yarn and Miller beer cans.	2
They are at the bar	Two women are hugging on a path through a grassy area with a cow visible past them.	2
Three Asian men work at a bar.	Two African American men laughing with aprons on, while a third man wearing a chef jacket is on a cellular phone.	2
A woman watching the game.	Basketball referee watching a team player hang from the hoop.	2
A man and a woman ride their bikes down a hill.	a group of skiers jumping down slopes with the sun directly cast in backgroud	2
One girl is making posters.	Seven young girls are being creative and making posters.	2
A gentleman swims at the beach.	A man waiting in an airport terminal writes on a piece of paper as others are seen behind.	2
The teenager is riding a horse in a steeplechase competition.	A teen is standing in a field and is in the upswing position after hitting a golf ball.	2
A husband and wife lay on the beach.	A man and women walking down the street holding bags in their hands and smiling both wearing black and white clothes.	2
The boy is swinging on a swing.	A young boy sits curiously on a rock near the water, looking at his reflection.	2
the guy is flying a plane	The basketball is in the hands of the guy with the red shirts the others are trying to steal the ball to score for their team	2
The men are inside	Three men stand on a sidewalk wearing construction hats.	2
A young woman wearing a yellow dress sitting in the sand at a packed beach.	A young woman wearing a white sleeveless dress with red flowers is talking on her cellphone as she walks down a street.	2
a white woman is holding a sign	"A black women holding a sign that says, ""free hugs"" in the city."	2
A boy is dancing on his bed.	A boy runs as others play on a homemade slip and slide.	2
cat stares at dog	Some youngsters are playing a card game	2
women at work	A woman in a white tennis outfit is jumping up to hit the ball.	2
Four adults are walking down the street.	four children are dancing around a pole in a city street.	2
The kids are fighting outside.	Little kids play a game of running around a pole.	2
A group of workers on their lunch break.	a group of construction workers busy refinishing a subway station.	2
A woman is running	A man on a skateboard performs a trick in the air against the backdrop of a bright blue sky.	2
a cat jumps high	Spectators look on as a baseball player runs onto a base while the baseman waits to make the catch.	2
Two old ladies are making out at a strip club.	A young girl holding a toddler.	2
The happy pilot flies his plane.	A grim looking man with sunglasses pilots a boat.	2
Workers leaving the office after office hours	Workers at Basking Robbins are filling orders.	2
A man with a breif case stands near a corner as a woman walks past.	A man with a duffel bag and girl pushing a cart walk down a street.	2
The man is wearing a red shirt.	A man wearing a brown hoodie is shopping for snacks.	2
Two sisters are flipping each other off.	A woman in a white dress with a white umbrellas is giving something to a woman in dark blue.	2
A woman is sitting on a train.	A woman in black walks past a shop selling a t-shirt depicting a tattooed woman smoking a cigarette.	2
The newlyweds are actually vampires.	A couple of newlyweds kissing underneath the bride's veil.	2
A woman says Hi to another woman at the grocery store.	A white man in a blue uniform is pushing away a black man in a red uniform while the two play soccer on a green field.	2
A man is running errands on his bike.	A woman is taking a picture on the shoulders of another woman in cold weather.	2
a dog eats steak	A group in uniform marches carrying red signs with Chinese lettering on them.	2
People have gathered for a funeral	It's another day of celebration, with a parade and signs, with many people in attendance.	2
The lady is driving a huge truck.	A woman drives a bike wearing a white blouse with her brown hair blowing in the wind.	2
Two magicians are performing on stage.	Two dancers in pink tops and striped capri bottoms perform on stage barefoot.	2
The man is laying down on the couch.	A man sits on a couch beside a colorful cushion with a pencil in his hand.	2
People are throwing rocks.	A few women and children are collecting items from rocks.	2
The young people are taking a picture inside.	A group of young people pose for a picture in a field	2
There are people watching the bus pass by	A little boy with a red baseball cap is on a bus with boys with yellow baseball caps on.	2
The kids were in awe as they listened pasionately to the story of the young boy.	A young boy in a straw hat drinks out of a plastic pink cup.	2
The man is near a red flower.	A man is outdoors looking directly at the camera, and in front of him is a yellow flower.	2
The boy is playing video games upstairs in his room.	A boy wearing a yellow shirt and blue pants is climbing a tree in a hilly area.	2
A boy is taking a nap in his bed.	A boy looks on at an electric device with three batteries inside of it and wires all around.	2
A boy is cheering for his team.	A boy in a green shirt is sitting in an almost empty stadium.	2
A boy is sweeping the sidewalk.	A man with a beard sitting in front of the tour bus.	2
People are sleeping.	People sitting in a dim restaurant eating.	2
One person at a piano bar	A large group of people gather at a piano bar.	2
Two women are fishing in the ocean.	There are two young ladies jogging, by the ocean side.	2
The newly constructed town hall	A historic-looking building.	2
The young man is sleeping.	A young boy in green practices juggling in a parking lot.	2
Two women are resting indoors.	Two women on a beach.	2
Two girls are helping their mom with the laundry.	Two women in bathing suits play on the beach.	2
The mas is walking next to dogs.	The man walks among the large trees.	2
A speedwalker next to cars	A runner in yellow has a convoy of motorcycles following behind him on a highway as bystanders watch.	2
The person is eating nachos.	A person in blue is the only person currently throwing their ball at a bowling alley.	2
A man is working at a car wash	A shoeshine man works as others pass by on a busy sidewalk.	2
The policeman is standing.	A policeman is sitting in a van looking out the window.	2
The man is playing a guitar.	"Man seated in a uniform that says ""Polizes"" on the shoulder looking out a window with a clipboard, some papers, and a computer in front of him."	2
Three military officials sit by a lake and are fishing.	Three military officials are battling a fire my a building.	2
The man is blond.	A black-haired man is entertaining a crowd with a hula hoop.	2
A full haired man is looking a drinking glasses.	A man with thinning hair looking into glasses through glasses.	2
A painter creating an original work of art.	Painter re-creates old works of art in a museum.	2
The surrealist is running wind sprints.	An artist replicating another artist's work and a man looking at the original art.	2
The man is sitting on a bench.	A senior citizen wearing a hat, blue button up shirt, Khaki shorts and sandals walking in a park holding two ice cream cones.	2
The happy woman has big green eyes.	A woman wearing sunglasses is frowning.	2
a bunch of eagles are eating a bug	A group of men in blue shirts, banded hats, and red bandannas stand in a group.	2
There is  no volleyball	A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a gym.	2
Someone sleeping on the ground next to a jeep.	"A construction worker stands in front of a red truck which has the word ""hot"" on the side."	2
The boys are playing dodge ball.	A child with curly blond-hair looks at another child with long brown hair while sitting on a bench.	2
he doesnt have legs	A runner in a black and blue uniform competes in a race.	2
A person is alone in a dark room.	A person with a striped tube standing in the middle of a crowd of people.	2
A girl is talking on a landline.	A young female standing on the deck of a boat starring at her cellphone while riding on the water.	2
he eats stars	A black scientist looks through a scope examining a biological specimen's blood cells.	2
Lots of people are walking by a small red building.	Some people are relaxing in front of a large red building.	2
Three people build a house.	Three men play musical instruments.	2
A woman is sitting on a park bench wearing sandals.	A woman lying in the grass in the park is wearing a red top and black capri pants and is barefoot.	2
A girl lays down in front of a tent	A young boy dressed in black and green is laying down in a tent outside with items surrounding him.	2
A hiker is sleeping in a tent.	A man with brown pants and boots moving a tent.	2
A woman bathing her daughter.	Small girl in an apron placing confetti in a woman's hair.	2
A man bakes a cake.	A man in a blue shirt, blue jeans, and a red apron standing at a grill.	2
A man is pointing into the foot and wearing a striped shirt.	A man pointing into the ear wearing a striped shirt in a small boat filled with many people.	2
A girl is chasing a rabbit.	A dusty boy runs along a dirt path through the grass.	2
A firefighter starts a fire.	A firefighter climbs up a ladder towards flames while surrounded by smoke.	2
The men are seated in lawn chairs.	Two men in suits standing in front of a bus, one is wearing a medal.	2
The man wears black pants and dress shoes.	The man in colorful shorts is barefoot.	2
The horse is asleep next to the man.	Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.	2
The dog is asleep on the sofa.	A small dog runs to catch a ball.	2
The man's shirt is black.	An accordion player with a bright colored shirt sitting outside in a chair with a young man in a blue t-shirt passing by.	2
A woman is walking after a man who is running from her.	Bespectacled man in suit opens wallet while a younger lady in formal wear laughs with him.	2
A boy is sleeping	A boy rollerskating in the street.	2
A boy is skating with a hockey stick	A boy rollerskating in the street.	2
The men pray at the alters.	Men sitting at a table in a church.	2
A man playing in the sand at the beach.	Man in robe making designs on dirt ground.	2
A person is cooking hot dogs at the beach.	A man with a blue and white backpack and black jeans and jacket walks by a large monument surrounded by a gray fence.	2
The man and the boy are taking a nap on the bunk beds.	A man with a gray beard and a little boy are sitting on the floor looking over some papers in a room with a bunk bed.	2
the woman is lying down sleeping	A woman is carrying two children in the middle of a large crowd.	2
A black dog walks on a concrete path.	A white dog with brown spots running on a dirt path	2
A woman throwing apples.	A red-haired woman in a pink shirt attempts to descend a tree.	2
A woman is swimming.	An Indian woman is dancing with her partner.	2
The man is on a treadmill.	Man sitting on bench with suitcase waiting for his source of transportation.	2
A worker is on a break.	A yellow backhoe near a large pile of dirt and rocks near a blue machine with a worker standing on it.	2
The woman is eating lunch.	A woman in a gray dress walks down the street.	2
The person is resting.	Someone in green pants is on a white snowboard in the air.	2
A man sitting on a bench outside.	A man wearing a jacket is listening to headphones while walking down the sidewalk along a street.	2
A baby sits in a crib.	A man wearing a jacket is listening to headphones while walking down the sidewalk along a street.	2
A man chops veggies.	Tan dog running through long grass in a park-like setting.	2
The man is underwater looking for fish.	A man in gray on a rocky cliff, overlooking the mountains.	2
There are only two people.	Three people are standing on a lit stage while groups of people sitting at tables face them.	2
Women are sitting around a table drinking coffee.	Six seated men converse and one man fiddles with an interesting contraption.	2
A smiling boy walking and a frowning girl with a phone.	A smiling girl walking and a frowning girl with a phone.	2
The man is sitting down on the rock.	A short-haired man is jumping while on top of a huge boulder.	2
The men are hosting a news show.	A man in gray uniform is cutting something on the ground while a man in white uniform is watching him.	2
Two rodeo contestants wait their turn.	Five rodeo contestants wait their turn.	2
The children are asleep on the couch with their dog.	Children on the beach with their dog.	2
One person walking on the street.	A jubilant crowd dressed fabulously in purple red and yellow-gold move in step on a metropolitan street.	2
Two people are sitting in an alley.	Two people walking down a narrow alley with large buildings on each side.	2
A woman is doing a stage dive into a crowd.	A woman in a red long-sleeved shirt and blue jeans stands at the lectern speaking at or about GLAM U WIKI.	2
An older looking couple is riding in the back of a taxi in the middle of a city.	An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.	2
A man sits in the cafeteria.	A dark-haired man wearing a black and white t-shirt eats in a park surrounded by people.	2
kids at zoo	People boating on a lake with the sun through the clouds in the distance.	2
The is one woman in the picture.	Two women are getting their pictures taken with a man in his underwear.	2
The women are in their underwear.	Two women are getting their pictures taken with a man in his underwear.	2
Chew Wrigley's Spearmint beer.	A man in a blue jacket leans on a post and talks on the phone while an old man carries yellow bags.	2
Two men are in the hot tub.	Two women are relaxing in a hot tub.	2
A man tossing a girl into the air.	A man in a navy blue shirt is tossing a boy with a large smile on his face high into the air.	2
Phone to her butt, a woman bends forward	Phone to her ear, a woman bends forward at the side of a busy street.	2
The woman is speaking into a cow bladder	A woman is leaning down while talking to her phone.	2
A girl is wearing a yellow sweater.	A soft focus picture of a little girl wearing an orange sweater.	2
The man is shirtless on the beach.	The man in the blue shirt is relaxing on the rocks.	2
Three guys are hiking across the desert.	Three men are playing frisbee in the woods.	2
Everyone is wearing blue but looks red due to the sun glare.	Five women wearing red shirts are leaning against a red car.	2
The dark-haired lady frowned and wore all black	A dark-haired lady with a big smile is wearing a bright red scarf.	2
A four wheeler is passing	An SUV traveling through mud.	2
Biking done on the rocky hill	An SUV traveling through mud.	2
The man's shirt is white.	A man wearing a brown shirt and backpack is pushing a stroller while a small toddler is walking along aside him on a rain-covered street.	2
A monkey chases after a rattlesnake.	Two men in hard hats sawing a plank of wood.	2
The people are inside the classroom.	People standing in front of a gray building with a sign that reads' Tickets Available Here'.	2
The three players are chasing after the hockey puck.	A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by.	2
The adult jumped up onto the tree.	A child sits in a tree holding a branch.	2
There are no customers at the cafe.	Customers are ordering food at a cafe.	2
The mom and boy are on a roller coaster.	A mom and her boy are riding in a bumper car.	2
A man in a blue hat drops the ball.	A man in an orange hat holds a ball.	2
The women are wiping a windshield	Two women bend over to touch a small kangaroo.	2
A girl is smoking a cigar in a pool hall.	A girl in a purple top, baggy pants and sneakers is blowing a kiss, while another girl in black watches.	2
The man is not Asian.	An Asian man makes faces for the camera.	2
There is one person .	There is a large group of people standing together mostly wearing Canada symbols.	2
A toddler has overturned their bowl of food and is crying.	A casually dressed young blond woman is looking away sadly as couple near her are kissing.	2
Two men wearing different color shirts walking past each other.	Two guys in blue shirts talking.	2
She is stealing from them.	A woman is holding a large check for Kids Food Basket.	2
A woman runs down the field.	A male wearing a football uniform kicking a football during a football game.	2
The man is holding up a domino.	The man in the white shirt holds up a playing card.	2
A dog is riding in the car.	a brown dog standing in the middle of a huge field.	2
A woman is wearing a green tshirt	A brown-haired woman in a blue shirt, wearing a bib number from a marathon, holds a gold trophy and poses with a blond woman in a black dress.	2
No one who is shown has ever played a sport.	Two lacrosse players are running on the sports-field.	2
A man wearing a sweater inside	A woman wearing a gray sweater stands in the street near a green pole.	2
A man is driving down a busy road.	Man on phone in business suit walking down a busy street.	2
A little boy pushes an oily man off a deck.	Casually dressed young males and females are sitting and laying on a grassy area with bicycles and other personal belongings reading on a sunny day.	2
Three men are playing poker.	Three men are using Washington Mutual ATMs outside near a parking lot.	2
A man sleds down a slope.	A young woman is standing on a slope, facing the top of the slope.	2
The boy is swinging at his baseball game.	A girl in a red and white uniform is swinging a bat.	2
A man stands near a fire hydrant.	A man crouches down next to a motorcycle.	2
The man is making a snow angel.	A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.	2
A women is eating some friend dumpling dumplings	An elderly Man wearing a olive green shirt and red and white striped apron is stacking cheese.	2
The lady is at the hair salon.	A young black man is getting his hair buzzed off.	2
The boy is dead	A young boy is jumping down an inflatable water ride.	2
Nobody has beach attire	Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.	2
Five girls are baking a cake.	Five young indian girls dress in colorful dresses are holding hands and smiling forming a circle	2
The woman is sitting in the bedroom.	A young woman in white working in a professional kitchen.	2
A bird attacks its reflection in a window.	"two girls looking out the window at ""Hair at Hart."""	2
There is only one person.	An American wrestler in a purple singlet wrestlers an opponent.	2
People survive a horrible train crash.	People waiting on a train platform.	2
a dog is sleeping	Dog with black and tan face standing in water looking up at camera.	2
The dress is black.	The woman in the white dress looks very uncomfortable in the busy surroundings.	2
Two women enjoying happy hour.	A man is socializing with another man in the bar.	2
They are running.	Girls dressed in red stand in a line.	2
A child yells angrily at her mother.	A female child in a white, long-sleeved shirt is kneeling on a couch, laughing as her hair is sticking up.	2
A young baby smiles.	A young infant cries while having his or her pajamas buttoned.	2
The statue is actually a gargoyle and it came to life.	A crowd of people standing in front of statues.	2
The boy is asleep on the couch.	A boy looks out the window at another boy who is spraying the window with water.	2
A girl takes a photo of a dog.	a man takes a picture of another two men in a crowd.	2
The baby sits on the cats.	A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.	2
The person is crying near some animals.	A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.	2
A boy plays with a yoyo.	A few young boys throwing a football over a volleyball net.	2
A old man swimming	An old man in a blue shirt and white pants glowers by a glass door.	2
Nobody is standing	A man dressed in all white and wearing a white hat stands on a sidewalk next to a building.	2
Two dogs sleep.	Two furry beige dogs playing in ocean surf.	2
A man is riding a horse.	an african man is being dragged though wet mud by two cows whilst other people watch.	2
The kids are in the back yard.	Several children are standing on the beach.	2
A man rolls on the ground on fire.	A man with no shirt on is holding a football.	2
An animal is sleeping outside.	A brown dog wearing a collar is chasing and biting on a red broom.	2
Two persons playing tennis.	Two men in black pants and black shirts practice martial arts on a green gym floor.	2
A man is playing video games at his house.	A man in a jacket is standing in a gas station, next to a car and lights are shining in the distance.	2
a woman holding a scruffy cat	An elderly lady holding a scruffy dog and smiling contently.	2
A woman rides her bike away from a store.	A bike is parked against a window to a store called Winter Sport where inside some people sit next to a computer and an older woman stands in the background.	2
The men are walking inside the school.	Men wearing hats walk on the street.	2
The people are attending an outdoor art festival.	A few people are sitting inside of a building with lots of photography on the walls.	2
The man is wearing a suit.	"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab."	2
A man wears his hat on his foot.	A young male wearing a blue hat turned backwards and slightly sideways with a cigarette in his mouth.	2
A man is wearing a cowboy hat.	A young male wearing a blue hat turned backwards and slightly sideways with a cigarette in his mouth.	2
Three young woman are sleeping in a crowded hall.	Three young women perform a dance in a crowded hall.	2
A man sits on a ledge	A woman with a blue jacket around her waist is sitting on the ledge of some stone ruins resting.	2
A man in a blue shirt poses for the camera.	A group of people are standing on steps in front of a building.	2
The dog is lying on the ground.	Brown and cream dog with tongue out in front of grassy forest	2
A young boy is just sitting down and not sledding.	A young boy, wearing a jesters hat is enjoying himself sledding.	2
A man is playing videogames.	A man in a red shirt is learning how to climb a cliff.	2
The man is wearing a nice shirt and jacket.	A shirtless man with cropped hair smokes a cigarette and ties a plastic bag.	2
The children are sad as the man ignores them	A young man blew up balloons to craft into animals for the seven excited children that looked on.	2
A man is making cotton candy for the children.	A young man blew up balloons to craft into animals for the seven excited children that looked on.	2
A boy is afraid to go on the swing.	Blond boy in striped shirt on the swing set.	2
The boy has no backpack on.	Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.	2
A woman is sitting inside.	A woman is sitting outside at a table, using a knife to cut into a sandwich.	2
The raft is empty.	A man flying out of a river raft filled with 6 other people.	2
A homeless man is sitting on a park bench.	Woman wearing dark brown leather jacket, sunglasses, brown leather boots, silver designer handbag, sitting on a fire engine red park bench.	2
The people are on land.	There are two boats full of people in a river, one is stopped and the other is moving.	2
The band is signing autographs	Three musicians are playing in a band.	2
Two men dressed as basketball players are running.	Two individuals dressed up like animals are posing for the camera.	2
A woman is sitting in her backyard.	A woman wearing a red work man's hat and red jacket is hiking in the snow topped mountains.	2
A person is in the woods.	A woman wearing a red work man's hat and red jacket is hiking in the snow topped mountains.	2
Two people are sitting in a coffee shop.	"A man holds up a sign that reads ""tattoo"" as many people walk near him."	2
A woman is in a green nun uniform	An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.	2
A dog is looking for a cat.	A person throws a red toy for a dog to run for.	2
Several people are playing dominoes.	Several people are playing an intense game of paintball while others watch from the sidelines.	2
Two men take a picture together.	A man and a woman, both wearing sunglasses, embrace one another, while smiling and posing for the camera.	2
A man dressed in a coat is in a kitchen.	A man dressed only in a towel is in a sauna.	2
A man is washing his hands.	Repairing the roof of a school on the coastline.	2
The girl is laughing.	A little girl in a pink dress crying.	2
The child is drinking at a bar.	Colorful rings spraying water at little girl wearing swimsuit.	2
There is not a cat near the baby.	A blond-haired baby is sitting on the floor playing with toys while looking at a black and white cat.	2
A cat plays in the snow.	The dog is in the snow in front of some trees.	2
A young boy is playing in the grass.	A young boy is playing in the sandy water.	2
A medic is treating someones wounds with bandages he is holding.	An elderly firefighter in an orange suit is holding a fire hose with water coming out.	2
There is no snow.	A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.	2
A baby yawns in his crib.	A woman in a gray sweater talking to another woman in a black jacket.	2
Some people are on land.	Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.	2
A boy can't swim so he didn't go to the beach with his family.	A boy at the beach runs through the surf towards three other people who are already in the water.	2
A man is sitting at a table.	A man in a blue shirt emerges from a doorway.	2
The kid is taking a nap.	A child in an orange outfit stands holding flowers.	2
Two brown and white dogs run on thick brown carpeting.	Two brown and white dogs running on a grassy but brown fenced yard.	2
Two old women hate flowers and would not be near them	Two old women sitting on curb next to flowers	2
A woman has a helmet on a motorcycle.	A man with a blue helmet and orange shirt.	2
A person is sleeping on the couch.	Man in leather jacket and scarf sits on purple cushion at a party.	2
The couple purchased a used mixer	A couple opening up a new electronically mixer.	2
There are some people doing the limbo.	A man in a blue shirt and a woman in a pink skirt sit around other people in the background.	2
A cat sleeps in the window.	A furry dog is jumping over a hurdle.	2
The man is seated on his couch in his living room.	A man on a ladder in tall grass.	2
