index	premise	hypothesis	label	hypothesis_neg	neg_label	tag
1795	A single person stands on a heavily-eroded cliff-side rock while holding a bare branch aloft.	A single person stands on a heavily-eroded cliff-side rock	0	A single person doesn't stand on a heavily-eroded cliff-side rock	2	negation
1796	A single person stands on a heavily-eroded cliff-side rock while holding a bare branch aloft.	A single person stands on a heavily-eroded large cliff-side rock	0	A single person doesn't stand on a heavily-eroded large cliff-side rock	2	negation
1797	Four men with baseball caps and logo t-shirts laughing together at a table.	Males are socializing with each other while wearing casual clothes.	0	Males are not socializing with each other while wearing casual clothes.	2	negation
1798	"A woman holds a newspaper that says ""Real change""."	"a woman holding a newspaper that says ""real change"""	0	"A woman holding a newspaper that doesn't say ""real change"""	2	negation
1799	"A woman holds a newspaper that says ""Real change""."	"a woman on a street holding a newspaper that says ""real change"""	0	"A woman on a street holding a newspaper that doesn't say ""real change"""	2	negation
1800	A young girl in glasses observes something in the distance.	A person is looking at something from afar.	0	A person is not looking at something from afar.	2	negation
1801	A group of attentive students are paying attention to a college lecture.	Some students are attending a class.	0	Some students are not attending a class.	2	negation
1802	A girl in black pants doing exercises.	A girl moving her muscles to get exercise in.	0	A girl moving her muscles to don't get exercise in.	2	negation
1803	Two men stand near a piece of large machinery.	The machinery is very large	0	The machinery is not very large	2	negation
1804	A brunette woman holding a little girl dressed in pink is kneeling next to a grazing white and brown llama in the foreground of a hilly community.	A woman holds a little girl.	0	A woman doesn't hold a little girl.	2	negation
1805	Group of Asians recording some video.	A group of Asians record a video.	0	A group of Asians don't record a video.	2	negation
1806	A man wearing only a hat, boots, and underwear is walking the sidewalk with a guitar strapped around his shoulder.	A man wearing only a hat, boots, and underwear is walking the sidewalk	0	A man wearing only a hat, boots, and underwear is not walking the sidewalk	2	negation
1807	The blond young man who had been splattered with paint colors of blue, orange, and green held up his camera to take a picture.	A man covered in paint takes a photo.	0	A man covered in paint doesn't take a photo.	2	negation
1808	The baseball players near the pitching mound are celebrating as the batsman walks away.	The batsman is on a different team than the others around the pitching mound.	0	The batsman is not on a different team than the others around the pitching mound.	2	negation
1809	A young man wearing a green shirt and a hat attempts a trick on a skateboard while riding it in a skate park next to a beach.	There is a person skateboarding.	0	There is no person skateboarding.	2	negation
1810	The man is performing a trick on a motorcycle high in the air.	A man is performing a trick on a bike.	0	A man is not performing a trick on a bike.	2	negation
1811	A water scene with a sunset in the background.	There is a water scene with the sunset in the back.	0	There is no water scene with the sunset in the back.	2	negation
1812	A man holding a yellow surfboard facing the ocean.	A man is holding a surfboard.	0	A man is not holding a surfboard.	2	negation
1813	A man looks intent while sculpting a gargoyle.	The man is working on art.	0	The man is not working on art.	2	negation
1814	A guy is attempting to perform a skateboard trick while jumping over part of a white building in an attempt to land on the concrete outside.	The guy is a skateboarder.	0	The guy is not a skateboarder.	2	negation
1815	A crowd of people fill the street in front of a McDonald's.	There is a crowd outside the restaurant.	0	There is no crowd outside the restaurant.	2	negation
1816	The red motocross bike and its rider are airborne above the trees.	A rider is riding his motocross bike.	0	A rider is not riding his motocross bike.	2	negation
1817	A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.	The woman is wearing a vest.	0	The woman is not wearing a vest.	2	negation
1818	The young Asian woman is using an umbrella, and is in front of a brightly colored patch of flowers in the back.	A woman is using an umbrella.	0	A woman is not using an umbrella.	2	negation
1819	The young Asian woman is using an umbrella, and is in front of a brightly colored patch of flowers in the back.	A woman is using a large umbrella.	0	A woman is not using a large umbrella.	2	negation
1820	The man is throwing a toy to a brown and black dog in the park.	A man and a dog are at a dog park.	0	A man and a dog are not at a dog park.	2	negation
1821	The man is throwing a toy to a brown and black dog in the park.	A man and a dog are at a park.	0	A man and a dog are not at a park.	2	negation
1822	Small girl in a pink dress is playing electronic drum pads with sticks.	a girl is playing electronic drums	0	A girl is not playing electronic drums	2	negation
1823	Small girl in a pink dress is playing electronic drum pads with sticks.	the girl is wearing pink color frok	0	The girl is not wearing pink color from	2	negation
1824	A woman is walking her dog along a snowy ground.	A woman is with her dog outside.	0	A woman is not with her dog outside.	2	negation
1825	A boy wearing a helmet is jumping his skateboard.	A boy is jumping his skateboard	0	A boy is not jumping his skateboard	2	negation
1826	A young girl with water wings leaps into a crowded pool	There are people in a pool.	0	There are no people in a pool.	2	negation
1827	A young white man in running gear is jogging by the water.	A man is exercising by water.	0	A man is not exercising by water.	2	negation
1828	A little white curly-haired dog runs across the pavement with a stick in its mouth.	A dog runs with a stick in his mouth.	0	A dog doesn't run with a stick in his mouth.	2	negation
1829	The small child is wearing winter clothes and a hat.	The small child is dressed for winter.	0	The small child is not dressed for winter.	2	negation
1830	two shirtless men jumping over a street rail, probably practicing new dance moves.	Two men without shirts are jumping in the street.	0	Two men without shirts are not jumping in the street.	2	negation
1831	Group of young adults posing for picture near spanish-language sign.	The people are near a sign.	0	The people are not near a sign.	2	negation
1832	An older gentleman looks at the camera while he is building a deck.	A human looks at the camera while building something.	0	A human doesn't look at the camera while building something.	2	negation
1833	Four people and a dog out in the woods.	There are animals outdoors.	0	There are no animals outdoors.	2	negation
1834	Little girl blows bubbles in a public square.	Little girls blows bubbles.	0	Little girls doesn't blow bubbles.	2	negation
1835	A young girl with a purple shirt and a pink hair band standing near the woods.	A little girl is standing outside.	0	A little girl is not standing outside.	2	negation
1836	White dog high jumping over some pillows.	The dog is jumping over pillows.	0	The dog is not jumping over pillows.	2	negation
1837	A soccer team is standing on the field waiting for their time to make a move.	People are playing sports outside.	0	People are not playing sports outside.	2	negation
1838	A balding man with glasses stands in front of a colorful display.	A person is standing upright.	0	A person is not standing upright.	2	negation
1839	A young girl running on grass	The girl is not standing still.	0	The girl is not, not standing still.	2	negation
1840	A woman sweeping in front of a ladder on a busy street.	A woman cleans up near a ladder	0	A woman doesn't clean up near a ladder	2	negation
1841	A young man wearing khaki pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background.	A man is jumping over some rocks near the mountains.	0	A man is not jumping over some rocks near the mountains.	2	negation
1842	A man in glasses in a basement.	The basement has a man in it.	0	The basement doesn't have a man in it.	2	negation
1843	A couple of females are talking to each other while one is flicking her cigarette.	One of the females is a smoker.	0	One of the females is not a smoker.	2	negation
1844	A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet.	A man and a woman are jumping in the snow.	0	A man and a woman are not jumping in the snow.	2	negation
1845	A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet.	A man and a woman are playing in the snow outside.	0	A man and a woman are not playing in the snow outside.	2	negation
1846	A child doing gymnastics	A child is doing gymnastics.	0	A child is not doing gymnastics.	2	negation
1847	a breakdancer man is performing for the kids at school	A man is break dancing at a school	0	A man is not break dancing at a school	2	negation
1848	A group of three people are digging a large trench in a yard while another person walks close by.	There is a hole in the yard.	0	There is no hole in the yard.	2	negation
1849	Two men scrimmage in soccer, as a referee looks on.	the ref watches the two men in the scrimmage game	0	The ref doesn't watch the two men in the scrimmage game	2	negation
1850	A young boy is following through on a kick during a soccer game, while two players on the opposing team challenge.	A soccer game is being played.	0	A soccer game is not being played.	2	negation
1851	A performance group is staged in one collective motion.	There's a performance group doing something together.	0	There's not a performance group doing something together.	2	negation
1852	Two young teenage girls hiking through the snow on a cold winter day.	Teenagers are hiking in the cold.	0	Teenagers are not hiking in the cold.	2	negation
1853	A person stands between two giant statues that look like faces.	A human is standing between two large objects.	0	A human is not standing between two large objects.	2	negation
1854	A child enjoying themselves on a yellow slide at a park.	The children are playing on a slide.	0	The children are not playing on a slide.	2	negation
1855	Young people and a kid are walking in the forest in a sunny day.	Young people and a kid are walking on a sunny day.	0	Young people and a kid are not walking on a sunny day.	2	negation
1856	Young people and a kid are walking in the forest in a sunny day.	Young people and a kid are walking in the forest.	0	Young people and a kid are not walking in the forest.	2	negation
1857	Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	The jackets being worn are red.	0	The jackets being worn are not red.	2	negation
1858	Two men with matching t-shirts fold a towel in the living room.	Two men are in the living room.	0	Two men are not in the living room.	2	negation
1859	a brown dog with a yellow toy in his mouth is jumping off the grassy ground	A dog is playing in the grass.	0	A dog is not playing in the grass.	2	negation
1860	A small child with a backpack walks down a narrow road next to a painted wall.	A small child is walking on a road	0	A small child is not walking on a road	2	negation
1861	A couple walking their dog.	A dog is going for a walk.	0	A dog is not going for a walk.	2	negation
1862	These people are in uniform at a lacrosse type game.	There are people at a lacrosse game.	0	There are no people at a lacrosse game.	2	negation
1863	A woman in orange sunglasses is playing the drums while speaking into a microphone in front of a large sign.	A woman is playing drums and speaking at the same time.	0	A woman is not playing drums and speaking at the same time.	2	negation
1864	In front is a guy singing and playing guitar and a white shirted drummer in the back.	There are people making music.	0	There are no people making music.	2	negation
1865	A lady with blue jeans and a brown shirt is speaking on her cellphone on the second floor of the mall.	the lady is talking on her phne	0	The lady is not talking on her fine	2	negation
1866	A man and a child painting a post.	The boy and his father making the post look better.	0	The boy and his father making the post don't look better.	2	negation
1867	Family gathered together in a house enjoying each other company.	A family is enjoying a night at home.	0	A family is not enjoying a night at home.	2	negation
1868	Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.	A group of people are playing in the water.	0	A group of people are not playing in the water.	2	negation
1869	A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.	A man driving a go kart, numbered 65, on a narrow paved road.	0	A man driving a go-kart, didn't number 65, on a narrow paved road.	2	negation
1870	A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices.	A man wearing work clothes and boots is working on a flotation device.	0	A man wearing work clothes and boots is not working on a flotation device.	2	negation
1871	A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices.	A man in rubber boots and a work apron is rubbing his face in between pulling floating objects.	0	A man in rubber boots and a work apron is not rubbing his face in between pulling floating objects.	2	negation
1872	Two children work together on a project at a table.	Two children are doing something together.	0	Two children are not doing something together.	2	negation
1873	A man dressed in a light blue shirt dumping items from a bin into another bin, while standing in a room full of food donations.	It is food collection room as a donation.	0	It is not food collection room as a donation.	2	negation
1874	A man, boy and a white dog are looking at a display of postcards.	A man with a boy and their white dog are looking at postcards.	0	A man with a boy and their white dog are not looking at postcards.	2	negation
1875	A barefoot man in an orange shirt, shorts, and a baseball cap is sitting on the open tailgate of a silver pickup truck.	A man is sitting on a car.	0	A man is not sitting on a car.	2	negation
1876	a wet golden retriever is walking through a lake	A wet golden retriever is in a lake.	0	A wet golden retriever is not in a lake.	2	negation
1877	African woman walking through field.	THere is women navigating through the fields.	0	Their is no women navigating through the fields.	2	negation
1878	Security officer working outside.	A security officer is outside.	0	A security officer is not outside.	2	negation
1879	A Young girl wearing a blue ski cap and red and gray two tone jacket stands between two bits of ice.	A girl is standing in a winter landscape.	0	A girl is not standing in a winter landscape.	2	negation
1880	A girl wearing a knit cap, gloves, winter jacket, snow pants and boots stands by a frozen waterfall, with a metal pole by her side.	A young girl is by a waterfall.	0	A young girl is not by a waterfall.	2	negation
1881	A girl wearing a knit cap, gloves, winter jacket, snow pants and boots stands by a frozen waterfall, with a metal pole by her side.	A girl is near a frozen waterfall.	0	A girl is not near a frozen waterfall.	2	negation
1882	A group of people are ice skating in a big city.	The people are outside skating.	0	The people are not outside skating.	2	negation
1883	Five boys in blue shirts drawing at a table.	There are children wearing blue.	0	There are no children wearing blue.	2	negation
1884	Two women are observing something together.	Two girls are looking at something.	0	Two girls are not looking at something.	2	negation
1885	Two kids running past a dinosaur in the woods.	Young people are running outdoors.	0	Young people are not running outdoors.	2	negation
1886	This man dressed in white pants and blue shirt, is standing on a ledge in the snow.	A man is outside in the snow.	0	A man is not outside in the snow.	2	negation
1887	Firemen stand outside of their firetruck with all its lights on.	People stand outside of their firetruck with all its lights on.	0	People don't stand outside their firetruck with all its lights on.	2	negation
1888	"Blond-haired girl wearing a bicycle helmet, a black t-shirt that reads ""Twizzlers"" and a printed dog tag necklace around her neck."	a girl with a helmet wears a dog tag	0	A girl with a helmet doesn't wear a dog tag	2	negation
1889	A woman with a bag, talking on her cellphone, standing on the corner of the street, waiting to cross.	A woman is holding her bag and talking.	0	A woman is not holding her bag and talking.	2	negation
1890	Two young girls show prints of a line drawing of an animal.	There are young girls showing animal drawings.	0	There are no young girls showing animal drawings.	2	negation
1891	Expert snowboard is trying a new trick.	The person is snowboarding.	0	The person is not snowboarding.	2	negation
1892	A rocker standing with one foot on the stage holding the microphone attached to the stand over his head.	A microphone is near the stage.	0	A microphone is not near the stage.	2	negation
1893	Three children, two boys and a girl, are playing with the swings on a playground with residential houses in the background.	The children are less than 20 yrs old.	0	The children are not less than 20 yrs old.	2	negation
1894	a soccer player wearing a red uniform walks off the field after a game near a parking lot.	There is a field with a parking lot.	0	There is no field with a parking lot.	2	negation
1895	Three women sit at a table, taking notes from three identical magazines.	Three women are reading and writing.	0	Three women are not reading and writing.	2	negation
1896	A woman with a blue hat is taking photos in an area covered in brush.	The woman is holding a camera.	0	The woman is not holding a camera.	2	negation
1897	A woman in a long, dark coat looks through trashcans in Winter.	A woman is exploring containers for something.	0	A woman is not exploring containers for something.	2	negation
1898	Two girls aboard an amusement park ride.	Two girls ride an amusement park ride.	0	Two girls don't ride an amusement park ride.	2	negation
1899	A worker is preparing fish to be sold at a market.	A person is working at a market.	0	A person is not working at a market.	2	negation
1900	A small child in a red jacket is sitting on a man's shoulders and holding his head.	The child's hands are on the man's head.	0	The child's hands are not on the man's head.	2	negation
1901	A man with an afro and bandanna playing electric guitar.	the guy with the afro is playing on the guitar	0	The guy with the Afro is not playing on the guitar	2	negation
1902	A bird is perched on a line of some sort attached to a pole.	A bird is standing on a pole line.	0	A bird is not standing on a pole line.	2	negation
1903	Young children waving American flags for a soldier	Children are waving flags.	0	Children are not waving flags.	2	negation
1904	There is a man poking a long stick up towards the ceiling.	The man is holding a stick.	0	The man is not holding a stick.	2	negation
1905	A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.	A man in a uniform is talking to another man.	0	A man in a uniform is not talking to another man.	2	negation
1906	A fireman searching for something using a flashlight.	An area is lit up by flashlight.	0	An area is not lit up by flashlight.	2	negation
1907	A rescue worker searches with a flashlight under a slab in a ruined building.	A worker searches a ruined building.	0	A worker doesn't search a ruined building.	2	negation
1908	A red hot air balloon lands in a field among a crowd.	A hot air balloon is making a landing.	0	A hot air balloon is not making a landing.	2	negation
1909	A toddler is intrigued by a toy lego set in a bookstore.	A kid is interested in a toy.	0	A kid is not interested in a toy.	2	negation
1910	A man sits on his throne behind the drums.	A man is behind some drums.	0	A man is not behind some drums.	2	negation
1911	An Asian lady is holding a cup and sitting in front of a table covered in different foods.	There is a table next to a lady.	0	There is no table next to a lady.	2	negation
1912	A woman wearing a straw hat is sitting among a variety of different foods while holding a drink.	A woman is sitting near food.	0	A woman is not sitting near food.	2	negation
1913	A man wearing a gray shirt and pink wristband plays the drums.	a man in a gray shirt and pink wristband plays drums	0	A man in a gray shirt and pink wristband doesn't play drums	2	negation
1914	A player on the red soccer team has just scored a goal while the opposing team watches the ball go in.	A soccer player scored a goal.	0	A soccer player didn't score a goal.	2	negation
1915	A man in a grassy field throws a stick for a group of three brown dogs.	A man is playing with dogs.	0	A man is not playing with dogs.	2	negation
1916	Two women stand in the street both wearing matching outfits with police like jackets that say Polotie.	Two women look like Police in similar jackets standing in the street.	0	Two women don't look like Police in similar jackets standing in the street.	2	negation
1917	A cart of large water containers is in front of two women who are standing as well as two women who are walking down the street.	The cart of water is large.	0	The cart of water is not large.	2	negation
1918	Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs.	A sideshow man in a black costume is performing a trick with fire for the audience.	0	A sideshow man in a black costume is not performing a trick with fire for the audience.	2	negation
1919	Two women wearing ballerina attire are conversing with one another.	Two ballerina are talking.	0	Two ballerinas are not talking.	2	negation
1920	Two people are playing wiffle ball in a suburban area.	People are playing a variation of baseball.	0	People are not playing a variation of baseball.	2	negation
1921	A woman runs on the beach.	There is a person jogging by the shore.	0	There is no person jogging by the shore.	2	negation
1922	A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag.	There are two women in the photo	0	There are no two women in the photo	2	negation
1923	A young african boy skipping rocks.	There's a young boy with rocks in hand.	0	There's not a young boy with rocks in hand.	2	negation
1924	A female covering her face in laughter at the dinner table.	A woman is at a dinner table.	0	A woman is not at a dinner table.	2	negation
1925	A little boy watches from his stroller as an older boy with a yellow balloon wanders a few steps away in a fair like setting.	A boy has a yellow balloon.	0	A boy doesn't have a yellow balloon.	2	negation
1926	A couple stands at the top of a flight of outdoor stairs kissing one another.	A couple stands near some stairs.	0	A couple doesn't stand near some stairs.	2	negation
1927	The young lady is giving the old man a hug.	The lady is giving the old man a hug.	0	The lady is not giving the old man a hug.	2	negation
1928	A child hugs a birdhouse.	There is a child and a birdhouse.	0	There is no child and a birdhouse.	2	negation
1929	Three people sitting on a table, one woman is speaking, and people are listening to them.	Two people are listening to the other person on the table speak.	0	Two people are not listening to the other person on the table speak.	2	negation
1930	Two boys in front of a soda machine.	Two boys are at a machine.	0	Two boys are not at a machine.	2	negation
1931	A young boy wearing a suit and top hat is holding hands with a girl in a green dress.	the boy is wearing formal clothes	0	The boy is not wearing formal clothes	2	negation
1932	A man wearing a striped shirt has a camera slung over his shoulder.	The man with the stripped shirt is carrying a camera on his body.	0	The man with the striped shirt is not carrying a camera on his body.	2	negation
1933	A group of attentive students are paying attention to a college lecture.	A group of students are listening.	0	A group of students is not listening.	2	negation
1934	A man in neon green Seahawks sweatshirt leans on a railing.	A man is wearing a football sweatshirt.	0	A man is not wearing a football sweatshirt.	2	negation
1935	A man wearing shorts looks at his cellphone while a woman walks outside a small building.	There are multiple people present.	0	There are no multiple people present.	2	negation
1936	A boy whiffs a ball with a bat.	The boy is swinging a bat.	0	The boy is not swinging a bat.	2	negation
1937	A man in a pink shirt and white vest plays a guitar.	There is a man wearing a pink shirt.	0	There is no man wearing a pink shirt.	2	negation
1938	A motorcyclist is flying through the air above a dirt path.	The motorcyclist is in the air	0	The motorcyclist is not in the air	2	negation
1939	A motorcyclist is flying through the air above a dirt path.	The person is riding a motorcycle	0	The person is not riding a motorcycle	2	negation
1940	A motorist gets some air over a rough hill.	A motorist is riding his bike.	0	A motorist is not riding his bike.	2	negation
1941	Women sit on a beach as they watch men bring in a fishing net filled with fish in front of them.	People are gathered by the water.	0	People are not gathered by the water.	2	negation
1942	A woman is walking her dog and using her cellphone.	The woman is using her cellphone.	0	The woman is not using her cellphone.	2	negation
1943	A man is holding a book standing in front of a chalkboard.	A person is in a classroom teaching.	0	A person is not in a classroom teaching.	2	negation
1944	A smiling man is holding up a gavel.	The man is holding an object.	0	The man is not holding an object.	2	negation
1945	A woman in a green suit walking towards an escalator.	A woman walks to an escalator.	0	A woman doesn't walk to an escalator.	2	negation
1946	Two little boys are playing on stairs that have a carpet runner going down them.	The children are playing together.	0	The children are not playing together.	2	negation
1947	A man smiles while he shaves the head of another man.	A guy is cutting another man's hair.	0	A guy is not cutting another man's hair.	2	negation
1948	A man wielding an electric razor is gleefully shaving away another man's hair.	There are multiple people present.	0	There are no multiple people present.	2	negation
1949	A man looking out of his window.	A man looks out his window.	0	A man doesn't look out his window.	2	negation
1950	People in motion down a city sidewalk.	People walk down a sidewalk.	0	People don't walk down a sidewalk.	2	negation
1951	Two scuba divers inspecting a large metal object in the water.	Two scuba divers are underwater.	0	Two scuba divers are not underwater.	2	negation
1952	Two guys on a couch, one is looking up the other is looking away with a cup in his hand.	They are not looking in the same direction.	0	They are not, not looking in the same direction.	2	negation
1953	A man holds a rope for a boy who's about to climb a wall.	There is a man holding a rop	0	There is no man holding a top	2	negation
1954	Three people are dressed in costumes and playing musical instruments.	The people are in costume and playing music.	0	The people are not in costume and playing music.	2	negation
1955	One girl sips a soda while another looks on, standing on a street in front of a bunch of bicycles.	A girl drinks a soda on the street	0	A girl doesn't drink a soda on the street	2	negation
1956	A girl is swinging, rather high, on a swing with blue ropes with lots of trees in the background.	A girl is swinging, rather high, on a swing with blue ropes.	0	A girl is not swinging, rather high, on a swing with blue ropes.	2	negation
1957	A woman in a gray kimono walks past a black car in the middle of a crowded street full of Japanese signs, with a man in an orange shirt and khaki slacks.	A woman is walking down a busy street.	0	A woman is not walking down a busy street.	2	negation
1958	The hockey players and referee are preparing for a face-off.	The referee and players are getting ready to face-off.	0	The referee and players are not getting ready to face-off.	2	negation
1959	A couple has been photographed through a gap in the fence while they are sitting near the water.	The couple is sitting near water.	0	The couple is not sitting near water.	2	negation
1960	Four African boys playing soccer.	Some boys are running behind a ball	0	Some boys are not running behind a ball	2	negation
1961	Shirtless man with long pole navigates covered boat down a palm tree lined river past a hut.	A man without a shirt is on the water.	0	A man without a shirt is not on the water.	2	negation
1962	A father and his daughter are riding a lawn mover down a street while dressed in American colors.	two people ride a lawn mower outside	0	Two people don't ride a lawn mower outside	2	negation
1963	Several people browse through books at a store with a tile floor.	There are people looking at books.	0	There are no people looking at books.	2	negation
1964	Nurses in a medical setting conversing over a plastic cup.	The people work in the medical field.	0	The people don't work in the medical field.	2	negation
1965	A boy is standing in a pool getting splashed with water.	The water in the pool is being splashed.	0	The water in the pool is not being splashed.	2	negation
1966	A boy is being splashed in a swimming pool.	A boy is playing in the swimming pool.	0	A boy is not playing in the swimming pool.	2	negation
1967	A young man wearing goggles is putting some liquid in a beaker while a young girl wearing blue gloves looks down while holding a pen.	Two people are in the same area.	0	Two people are not in the same area.	2	negation
1968	A man is looking at the camera posing for a photo with his arm around a woman who is looking away.	The man is looking at the camera.	0	The man is not looking at the camera.	2	negation
1969	A woman with a pink purse walks down a crowded sidewalk.	A woman walks through a crowd	0	A woman doesn't walk through a crowd	2	negation
1970	Shadowed cyclist jumps over camera at sunset as shadowed photographer films.	A cyclist is being filmed.	0	A cyclist is not being filmed.	2	negation
1971	Someone splashing in the water.	A person is splashing in water.	0	A person is not splashing in water.	2	negation
1972	A man and wife stand at the alter as they get married.	A couple is getting married	0	A couple is not getting married	2	negation
1973	A musician playing a guitar while he has the microphone inside his mouth.	The man is holding an instrument.	0	The man is not holding an instrument.	2	negation
1974	Woman reading a book with a grocery tote.	A woman is holding a book.	0	A woman is not holding a book.	2	negation
1975	A group of boys playing street soccer.	A group of boys are playing soccer in the street.	0	A group of boys is not playing soccer in the street.	2	negation
1976	Two silhouetted people paddle a canoe on the ocean during sunset.	two people paddles a canoe on the ocean	0	Two people don't paddle a canoe on the ocean	2	negation
1977	Two silhouetted people paddle a canoe on the ocean during sunset.	two people paddle their boat on the ocean	0	Two people don't paddle their boat on the ocean	2	negation
1978	A group of people, one of which is a woman with a large white and colorful purse, wait to board a large white and blue bus.	A group of people wait at a bus stop as a large white and blue bus stops.	0	A group of people don't wait at a bus stop as a large white and blue bus stops.	2	negation
1979	There are children playing in the snow and one of them is making a snowball.	Children play in the snow.	0	Children don't play in the snow.	2	negation
1980	Children playing a video game together.	The kids are indoors playing a video game.	0	The kids are not indoors playing a video game.	2	negation
1981	A boy and girl play together on a pile or rocks in a residential area.	The boy and girl are outside	0	The boy and girl are not outside	2	negation
1982	A boy and girl play together on a pile or rocks in a residential area.	The boy and girl are playing together	0	The boy and girl are not playing together	2	negation
1983	A young woman in a black skirt and boots walks by stores.	A young woman in a black skirt is walking next to nearby shops.	0	A young woman in a black skirt is not walking next to nearby shops.	2	negation
1984	A view of bicyclists on a city street, riding in both directions, with red reflective safety cones dividing the two lanes.	People are riding bikes in both directions on a road.	0	People are not riding bikes in both directions on a road.	2	negation
1985	A person on blue pants and a white shirt walks away from a dirt circle on multicolored grass.	a person walks a way from a dirt circle	0	A person doesn't walk a way from a dirt circle	2	negation
1986	A man wearing dark jeans, an orange shirt, and an orange apron is next to a bunch of plants and flowers and a woman with a blue top.	Two people are next to each other.	0	Two people are not next to each other.	2	negation
1987	A man touching a hanging strand of lamps.	A man is reaching out to a strand of lamps.	0	A man is not reaching out to a strand of lamps.	2	negation
1988	An older man in a printed shirt, smoking on a busy street.	A man is smoking on a street.	0	A man is not smoking on a street.	2	negation
1989	A boy scout with a red cap is looking through a telescope	There is a boy and a telescope.	0	There is no boy and a telescope.	2	negation
1990	People sitting on benches in a public area.	There are people sitting on benches outdoors.	0	There are no people sitting on benches outdoors.	2	negation
1991	A boy in a red shirt is squatting in front of a circle of stones with a pot in the middle.	A boy sits in front of stones.	0	A boy doesn't sit in front of stones.	2	negation
1992	A group of soldiers march in a parade.	A group of people march in a parade.	0	A group of people don't march in a parade.	2	negation
1993	Two men stand in a lift as four others, all dressed in black and bright yellow stripes, look up on them.	Six men dressed in black and yellow uniforms are standing in a gymnasium.	0	Six men dressed in black and yellow uniforms are not standing in a gymnasium.	2	negation
1994	A woman in a black and white shirt is sitting in a chair with an animated expression on her face.	A woman in a shirt is sitting in a chair with an animated expression on her face.	0	A woman in a shirt is not sitting in a chair with an animated expression on her face.	2	negation
1995	Two people sitting on the sand.	There are two people sitting down.	0	There are no two people sitting down.	2	negation
1996	a child playing with two brooms in front of a pine tree with lights on it.	a child plays with two brooms outside	0	A child doesn't play with two brooms outside	2	negation
1997	A dog jumping into the air.	There is an animal jumping.	0	There is no animal jumping.	2	negation
1998	A boy and a girl sit at a black table, while a second boy sits near them on a windowsill.	There are boys and girls sitting at a table	0	There are no boys and girls sitting at a table	2	negation
1999	A group of people on the bark, brightly lighten street, while one man with a gray hat holds a large colorful sign with arrows.	The people are walking down the street.	0	The people are not walking down the street.	2	negation
2000	An older, barefoot boy is talking to a younger, shirtless boy in flip flips in the middle of the street.	Two boys are talking in the middle of a street.	0	Two boys are not talking in the middle of a street.	2	negation
2001	One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.	One person kneels in front of a plastic bucket..	0	One person doesn't kneel in front of a plastic bucket.	2	negation
2002	Bubbles surround a statue in the middle of a street.	A statue is in the middle of the street.	0	A statue is not in the middle of the street.	2	negation
2003	Bubbles surround a statue in the middle of a street.	There are bubbles around the statue.	0	There are no bubbles around the statue.	2	negation
2004	A kneeling man bends his ear to listen on another in front of a guitar and audio equipment.	Two men are near audio equipment.	0	Two men are not near audio equipment.	2	negation
2005	A girl with black pants on is lowering a camera onto the running track.	A camera is being lowered onto a running track by a girl in black pants	0	A camera is not being lowered onto a running track by a girl in black pants	2	negation
2006	A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road.	A man is riding a motorcyle.	0	A man is not riding a motorcycle.	2	negation
2007	A snowboarder making a big jump doing a trick on a high mountain.	A snowbaorder performs a trick jump.	0	A snowboarder doesn't perform a trick jump.	2	negation
2008	A woman wearing a yellow tank top and white pants looking into a window on a city street.	A woman wearing a tank top and pants looks through some glass.	0	A woman wearing a tank top and pants doesn't look through some glass.	2	negation
2009	A man with ski poles and a large camping backpack treks through the snow.	A man is trekking through the snow with ski poles.	0	A man is not trekking through the snow with ski poles.	2	negation
2010	A man wearing white turns to hit a yellow tennis ball.	Someone takes a swing at a ball.	0	Someone doesn't take a swing at a ball.	2	negation
2011	there are 5 people on a stage without their face showing behind a red curtain	People are standing on stage.	0	People are not standing on stage.	2	negation
2012	A team of men, three in red shirts and two others in baseball jerseys, re-surface a baseball diamond with specialized tools.	A grounds crew maintain a park.	0	A grounds crew don't maintain a park.	2	negation
2013	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits outside by a table	0	A man doesn't sit outside by a table	2	negation
2014	A man visiting a friend in the hospital.	A man in a hospital receives a visiting friend.	0	A man in a hospital doesn't receive a visiting friend.	2	negation
2015	An older white woman makes cupcakes in her kitchen.	An old woman is in a kitchen.	0	An old woman is not in a kitchen.	2	negation
