index	premise	hypothesis	label	hypothesis_paraphrase
3619	A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.	A pitcher is playing baseball	0	Baseball is being played by a pitcher.
3620	Children playing a video game together.	The children are having fun together.	1	The kids are having a good time together.
3621	There are children playing in the snow and one of them is making a snowball.	Two children fight over the remote.	2	Two kids squabble over the remote.
3622	There are children playing in the snow and one of them is making a snowball.	Children play in the snow.	0	Children have fun in the snow.
3623	There are children playing in the snow and one of them is making a snowball.	Two brothers have a snowball fight.	1	A snowball fight between two brothers.
3624	A man in an orange jacket reaches under a busted up blue car on wooden supports.	A man reaches into a boat.	2	A man dips his hand into a boat.
3625	A man laughing while at a restaurant.	A man laughing while at a restaurant eating.	1	A man laughs while eating at a restaurant.
3626	People sitting on benches in a public area.	There are people standing by benches in public.	2	In public, there are people standing near benches.
3627	People sitting on benches in a public area.	There are people sitting on benches outdoors.	0	People are sitting on benches outside.
3629	A group of women around a table to fabric.	The women are break dancing at the club.	2	At the club, the women are breakdancing.
3630	A young man in an orange shirt, maneuvers a skateboard at the top of a ramp.	A person rides a skateboard.	0	A person is skating on a skateboard.
3631	A boy is running in a spinning metal tunnel in the playground.	He can carry the tunnel home.	2	He'll be able to transport the tunnel home.
3632	Cityscape with four men on bikes serving as the focal point of picture.	Local robbers escape after stealing an otter	2	After stealing an otter, a group of local robbers flee.
3633	Cityscape with four men on bikes serving as the focal point of picture.	Bike rental as low as 9.99 an hour.	1	Bike rentals start at $9.99 per hour.
3634	A man and a boy behind the wheel of a car.	The little boy and the man sit behind the car's steering wheel.	0	The little boy and the man are seated behind the wheel of the car.
3635	A man on a bicycle rides past a park, with a group of people in the background.	A guy rides past the park.	0	A man rides his bike past the park.
3636	A man on a bicycle rides past a park, with a group of people in the background.	A guy misses the park and passes by it.	1	A man misses the park and drives right past it.
3637	Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.	The four men are playing hockey.	2	The four men are ice hockey players.
3638	An adventurous man navigates through the jungle with a long stick.	A man takes his daughter out for ice cream.	2	A father takes his daughter to get ice cream.
3639	An adventurous man navigates through the jungle with a long stick.	There is a person outside.	0	There is someone outside.
3640	A young girl wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.	A girl wearing a dress looks off a cliff.	2	A young woman in a dress stands on the edge of a cliff.
3641	A younger man dressed in tribal attire.	A young man wheres tribal clothes for a ceremony.	1	A young man dresses in tribal garb for a ceremony.
3642	A younger man dressed in tribal attire.	A young man wears clothing.	0	A young man is dressed.
3644	An old man in a plaid shirt and blue pants is looking in a telescope on a sunny day.	A old man in a plaid shirt buys apples at the market.	2	At the market, an elderly man in a plaid shirt purchases apples.
3645	An Asian man is praying at a Buddhist temple.	The man is making noise and bothering others.	2	The man is making a nuisance of himself and others.
3646	An Asian man is praying at a Buddhist temple.	The man has been Buddhist his whole life.	1	He has been a Buddhist his entire life.
3647	A band performing at a local bar or club.	The band is playing rock music	1	The band performs rock music.
3648	Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.	Two people are climbing something.	0	Something is being climbed by two people.
3649	A boy in shorts doing a skateboard trick.	a boy skateboarding in the summer on a street	1	a young boy skateboarding on a summer street
3650	Very young boy is standing outside near a water fountain that is built into the ground and is squirting water.	The young boy is standing inside.	2	Inside, a young boy is standing.
3651	Very young boy is standing outside near a water fountain that is built into the ground and is squirting water.	The boy is standing near a water fountain.	0	The youngster is standing next to a water fountain.
3652	The white dog runs across the snow.	The dog was indoors by the fire.	2	The dog was inside, near the fire.
3653	Man in casual dark shirt and pants and hat dances with curly-haired blond woman in short red dress and red high heels	Dancing is going on a room.	0	A room is being danced in.
3654	Man in casual dark shirt and pants and hat dances with curly-haired blond woman in short red dress and red high heels	Dancing is going on in a big room.	1	A large room is filled with people dancing.
3655	A man wearing a black jacket stands next to a body of water.	A person is outside near some water.	0	A person is standing near some water outside.
3656	Two guys playing soccer, one in red and the other in blue.	The men are playing field hockey.	2	The men are engaged in a game of field hockey.
3657	Two guys playing soccer, one in red and the other in blue.	The men are playing soccer.	0	The men are engaged in soccer.
3658	A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.	A grandmother is standing in front of a bus with violets decorated all over it.	1	A grandmother stands in front of a bus that is covered in violets.
3659	A child on a swing.	The child is playing with friends on the swing.	1	On the swing, the child is having fun with his or her friends.
3660	Two men are fixing the side of an old brick building.	People painting in a house.	2	People are painting inside a house.
3661	A brown dog sniffing at the fence of a brown bull.	A cute dog was chasing the cat through they alley.	2	A cute dog chased the cat down the alley.
3662	A brown dog sniffing at the fence of a brown bull.	A dog was sniffing his food before eating it.	2	Before eating his food, a dog sniffed it.
3663	A person sitting on the corner, wrapped in a blanket in front of a metal door.	The person is wrapped in a straightjacket.	2	The individual is restrained by a straightjacket.
3664	Three people are making transactions at an automated teller machine.	There are people watching TV inside.	2	Inside, people are watching television.
3665	3 women run in a marathon with the crowd in the background, one with the label Galina and another the label Inga, and the 3rd running close behind them in blue.	Galina is winning the race.	1	Galina has won the race.
3666	3 women run in a marathon with the crowd in the background, one with the label Galina and another the label Inga, and the 3rd running close behind them in blue.	There are no women running.	2	There are no female runners.
3667	A man holding a picture of a small dog is painting a small dog in near life size on a white canvas.	The man holding the painting was watching tv	2	The man who was holding the painting was watching television.
3668	A man walks along with a can of soda in his hand.	A person walks along with a can of soda in his hand.	0	A man walks down the street, holding a can of soda.
3669	A man walks along with a can of soda in his hand.	A sad man walks along with a can of soda in his hand.	1	A depressed man walks down the street, holding a can of soda.
3670	A couple of females are talking to each other while one is flicking her cigarette.	Neither one of them enjoy smoking.	2	Neither of them likes to smoke.
3671	A surfer is riding a wave in a large body of water.	This is his first wave of the day.	1	This is the first wave of the day for him.
3672	A surfer is riding a wave in a large body of water.	The surfer is skateboarding.	2	The surfer is on his skateboard.
3673	A surfer on a wave.	A surfer competing at a competition.	1	A surfer taking part in a competition.
3674	A surfer on a wave.	A surfer catching a swell.	0	A surfer riding the swell.
3675	A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.	The woman is eating dinner at a restaurant.	2	At a restaurant, the woman is having dinner.
3676	A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.	A girl is making scrambled eggs.	2	A young lady is preparing scrambled eggs.
3677	A bicyclist wearing white sunglasses and a white and black helmet.	A tall human wearing glasses	1	A tall man with glasses
3678	A cyclist dressed in black and white is pointing.	A cyclist dressed in black and white points.	0	A cyclist in black and white polka dots.
3679	A local street in an Arabic country where there is a market selling Coca-Cola.	A market is selling soft drinks in an Arabic country.	0	In an Arabic country, a market sells soft drinks.
3680	Cheerleaders in blue performing on a football field underneath a yellow football goal post.	A group of girls shake pom poms.	1	Pom poms are shaken by a group of girls.
3681	Cheerleaders in blue performing on a football field underneath a yellow football goal post.	A group of people dance outdoors.	0	A group of people dances in the open air.
3682	A man sits writing at a table set up on a sidewalk.	The man is looking to sell things.	1	The man is trying to sell something.
3683	A group of people look to the side and a boy starts to run.	The boy was caught stealing.	1	The thief was apprehended.
3684	A girl in a blue leotard hula hoops on a stage with balloon shapes in the background.	A girl is on a bus going to get her groceries	2	A young woman boards a bus bound for the grocery store.
3694	A woman in a black outfit lies face first on a yoga mat; several paintings are hanged on the wall, and the sun shines through a large window near her.	An artist relaxes in her studio.	1	In her studio, an artist unwinds.
3695	A man with a beard is playing an acoustic guitar on the street.	A man plays guitar outside.	0	Outside, a man is strumming a guitar.
3696	Players from two opposing teams wearing colorful cleats struggle to gain control over a ball on an AstroTurf field.	They struggle to gain control over a ball.	0	They have difficulty gaining control of a ball.
3697	Two dogs, the gray poodle high in the air, play on the grass.	The animals are playing catch.	1	The animals are having a game of catch.
3698	A girl laying on the ground on her cellphone.	a boy on his cellphone standing on ground	2	a young man holding his cellphone while standing on the ground
3699	A man is renovating a room.	A man is laying outside in the grass.	2	A man is lying in the grass outside.
3700	A group of mountain climbers rests at the summit.	A group of climbers takes a break.	0	A group of climbers pauses for a moment.
3701	A group of mountain climbers rests at the summit.	A scuba diver runs out of air.	2	A scuba diver is about to run out of air.
3702	A boy wearing jeans, standing on rocks in a river and throwing a stone.	A boy with no shirt on throws rocks.	1	A bare-chested boy throws rocks.
3703	A boy wearing jeans, standing on rocks in a river and throwing a stone.	A boy is at a baseball game.	2	A young boy is watching a baseball game.
3704	A man in dress pants and a blue dress shirt is walking in the shadows of nature.	a man walking around in nature	0	a man strolling through the woods
3705	Two female martial artists demonstrate a kick for an audience.	Two martial artists demonstrate moves for the audience.	0	Two martial artists perform moves in front of the audience.
3706	Two men are sitting in a restaurant while one of them holds a piece of paper up to the camera.	Two men are sitting watching a movie.	2	Two men are sitting in front of a television, watching a movie.
3707	Two men are sitting in a restaurant while one of them holds a piece of paper up to the camera.	He takes a photo of the piece of paper.	0	He photographs the piece of paper.
3708	A man wearing a white shirt and a hat, riding his bike, makes an obscene gesture to the photographer	The man on a bike was rude to the photographer.	0	The photographer was treated rudely by a man on a bike.
3709	A man wearing a white shirt and a hat, riding his bike, makes an obscene gesture to the photographer	The photographer has angered that bike rider somehow.	1	Somehow, the photographer has enraged the bike rider.
3710	A person is sitting in front of a graffiti covered wall.	A person is sitting outside	1	Someone is sitting outside.
3711	A person is sitting in front of a graffiti covered wall.	A person is laying at home	2	Someone is resting at home.
3712	A man cooking over high flames.	A person is preparing some food.	0	Someone is preparing food.
3713	A man cooking with fire in like 5 pots at the same time!	A man is cooking with a lot of pots.	0	A man is preparing food in a large number of pots.
3714	A man cooking with fire in like 5 pots at the same time!	A man is cooking dinner for his family in a bunch of pots.	1	In a slew of pots, a man prepares dinner for his family.
3715	a group of construction workers busy refinishing a subway station.	A group of workers on their lunch break.	2	A group of employees taking a lunch break.
3716	a group of construction workers busy refinishing a subway station.	A team of construction workers are hurrying to get back on schedule.	1	A group of construction workers is rushing to get back on track.
3717	a group of construction workers busy refinishing a subway station.	A construction team working in a subway station.	0	A building crew at work in a subway station.
3718	A man on a skateboard performs a trick in the air against the backdrop of a bright blue sky.	A man is a good skateboarder	1	A man is an excellent skateboarder.
3719	A man on a skateboard performs a trick in the air against the backdrop of a bright blue sky.	A man is riding a skateboard	0	A man is skating on a skateboard.
3720	Two people are playing wiffle ball in a suburban area.	Two men are playing basketball.	2	Two men are engaged in basketball.
3721	Two people playing badminton.	Two people playing basketball outside.	2	Outside, two people are playing basketball.
3723	Two women wearing ballerina attire are conversing with one another.	Two football players are talking.	2	Two football players are having a conversation.
3724	Two women wearing ballerina attire are conversing with one another.	Two ballerina are talking.	0	Two ballerinas are conversing.
3725	A person in a red shirt and black pants hunched over.	A person wears a red shirt.	0	A person is dressed in a red shirt.
3726	A person in a red shirt and black pants hunched over.	The person is wearing a green shirt.	2	The individual is dressed in a green shirt.
3727	This child is on the library steps.	The child is on the steps.	0	The child is standing on the stairwell.
3728	The tattooed basketball player is about to dunk the ball.	The man is playing football..	2	The man is engaged in football.
3729	The tattooed basketball player is about to dunk the ball.	The person is playing basketball.	0	The individual is engaged in basketball.
3730	"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."""	The group of people aren't inide of the building.	0	The people in the group are not inside the building.
3731	"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."""	The people are sitting in the hotel lobby.	2	The guests are seated in the hotel lobby.
3734	The girls walk down the street.	Girls were going to the park.	1	The girls were on their way to the park.
3735	A man wearing a brown shirt and backpack is pushing a stroller while a small toddler is walking along aside him on a rain-covered street.	People are walking on a wet street.	0	People are walking down a puddle-filled street.
3736	Two men in hard hats sawing a plank of wood.	Two workers cutting down a board to make it fit in a housing project.	1	Two workers are sawing down a board to fit it into a housing project.
3739	People standing in front of a gray building with a sign that reads' Tickets Available Here'.	The people are inside the classroom.	2	The students are seated in the classroom.
3740	A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.	there are people wrestling	0	There are people who are fighting.
3741	A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.	the people are relaxing in their livingrooms	2	People are unwinding in their living rooms.
3742	Two workers in green uniforms are standing in an alleyway.	The workers are wearing black.	2	The employees are dressed in all black.
3743	A man wearing protective gear grinds down a large metal object.	The man is using a grinder wearing red protective gear.	1	The man is wearing red protective gear as he works with a grinder.
3744	A man wearing protective gear grinds down a large metal object.	The man does not have any gear on.	2	The man is dressed casually.
3747	A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.	There are some people on a road.	0	Some people are walking down the street.
3748	In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.	Both of them are illiterate.	2	They are both illiterate.
3749	lady in black skirt is getting excited.	A lady is sad after the tragedy.	2	After the tragedy, a lady is depressed.
3750	A shirt booth with a man printing a shirt.	The man is printing a shirt.	0	The man is putting the finishing touches on a shirt.
3751	A shirt booth with a man printing a shirt.	The shirt is blue with black lettering.	1	Blue with black lettering on a blue shirt
3752	A shirt booth with a man printing a shirt.	The man is printing some pants.	2	The man is in the process of printing some pants.
3753	A young woman is about to descend the stairs into a metro station.	A young lady is outside the train station	0	A young lady is standing in front of the train station.
3754	Three people hiking up a mountain with a river and other mountains in the background.	Three friends hiking the Appalachain Trail.	1	Three hiking buddies on the Appalachain Trail.
3755	A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.	The middle-aged woman is heading home.	1	The woman in her forties is on her way home.
3756	A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.	The middle aged woman is at home knitting.	2	The middle-aged woman is knitting at home.
3757	A kid with his face painted is at the top of a concrete structure with asterisks carved inside.	His face is painted to look like a tiger.	1	His face has been painted to resemble a tiger.
3758	A kid with his face painted is at the top of a concrete structure with asterisks carved inside.	The kid is laying in a pool.	2	The child is lying in a swimming pool.
3759	A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd	A man in black takes a picture of a fountain.	1	A man dressed in black photographs a fountain.
3760	Several women are playing volleyball.	A bunch of women are playing volleyball	0	A group of female volleyball players
3761	Two women's volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches.	volleyball match is in progress between ladies	0	A volleyball match between two females is currently underway.
3762	A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A mother and her son ride bikes with others down a street.	1	A mother and her son ride their bikes down a street with other people.
3763	A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people are changing a bike tire.	2	A group of people is changing the tire on a bicycle.
3764	People are riding bicycles in the street, and they are all wearing helmets.	A group of friends are biking through a street, all wearing their helmets	1	A group of friends are riding their bikes down a street while wearing helmets.
3765	A group of people are camping out on some rocks.	People are spending a day at the beach.	1	People are having a good time at the beach.
3766	A group of people are camping out on some rocks.	People rest while climbing a mountain.	1	People take a break while climbing a mountain.
3767	A smiling girl walking and a frowning girl with a phone.	A smiling boy walking and a frowning girl with a phone.	2	A happy boy walking alongside a frowning girl holding a phone.
3768	A smiling girl walking and a frowning girl with a phone.	A smiling girl walking and a frowning girl with a cellphone.	0	A happy girl walking alongside a frowning girl holding a cellphone.
3769	A short-haired man is jumping while on top of a huge boulder.	The man is sitting down on the rock.	2	The man has taken a seat on the rock.
3771	A man in a black hat, standing on the street while playing an electric guitar and singing.	A man is playing a guitar outside.	0	Outside, a man is strumming a guitar.
3772	A guy gettin lots of air on a skateboard at a skatepark	A guy riding a skateboard.	0	A man on a skateboard.
3775	Fans are dressed in green and yellow for a major sporting event.	There are fans at a sporting event.	0	At a sporting event, there are spectators.
3776	A chef is cutting a piece of fish with a chefs knife.	The chef is at home, fast asleep.	2	The chef has returned home and is fast asleep.
3777	A chef is cutting a piece of fish with a chefs knife.	The chef is preparing sushi.	1	Sushi is being prepared by the chef.
3778	A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.	the crowd is on planet mars	2	The crowd has arrived on Mars.
3779	A female guitarist is playing on stage.	The woman is doing a solo piece at church.	1	At church, the woman is performing a solo piece.
3780	A black man in a blue suit is talking on a cellphone while smoking.	The man is talking to his friend on the phone	1	The man is on the phone with a friend.
3781	Several people in blue scrubs and one in a skirt and black blouse.	There are people wearing scrubs.	0	There are people dressed in scrubs.
3782	Several people in blue scrubs and one in a skirt and black blouse.	There are people at the hospital.	1	People are present at the hospital.
3783	A middle-aged man chef is in a white doorway of a mobile kitchen.	A chef has been fired and sits at home with a handle of whiskey.	2	A chef has been fired and is sitting at home with a glass of whiskey in his hand.
3784	A small Asian child rides on the back of a woman who is wearing a hat.	A child and woman are picture.	0	A child and a woman are depicted.
3785	A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.	Two men can not see each other because there is a wall in their way.	2	A wall between two men prevents them from seeing each other.
3786	Man and a woman at the side of a table covered in books.	People near a lot of reading materials.	0	People who live in close proximity to a large number of reading materials.
3787	Man and a woman at the side of a table covered in books.	A couple under a table of goldfish.	2	A couple beneath a goldfish table.
3788	Man and a woman at the side of a table covered in books.	Two people are shielded by paperbacks.	1	Paperbacks are protecting two people.
3789	Four women carrying shoulder bags are walking down a city sidewalk.	Four women are shopping for jewelry.	1	Four ladies are out shopping for jewelry.
3790	The dogs are playing on the bed.	Dogs fighting each other for the chance to sleep on the bed.	1	Dogs squabbling over who gets to sleep on the bed.
3791	The dogs are playing on the bed.	Two cats playing on the bed together.	2	Two cats are having a good time on the bed.
3792	The dogs are playing on the bed.	Dogs playing together inside.	0	Inside, two dogs are playing together.
3793	A woman is observing pictures on a camera.	A women observing a camera	0	A woman looks at a camera.
3794	A woman is observing pictures on a camera.	A women purchasing a new camera from the store.	1	A woman walks into a store and buys a new camera.
3795	A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.	A worker is cleaning up after a fire.	1	After a fire, a worker cleans up.
3796	A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.	A man is riding a motorcycle through a grassy field.	2	A man is riding his motorcycle through a field of grass.
3797	A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.	A man is spraying water on concrete.	0	A man is sprinkling water on the ground.
3798	A man and his son riding bikes down the sidewalk.	the man and his son were watching a parade	2	The father and son were watching a parade.
3799	A man and his son riding bikes down the sidewalk.	a man and a boy were riding bikes through town on the sidewalk	0	A man and a boy were riding their bikes on the sidewalks of town.
3800	A little kid in the middle of a debris field is kicking a soccer ball.	A child is exercising among garbage.	2	A child is playing in the garbage.
3801	A woman in a white shirt inspects a black garment while sitting in a chair at a festival.	A woman checks for a stain on her son's shirt at the festival.	1	At the festival, a woman inspects her son's shirt for stains.
3802	"Three people are sitting at a small table near a screen with the words, ""DEMOS, The Business of Care."""	A trio of humans is sitting.	0	A group of three people is sitting.
3805	A bike is parked against a window to a store called Winter Sport where inside some people sit next to a computer and an older woman stands in the background.	A woman rides her bike away from a store.	2	A woman gets on her bike and rides away from a store.
3806	Men wearing hats walk on the street.	The men having hats on their head.	0	Men with hats on their heads.
3807	Men wearing hats walk on the street.	The men are walking inside the school.	2	The men are making their way through the school.
3808	Men wearing hats walk on the street.	The men are construction workers.	1	The men work in the construction industry.
3809	A few people are sitting inside of a building with lots of photography on the walls.	The people are viewing a new art exhibit.	1	A new art exhibit is being viewed by the public.
3810	Two workers, one in a ditch and one standing on the ground, are working in front of a house.	The workers are working infront of the house	0	Workers are hard at work in front of the house.
3811	Two workers, one in a ditch and one standing on the ground, are working in front of a house.	The workers are standing on the ground	0	Workers are squatting on the ground.
3812	"A man in khakis sitting at a table with a sign that reads ""poet for hire."""	The guy is looking for a job.	1	The man is looking for work.
3813	People with bags walk along a dirt road in front of a green building.	Homeless people are walking outside.	1	Outside, homeless people are walking.
3814	A balding, heavyset man and a dog are resting beside an ornate monument featuring a greenish statue of a man and a woman.	The man is visiting Gettysburg National Cemetary in Gettysburg PA with his family.	1	The man and his family are visiting Gettysburg National Cemetery in Gettysburg, Pennsylvania.
3815	People seated at long tables all facing the same direction, some writing and some watching.	A family reunion is in progress as relatives sit at tables and write down each other's addresses.	1	A family reunion is taking place, and relatives are sitting at tables, writing down each other's addresses.
3816	Four women competitively rollerskating around an area.	Four women enjoying rollerskating.	1	Four female roller skaters have a good time.
3817	Four women competitively rollerskating around an area.	Women rollerskating around an are	0	Women on roller skates circling an are
3818	Four women competitively rollerskating around an area.	four men are rollerskating.	2	Four men are on roller skates.
3819	A group of cleaners are sweeping up animal feces from the street during a parade or festival.	A group of cleaners after a parade.	0	Following a parade, a group of cleaners.
3820	Three young people are sitting in a room and talking to one another.	There are people watching TV	1	There are people who are watching television.
3821	Three young people are sitting in a room and talking to one another.	Three students are studying for a test	1	Three students are preparing to take a test.
3823	A gymnastics performer is in mid-pose as she completes her jump.	A gymnastics performer is stretching.	2	Stretching is being done by a gymnastics performer.
3824	A gymnastics performer is in mid-pose as she completes her jump.	A gymnast is completing her jump in the finals.	1	In the finals, a gymnast completes her jump.
3825	A worker is preparing fish to be sold at a market.	A person is on a boat fishing.	2	A person is fishing from a boat.
3826	A worker is preparing fish to be sold at a market.	A person is slicing up a fish to sell.	1	Someone is slicing up a fish for sale.
3827	A man with an afro and bandanna playing electric guitar.	the guy with the afro is eating spinach	2	The afro-haired man is eating spinach.
3828	A man wearing a striped shirt has a camera slung over his shoulder.	The photographer is well dressed and carries a camera.	1	The photographer is well-dressed and has a camera with him.
3830	Island native fishermen reeling in their nets after a long day's work.	The men are finishing their day of work.	0	The men are nearing the end of their workday.
3831	Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.	Two teams from rival colleges are in the fourth quarter of a game.	1	A game between two rival college teams is in the fourth quarter.
3832	Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.	Some girls playing basketball.	2	Some female basketball players.
3833	Two people are playing American Football and one of them is trying to stop the other from throwing the ball.	A lineman is trying to tackle the quarterback before he makes the game winning touchdown.	1	A lineman is attempting to bring down the quarterback before he scores the game-winning touchdown.
3834	Two people are playing American Football and one of them is trying to stop the other from throwing the ball.	A game of football is being played.	0	A football game is being played.
3835	A closeup of an older man with glasses speaking.	The man is talking to himself.	1	The man is conversing with himself.
3836	An African-American male youth is riding a green bicycle while other people are looking at pictures on a board.	A boy is riding to the store to get some candy.	1	A young boy is riding his bike to the store to buy some candy.
3837	An African-American male youth is riding a green bicycle while other people are looking at pictures on a board.	A boy is riding his bike outside.	0	Outside, a young boy is riding his bike.
3838	A golden dog bounds across the snow-covered hill.	A golden car bounds across the snow-covered highway.	2	A golden car races across the snowy highway.
3839	A woman in a white bridal dress and ruby red shoes, carrying a white umbrella, stands atop a platform while handing a brochure to a middle-aged female passerby.	This woman is going to get married.	1	This lady is getting married.
3840	A shirtless man with red paint on his torso holding a stick.	A man with no shirt holds a stick.	0	A shirtless man wields a stick.
3841	A shirtless man with red paint on his torso holding a stick.	A rabid sports fan cheers for his team.	1	A devoted sports fan supports his team.
3843	A boy in a yellow shirt running by some birds.	The boy's shirt is orange.	2	Orange is the color of the boy's shirt.
3845	Two men working on farm equipment that is being pulled by two horses.	The equipment is being pulled by sheep.	2	Sheep are pulling the equipment.
3846	Two men working on farm equipment that is being pulled by two horses.	The horses are both brown.	1	Both horses are brown.
3847	Two men working on farm equipment that is being pulled by two horses.	The men are working on farm stuff.	0	The men are doing farm work.
3848	A Skier ski-jumping while two other skiers watch his act.	A skier down the road skiying	2	A skier is skiing down the road.
3849	A Skier ski-jumping while two other skiers watch his act.	A skier teaching others a trick	1	A skier demonstrating a trick to others
3850	A young woman in a bikini looking at something in a glass case.	A naked woman playing piano.	2	A naked woman sits at the piano and plays the piano.
3851	A long dark-haired man sitting on the grass with a guitar in his lap in front of a blue sky.	A man is sitting outdoors.	0	A man is sitting in the open air.
3852	An old man talks to a street performer wearing makeup with a pet monkey.	The man is confined to bed.	2	The man is in a coma and is confined to his bed.
3853	An old man talks to a street performer wearing makeup with a pet monkey.	The man talks to his son the clown.	1	The man converses with his clown son.
3854	An old man talks to a street performer wearing makeup with a pet monkey.	The man talks to the performer.	0	The man converses with the performer.
3855	Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	Some men wearing jackets are looking out over the water and one has earphones in.	0	Some men in jackets are looking out over the water, and one is listening to music through earphones.
3856	Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	The man listening to music is listening to Kanye West.	1	Kanye West is being played by the man who is listening to music.
3857	A person standing next to an old dark building.	A woman running through a sunny field.	2	A woman runs through a bright field.
3858	A person standing next to an old dark building.	A man standing next to a run down building.	1	A man stands next to a dilapidated structure.
3859	Young people and a kid are walking in the forest in a sunny day.	Young people and a kid are walking in the forest.	0	A group of young people and a child are walking through the woods.
3861	A man in a coat with a briefcase walks down a street next to the bus lane.	A person in a coat with a briefcase walks down a street next to the bus lane.	0	A man in a coat and a briefcase walks down a street near the bus stop.
3862	A group of men and women are sitting at a table eating and drinking.	A group of people eating and drinking.	0	A gathering of people who are eating and drinking.
3864	Man in blue shirt yells and points off-camera while a man in a blue shirt and baseball cap watches.	The yelling man is wearing a white shirt.	2	The man yelling is dressed in a white shirt.
3865	A man is standing on his tip toes in front of two people sitting in the car.	A man missing his legs sits in a wheelchair.	2	A man in a wheelchair is missing both of his legs.
3866	A group of firemen and officials prepare to turn a car right side after a crash.	Some firemen are putting out a fire.	2	A fire is being extinguished by some firefighters.
3867	A woman in an apron is looking for bread.	A woman is looking for bread in her kitchen cupboards.	1	A woman searches her kitchen cabinets for bread.
3868	A woman in an apron is looking for bread.	A woman is wearing an apron.	0	An apron is worn by a woman.
3869	A girl in a pink sundress pushes a scooter past a row of orange construction barrels.	A boy is pushing the scooter.	2	The scooter is being pushed by a young boy.
3870	Children play on a sidewalk with dolls and chalk.	kids playing at a park outside	1	Outside, children are playing in a park.
3871	Boy wearing red hat, blue jacket pushing plow in snow.	The boy is surrounded by snow	0	The boy is engulfed in snow.
3872	Boy wearing red hat, blue jacket pushing plow in snow.	The boy pushes as hard as he can	1	The youngster pushes himself as hard as he can.
3873	Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air.	Six people have an absolutely normal poker game.	2	Six people are playing a standard poker game.
3874	Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air.	Five men are kneeling, while another man puts his hands into the air.	0	Five men are on their knees, while another man raises his hands in the air.
3875	Man with black shirt and sunglasses makes something out of a balloon.	A man makes something from a balloon.	0	A man creates something out of a balloon.
3876	Man with black shirt and sunglasses makes something out of a balloon.	A clown makes balloon animals.	1	Balloon animals are created by a clown.
3877	this Man, with a Red& White Shirt has Water Bottles on this White Truck.	the guy has bottles on the truck	0	The driver has bottles on his truck.
3878	this Man, with a Red& White Shirt has Water Bottles on this White Truck.	the guy has bottles on the truck for me	1	The driver has bottles for me on his truck.
3879	this Man, with a Red& White Shirt has Water Bottles on this White Truck.	the cat jumps in the water	2	The cat dives into the water.
3880	In a snowy residential environment, a man with a brown jacket and gray mustache and beard places a hand on a felled log while another man in a blue shirt is blurry on the right side of the photo.	The men have put out a fire.	2	A fire has been extinguished by the men.
3881	In a snowy residential environment, a man with a brown jacket and gray mustache and beard places a hand on a felled log while another man in a blue shirt is blurry on the right side of the photo.	The men felled the log in a snowy area.	0	The log was felled in a snowy area by the men.
3882	A group of students are walking through the campus.	A group of people are walking together	0	A group of people is strolling together.
3883	A group of students are walking through the campus.	A group of people sit at home	2	A group of people are sitting at home.
3884	Three men in orange suits are doing street repairs at night.	Three men are doing repairs.	0	Three men are working on the repairs.
3885	A man wearing an oxford shirt, sunglasses, and a hat smirks.	A man hiding his true identity.	1	A man who is concealing his true identity.
