index	text	text_paraphrase	label
503	Defending champion France surged into the Fed Cup final, completing a 5-0 sweep of Spain on Thursday behind singles victories by Nathalie Dechy and Tatiana Golovin.	Defending champion France advanced to the Fed Cup final with a 5-0 victory over Spain on Thursday, led by singles victories by Nathalie Dechy and Tatiana Golovin.	1
504	Canadian Press - OTTAWA (CP) - A group which advocates legalized marijuana says a new poll shows federal pot policies are out of touch with public opinion.	Canadian Press - OTTAWA (CP) - A marijuana-legalization advocacy group claims that a new poll shows that federal marijuana policies are out of step with public opinion.	0
505	More than one billion children around the world face a brutal existence because of poverty, war and Aids, the UN children #39;s agency reports.	According to the UN Children's Agency, more than one billion children worldwide face a harsh existence as a result of poverty, war, and Aids.	0
506	AP - The Florida Keys, already dealing with invasive exotics from melaleuca to iguanas, have added another to the list of unwanted newcomers: the African Gambian pouch rat.	The Florida Keys, which are already dealing with invasive exotics like melaleuca and iguanas, have added an African Gambian pouch rat to the list of unwanted newcomers.	3
507	PalmSource today promised a Linux version of its operating system, together with a cut-down offering for use in budget mobiles, after buying mobile phone developer China Mobilesoft.	After acquiring mobile phone developer China Mobilesoft, PalmSource today promised a Linux version of its operating system as well as a scaled-down offering for use in low-cost handsets.	3
508	Two researchers say they #39;ve discovered a pattern of tremors deep beneath the San Andreas Fault that someday may yield clues into unlocking the mysteries of California earthquakes.	Two researchers claim to have discovered a pattern of tremors deep beneath the San Andreas Fault that could one day provide answers to the mysteries of California earthquakes.	3
509	While the recent flurry of record oil prices may be temporary, government analysts said Thursday that \$30-a-barrel oil should be expected for decades to come.	While the recent surge in record oil prices may be short-lived, government analysts said Thursday that $30-per-barrel oil should be expected for decades.	2
510	Britain #39;s biggest airport operator BAA posted a 16 percent jump in first-half earnings on Tuesday, meeting expectations as cheap airfares and stronger economies drove up passenger numbers.	BAA, the largest airport operator in the United Kingdom, reported a 16 percent increase in first-half earnings on Tuesday, meeting expectations as low airfares and stronger economies drove up passenger numbers.	2
511	Sri Lanka #39;s Kumar Sangakkara has been fined 30 of his match fee for showing dissent during the fourth day of the second Test against Pakistan in Karachi.	Kumar Sangakkara of Sri Lanka was fined 30 percent of his match fee for dissent on the fourth day of the second Test against Pakistan in Karachi.	1
512	Chelsea and Inter Milan have advanced to the next round of the Champions League, while AC Milan and Barcelona look certain to join them.	Chelsea and Inter Milan have advanced to the next round of the Champions League, and AC Milan and Barcelona appear to be on their way there as well.	1
513	Oil prices jumped above \$50 a barrel this morning, supported by US election tallies projecting a slim lead for President George W Bush.	Oil prices rose above $50 per barrel this morning, boosted by US election results showing President George W Bush with a slim lead.	2
514	Interpublic Group of Cos., the world #39;s third-largest ad conglomerate, said Wednesday that third-quarter losses widened significantly on increased charges as well as greater salary and severance costs.	Interpublic Group of Companies, the world's third-largest ad conglomerate, reported Wednesday that third-quarter losses increased significantly due to increased charges as well as higher salary and severance costs.	2
515	The Boeing Co. is planning to add live television to its Connexion by Boeing service during 2005, a company executive said in a recent interview.	According to a recent interview with a company executive, the Boeing Co. plans to add live television to its Connexion by Boeing service in 2005.	3
516	DRUGS group AstraZeneca today suffered a massive setback after tests showed its blockbuster Iressa cancer treatment did not allow patients to live longer.	AstraZeneca, the pharmaceutical company, suffered a massive setback today after tests revealed that its blockbuster Iressa cancer treatment did not extend patients' lives.	2
517	US consumer prices rose modestly in November as a surge in energy costs a month earlier moderated, the Labor Department said on Friday.	The Labor Department reported on Friday that consumer prices in the United States rose modestly in November, as an increase in energy costs a month earlier moderated.	2
518	This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.	This week saw three mergers worth approximately $60 billion, including the largest software merger in history.	3
519	AP - If Simon Rosenberg decides to run for Democratic Party chairman, he won't be able to count on much support from Iowa and New Hampshire.	If Simon Rosenberg decides to run for Democratic Party chairman, he won't have much support in Iowa or New Hampshire.	0
523	Mumbai: Singapore Technologies Telemedia and TM International have announced that their consortium has signed definitive agreements for the acquisition of 47.7 per cent stake in Idea Cellular.	Singapore Technologies Telemedia and TM International have announced the signing of definitive agreements for the acquisition of a 47.7 percent stake in Idea Cellular by their consortium.	2
524	Vitali Klitschko proved too strong for Danny Williams as he retained his world championship crown in Las Vegas last night. Williams vowed to continue boxing despite being outclassed by Klitschko.	Vitali Klitschko defeated Danny Williams to retain his world championship title last night in Las Vegas. Williams vowed to continue boxing despite being outclassed by Klitschko.	1
526	Description: In Cambodia, Norodom Sihamoni who accedes to the throne with an elaborate coronation, following the abdication of his father King Norodom Sihanouk.	Following the abdication of his father, King Norodom Sihanouk, Norodom Sihamoni ascends to the throne of Cambodia with an elaborate coronation.	0
527	A Danish group has caused controversy in Colombia by publicly donating money to the country #39;s largest Marxist guerrilla organization.	A Danish organisation has sparked outrage in Colombia by publicly donating funds to the country's largest Marxist guerrilla organisation.	0
528	Photographs and radar surveys from the Cassini spacecraft #39;s Tuesday-night flyby of Saturn #39;s mysterious moon Titan are raising more questions than they #39;re answering, say NASA scientists.	According to NASA scientists, photographs and radar surveys from the Cassini spacecraft's Tuesday-night flyby of Saturn's mysterious moon Titan raise more questions than they answer.	3
529	GLASGOW - Scotland #39;s Scott Harrison successfully defended his WBO featherweight title for a fifth time with a farcical first-round stoppage of Swedish-based Ethiopian Samuel Kebede on Saturday.	GLASGOW – Scott Harrison of Scotland successfully defended his WBO featherweight title for the fifth time on Saturday with a farcical first-round stoppage of Swedish-based Ethiopian Samuel Kebede.	1
531	Fashion models replaced traditional ball boys in the biggest surprise Monday at the Madrid Masters, where expected winners included Albert Costa, Alex Corretja and Luis Horna.	Fashion models took the place of traditional ball boys in the biggest surprise of the Madrid Masters on Monday, where Albert Costa, Alex Corretja, and Luis Horna were expected to win.	1
532	Malcolm Glazer edged closer to triggering a mandatory bid for Manchester United last night by increasing his stake in the club to 27.	Malcolm Glazer increased his stake in Manchester United to 27 percent last night, bringing him one step closer to triggering a mandatory bid for the club.	1
533	The management and labor representatives of the car producer Opel began talks Monday on thecontroversial massive layoffs faced by its workers.	Opel's management and labour representatives began talks Monday on the contentious mass layoffs faced by its workers.	2
534	MADRID: Leggy models as ballgirls won #39;t be a distraction to family man Alex Corretja after the veteran moved into the second round of the Madrid Masters yesterday.	MADRID – Leggy ballgirls will not be a distraction for family man Alex Corretja, who advanced to the second round of the Madrid Masters yesterday.	1
535	SHAQUILLE O #39;Neal shot 7-for-9 and finished with 16 points in his Miami debut yesterday as the Heat took a 100-77 victory against the home side New Jersey Nets.	SHAQUILLE O'NEAL went 7-for-9 from the field and finished with 16 points in his Miami debut yesterday, as the Heat defeated the New Jersey Nets 100-77.	1
537	NASA #39;s Hubble Space Telescope (HST) captured an alignment of three of Jupiter #39;s largest moons: Io, Ganymede, and Callisto.	The Hubble Space Telescope (HST) of NASA captured a rare alignment of three of Jupiter's largest moons: Io, Ganymede, and Callisto.	3
540	French luxury goods company LVMH Moet Hennessy Louis said Wednesday it plans to buy whisky maker Glenmorangie PLC for about 300 million pounds (euro430.	LVMH Moet Hennessy Louis, a French luxury goods company, announced Wednesday that it intends to acquire Glenmorangie PLC for approximately 300 million pounds (euro430 million).	2
541	Arsenal keeper Jens Lehmann was left red-faced in Athens as two costly mistakes ensured that a Champions League victory slipped through his sides fingers again.	Jens Lehmann, the Arsenal goalkeeper, was left red-faced in Athens after two costly errors ensured that his team's Champions League victory slipped through their fingers yet again.	1
542	Twenty-five people were confirmed dead and 43 missing as of 5 am after typhoon Tokage passed through Japan, NHK television said on its Web site.	As of 5 a.m., 25 people had been confirmed dead and 43 were missing following Typhoon Tokage's passage through Japan, according to NHK television's Web site.	0
543	AP - A federal appeals court decided Wednesday that marine mammals have no standing to sue to stop the U.S. Navy from using sonar.	AP - A federal appeals court ruled on Wednesday that marine mammals lack standing to sue the US Navy over its use of sonar.	3
544	CAPE CANAVERAL, Fla. -- A new crew is aboard the International Space Station Wednesday preparing to take over command of the orbiting outpost.	CAPE CANAVERAL, FLORIDA – On Wednesday, a new crew arrived aboard the International Space Station to take command of the orbiting outpost.	3
545	Tom Cavanagh scored two goals, leading Harvard to a 4-1 win over visiting Union last night.	Last night, Harvard defeated visiting Union 4-1 thanks to two goals from Tom Cavanagh.	1
546	Auburn has put together one of the greatest years in school history, claiming a spot in today #39;s Southeastern Conference title game against No.	Auburn has had one of the best seasons in school history, earning a spot in today's Southeastern Conference championship game against No.	1
547	Nationwide protests are set to take place in Germany as cuts in unemployment benefit take effect.	Germany is bracing for nationwide protests as unemployment benefits are reduced.	2
548	ISLAMABAD, Dec 3: Pakistan and India have agreed to an early resumption of rail link between Khokhrapar and Monabao suspended since the 1965 war.	ISLAMABAD, Dec 3 (APP): Pakistan and India have agreed to reopen the rail link between Khokhrapar and Monabao, which has been closed since the 1965 war.	0
549	CHINA #39;S largest manufacturer of personal computers Lenovo Group has confirmed it is in acquisition negotiations with a major information technology company, widely believed to be IBM.	Lenovo Group, China's largest personal computer manufacturer, has confirmed that it is in acquisition talks with a major information technology company, widely assumed to be IBM.	2
555	Eliot Spitzer, fresh from rocking the insurance industry, has now asked the music business to uncover the secrets behind how radio stations decide what records they play.	Eliot Spitzer, who recently shook up the insurance industry, has now asked the music industry to reveal the secrets behind how radio stations choose which records to play.	2
556	Since becoming NC State #39;s head football coach in January of 2000, Chuck Amato has endeavored to change the culture of a program that had rarely flirted with greatness.	Chuck Amato has attempted to change the culture of a programme that has rarely flirted with greatness since taking over as head football coach at NC State in January of 2000.	1
557	MADRID, Spain -- England #39;s Paul Broadhurst, winless in nine years on the European Tour, shot a 6-under-par 65 Friday and took a one-stroke lead midway through the Madrid Open.	MADRID, SPAIN — England's Paul Broadhurst, who hasn't won on the European Tour in nine years, shot a 6-under-par 65 on Friday to take a one-stroke lead in the Madrid Open.	1
558	AP - Mississippi State is looking for another landmark win against Florida.	Mississippi State is looking for another historic victory against Florida, according to the Associated Press.	1
559	The U.S. government's drive for homeland security has produced a boom in antiterror technologies--as well as industry confusion and privacy concerns.	The United States government's push for homeland security has resulted in an explosion of anti-terror technologies, as well as industry confusion and privacy concerns.	3
560	Ofcom is cutting the price BT can charge its rivals for putting their broadband equipment in its exchanges by up to 60.	Ofcom is lowering the price BT can charge competitors for installing broadband equipment in its exchanges by up to 60%.	2
561	AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.	AFP - Traditional fish-and-chips and beloved pub grub continue to outnumber Chinese and Indian takeaways as the dishes of choice for Britons.	0
562	Sean O #39;Keefe resigned as NASA administrator on Monday, saying he is leaving the position he has held for three years to pursue better economic opportunity for his family.	Sean O'Keefe resigned as NASA administrator on Monday, citing a desire to pursue better economic opportunities for his family.	3
563	Germany sends three planes to Sudan's troubled Darfur region to help deploy more African Union troops.	Germany dispatches three planes to Sudan's troubled Darfur region to assist in the deployment of more African Union troops.	0
564	Carmakers BMW and Honda have dropped plans to challenge Formula One #39;s governing body over engine rules for 2006 after deciding that legal action would be bad for motor racing.	BMW and Honda have abandoned plans to sue Formula One's governing body over engine rules for 2006, deciding that legal action would be detrimental to motor racing.	1
568	US stocks rallied Wednesday, boosted by shares of health and defence companies that are seen benefiting from the re-election of President George W. Bush, but higher oil prices checked advances.	US stocks rose on Wednesday, boosted by shares of health and defence companies that are expected to benefit from President George W. Bush's re-election, but gains were capped by higher oil prices.	2
571	The Washington Wizards #39; Brendan Haywood and Larry Hughes could face suspensions for their part in a fight during Monday night #39;s preseason game against the Bulls in Chicago.	Brendan Haywood and Larry Hughes of the Washington Wizards could face suspensions for their roles in a fight during Monday night's preseason game against the Chicago Bulls.	1
572	Unless there #39;s an extenuating circumstance - see the University of Arizona last September - it #39;s generally considered poor form to change football coaches in midseason.	Unless there is an extenuating circumstance - see the University of Arizona last September - changing football coaches in the middle of the season is generally considered bad form.	1
573	AFP - Singapore Telecommunications (SingTel) said it has entered into an agreement with Malaysia's TIME dotCom to link their corporate customers through private leased line circuits.	Singapore Telecommunications (SingTel) announced an agreement with Malaysia's TIME dotCom to connect their corporate customers via private leased line circuits.	3
574	Reuters - U.S. orders for long-lasting durable\goods rose by a smaller-than-expected 0.2 percent in September,\held back by another sharp fall in commercial aircraft,\government data showed on Wednesday.	Reuters - Orders for long-lasting durable goods in the United States increased by a smaller-than-expected 0.2 percent in September, hampered by another sharp drop in commercial aircraft, according to government data released on Wednesday.	2
578	The war of words between Mylan Laboratories Inc. and the company #39;s largest shareholder over Mylan #39;s \$4 billion deal to acquire King Pharmaceuticals Inc.	The spat between Mylan Laboratories Inc. and the company's largest shareholder over Mylan's $4 billion acquisition of King Pharmaceuticals Inc.	2
579	Reuters - Cingular Wireless will cut about 7,000\jobs, or 10 percent of its work force, to cut costs as it\integrates recently purchased AT T Wireless, the company said\on Tuesday.	Reuters - Cingular Wireless said on Tuesday that it will cut about 7,000 jobs, or 10% of its workforce, to cut costs as it integrates recently purchased AT T Wireless.	3
581	Jones Apparel Group said Thursday it struck a deal to acquire Barneys New York Inc., agreeing to pay \$400 million for the upscale clothing retailer #39;s outstanding stock and debt.	Jones Apparel Group announced a deal to buy Barneys New York Inc. on Thursday, agreeing to pay $400 million for the upscale clothing retailer's outstanding stock and debt.	2
582	A company with a middle-brow reputation announced a deal today to buy the singularly trendy clothing chain.	A company with a middle-brow reputation announced today that it has agreed to buy the unusually trendy clothing chain.	2
583	PepsiCo Inc., the world #39;s second-largest carbonated soft-drink maker, reaffirmed its outlook for 2005 Thursday after rival Coca-Cola Co.	PepsiCo Inc., the world's second-largest producer of carbonated soft drinks, reaffirmed its 2005 outlook on Thursday, after rival Coca-Cola Co.	2
585	The figure for homeless families in England has topped 100,000 for the first time.	For the first time, the number of homeless families in England has surpassed 100,000.	0
586	The former presidential candidate and movie actor Fernando Poe Jr. #39;s condition has deteriorated after he suffered a stroke, doctors said Monday.	Doctors said Monday that Fernando Poe Jr., a former presidential candidate and movie actor, has had a stroke and his condition has worsened.	0
587	President Bush #39;s White House conference on the economy is sure to attract some of the nation #39;s political and economic superstars to Washington this week.	President Bush's economic conference at the White House this week is sure to draw some of the nation's political and economic heavyweights.	2
588	JAKARTA (Antara): President Susilo Yudhoyono asked Indonesian diplomats on Monday to help the government improve Indonesia #39;s bad image.	JAKARTA (Antara) – President Susilo Yudhoyono asked Indonesian diplomats on Monday to assist the government in improving the country's image.	2
590	A glitch leaves customers of HSBC bank unable to use its internet services as well as cash machines.	Customers of HSBC bank are unable to use its internet services or cash machines due to a technical issue.	3
591	Fate may hold something of a pre-determined fragmentation for Linux operating systems, like Unix before them, that even standards efforts cannot undo.	Fate, like Unix before it, may have pre-determined fragmentation for Linux operating systems that even standards efforts cannot undo.	3
592	No. 2 Auburn rallies in the second half and defeats rival Alabama, 21-13, Saturday to keep its national championship hopes alive.	No. 2 Auburn rallies in the second half to defeat rival Alabama 21-13 on Saturday, keeping its national title hopes alive.	1
593	AP - LeBron James scored 25 points, Jeff McInnis added a season-high 24 and the Cleveland Cavaliers won their sixth straight, 100-84 over the Charlotte Bobcats on Saturday night.	AP – LeBron James scored 25 points, Jeff McInnis added 24, and the Cleveland Cavaliers defeated the Charlotte Bobcats 100-84 on Saturday night.	1
594	Annika Sorenstam could only manage a level-par 72 on day three of the ADT Tour Championship in Florida but it was enough to maintain a one-stroke lead.	Annika Sorenstam shot a level-par 72 on the third day of the ADT Tour Championship in Florida, but it was enough to keep her one-stroke lead.	1
596	WASHINGTON: The 41st anniversary of President John F Kennedy #39;s assassination passed on November 22 - a lot more quietly than earlier ones.	WASHINGTON – The 41st anniversary of President John F. Kennedy's assassination occurred on November 22 – much more quietly than previous anniversaries.	3
599	Traditionally, the Wednesday before Thanksgiving is the busiest travel day of the year, and the American Automobile Association expected travel this year to hit pre-Sept.	The Wednesday before Thanksgiving has traditionally been the busiest travel day of the year, and the American Automobile Association predicted that travel would peak in early September this year.	2
600	Industry group will offer a free program to help users find and eliminate illegal files.	An industry group will provide a free programme to assist users in locating and removing illegal files.	3
601	The co-founder of Nike Inc. Philip Knight has resigned from his position as chief executive officer, the company said on Thursday.	Nike Inc. co-founder Philip Knight has resigned as the company's chief executive officer, the company announced on Thursday.	2
602	The Bush administration yesterday accused Iran of attempting to develop missiles with nuclear warheads - a charge that could derail the European arms-control agreement struck earlier this week.	The Bush administration accused Iran yesterday of attempting to develop nuclear-capable missiles, a charge that could jeopardise the European arms-control agreement reached earlier this week.	0
603	Using open-source modules instead of commercial alternatives -- even standards-based ones -- could save businesses money.	Using open-source modules instead of commercial alternatives, even if they are standards-based, may save businesses money.	3
604	Top-seeded Roger Federer overcame a second-set lapse and remained unbeaten in the ATP Masters Cup Championships with a victory last night over Carlos Moya.	Top-seeded With a win over Carlos Moya last night, Roger Federer overcame a second-set blip to remain unbeaten in the ATP Masters Cup Championships.	1
605	With Microsoft's new Live Communications Server 2005 due out in December, enterprise IM users and vendors are eyeing new opportunities for more secure messaging in the workplace.	With the release of Microsoft's new Live Communications Server 2005 in December, enterprise IM users and vendors are looking forward to new opportunities for more secure workplace messaging.	3
606	Nine British tourists, two Jordanians and an Egyptian have been killed in a bus accident in southern Jordan, civil defence sources and diplomats say.	According to civil defence and diplomatic sources, nine British tourists, two Jordanians, and one Egyptian were killed in a bus accident in southern Jordan.	0
607	AP - The Earth's last total lunar eclipse for nearly two and a half years didn't disappoint.	The Earth's last total lunar eclipse in nearly two and a half years did not disappoint, according to the Associated Press.	3
608	The warning came during its earnings report and on a day when Shell said it would merge the two entities that make up the company, unifying the boards and management.	The warning came during the company's earnings report and on the same day that Shell announced a merger of the two entities that comprise the company, unifying the boards and management.	2
609	The Boston Red Sox are already thinking about next year, the year after and, above all, how to avoid another eight-and-a-half-decade drought.	The Boston Red Sox are already planning for next season, the year after that, and, most importantly, how to avoid another eight-and-a-half-decade drought.	1
611	No stranger to brash statements, jockey Corey Nakatani has a firm goal for Saturday #39;s Breeders #39; Cup program at Lone Star Park.	Corey Nakatani, no stranger to brash statements, has a clear goal for Saturday's Breeders' Cup programme at Lone Star Park.	1
612	Now that its \$41 billion takeover of AT T Wireless has been completed, Cingular will spend hundreds of millions of dollars in coming weeks on its advertising campaign.	Cingular will spend hundreds of millions of dollars on advertising in the coming weeks, following the completion of its $41 billion acquisition of AT T Wireless.	3
613	Sebastian Sainsbury warned Leeds United chiefs today they face the stark choice of accepting his 25million bid or selling Elland Road.	Sebastian Sainsbury has warned Leeds United's board that they must choose between accepting his 25 million bid and selling Elland Road.	1
614	DANIEL VETTORI spun New Zealand to the brink of a crushing victory over Bangladesh in the second and final Test at the MA Aziz Stadium in Chittagong today.	DANIEL VETTORI guided New Zealand to a crushing victory over Bangladesh in today's second and final Test at Chittagong's MA Aziz Stadium.	1
615	Speculation swirled Thursday over the futures of Fannie Mae #39;s top executives after regulators #39; cited the mortgage giant for accounting violations going back to 2001.	On Thursday, speculation swirled about the fates of Fannie Mae's top executives after regulators cited the mortgage giant for accounting violations dating back to 2001.	2
616	Parma rallied from an early deficit to beat Besiktas 3-2 yesterday and maintain Italy #39;s hopes of winning a UEFA Cup championship it used to dominate.	Parma came back from a 2-0 deficit to beat Besiktas 3-2 yesterday, keeping Italy #39;s hopes of reclaiming the UEFA Cup, which it used to dominate.	1
617	If Gov. Rod Blagojevich #39;s proposal to crack down on violent video game sales sounds familiar, look no further than the man he beat to become Illinois #39; chief executive.	If Gov. Rod Blagojevich's proposal to restrict the sale of violent video games sounds familiar, look no further than the man he defeated to become the governor of Illinois.	3
618	Opener Justin Langer was last out after a glorious innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in Perth on Friday.	Australia totaled 381 on the second morning of the first test against Pakistan in Perth on Friday, led by opener Justin Langer's 191-run innings.	1
619	Consumer prices rose by a mild 0.2 percent in November as costs for gasoline and food products calmed down after posting sharp increases the month before.	Consumer prices rose by a modest 0.2 percent in November, as prices for gasoline and food products moderated after posting sharp increases the previous month.	2
620	Two regulatory agencies have concluded that Fannie Mae cut corners when it came to its accounting, and that has severely damaged its image.	Two regulatory agencies have concluded that Fannie Mae cut corners in its accounting, which has severely harmed its reputation.	2
621	A bill is currently in Uganda's parliament that would strengthen women's rights.	A bill to strengthen women's rights is currently being debated in Uganda's parliament.	0
622	Parmalat, the bankrupt Italian dairy and food company, sued 45 banks on Thursday seeking to recover money it paid to them in the year before the company #39;s collapse.	Parmalat, the bankrupt Italian dairy and food company, filed a lawsuit against 45 banks on Thursday, seeking to recoup money paid to them in the year preceding the company's demise.	2
625	The Bengals were happy to be back on Monday Night Football after a 15 year absence. From gameplan to execution, they looked very good.	After a 15-year absence, the Bengals were delighted to return to Monday Night Football. From gameplan to execution, they looked very good.	1
627	AP - The U.S.-European spacecraft Cassini hurtled Tuesday toward its closest encounter yet with Saturn's giant moon Titan.	The US-European spacecraft Cassini accelerated Tuesday toward its closest encounter yet with Saturn's massive moon Titan.	3
628	AP - Apple Computer Inc. on Tuesday introduced a new larger-capacity iPod with a color display as well as a first-of-its-kind digital compendium of the rock band U2's songs.	AP - Apple Computer Inc. unveiled a new larger-capacity iPod with a colour display on Tuesday, as well as a first-of-its-kind digital collection of songs by the rock band U2.	3
629	Russian President Vladimir Putin has taken part in a live phone-in on Ukrainian TV, just days before the country #39;s presidential election.	Just days before the country's presidential election, Russian President Vladimir Putin took part in a live phone-in on Ukrainian television.	0
631	Australia's IT News reports the findings of a recent survey in which more than 20 percent of company execs said they were considering or recommending offshore outsourcing. Outsourcing Blog	According to the findings of a recent survey, more than 20% of company executives are considering or recommending offshore outsourcing, according to Australia's IT News. Outsourcing Blog	3
633	The buzz over the greatly enlarged museum is expected to turn into a cacophony on Saturday.	On Saturday, the excitement surrounding the greatly expanded museum is expected to erupt into a cacophony.	0
634	A delegation that was paid to watch the Ukraine elections by a lobbyist affiliated with one of the candidates has some saying the move taints the process of promoting democracy.	Some argue that a delegation paid by a lobbyist affiliated with one of the candidates to observe the Ukraine elections taints the process of promoting democracy.	0
636	The New York Times has appointed Michael Oreskes, who directed much of the newspaper #39;s coverage of the Clinton-Lewinsky scandal, to deputy managing editor.	Michael Oreskes, who oversaw much of the New York Times' coverage of the Clinton-Lewinsky scandal, has been named deputy managing editor.	2
637	Reuters - Two Emmy-nominated\reality producers are developing a series about infidelity,\featuring stories of unfaithful spouses who have turned to a\popular online matchmaking service that caters to attached\people seeking extramarital affairs.	Reuters - Two Emmy-nominated reality producers are working on a series about infidelity that will feature stories of unfaithful spouses who have turned to a popular online matchmaking service that caters to attached people looking for extramarital affairs.	3
638	Wholesale prices shot up 1.7 last month, biggest gain in nearly 15 years and well above expectations, as energy costs skyrocketed and food prices surged, a government report said Tuesday.	According to a government report released Tuesday, wholesale prices increased by 1.7 percent last month, the largest increase in nearly 15 years and far exceeding expectations, as energy costs skyrocketed and food prices skyrocketed.	2
639	MAN UNITED #39;S share price has fallen by just over 2.5, less than expected after the resignation of Malcolm Glazer #39;s bankers JP Morgan.	MAN UNITED's share price has dropped by just over 2.5 percent, less than expected following the resignation of Malcolm Glazer's bankers, JP Morgan.	1
640	Spike TV's Video Game Awards Show attracts big-name celebrities and bands but gives the fans the votes.	Spike TV's Video Game Awards Show draws big-name celebrities and bands, but the votes are cast by the fans.	3
641	Hollywood studios launched legal attacks Tuesday on the computer server operators they claim are the technological middlemen making online film theft possible.	Hollywood studios launched legal attacks on computer server operators on Tuesday, claiming that they are the technological middlemen who enable online film theft.	3
642	MINNEAPOLIS - Top-ranked teams aren #39;t solo shows, and star Seimone Augustus sure has plenty of help around her with the LSU Lady Tigers.	MINNEAPOLIS – Top-ranked teams aren't one-man shows, and LSU Lady Tigers star Seimone Augustus has a lot of help around her.	1
643	I appreciated Michael Vaughan #39;s honesty when he said England were complacent after their seven-wicket defeat to South Africa A last week.	I appreciated Michael Vaughan's candour when he stated that England were complacent following their seven-wicket loss to South Africa A last week.	1
644	Newcastle United manager Graeme Souness has made an offer to Rangers for French international centre-back Jean-Alain Boumsong but the Scottish club have rejected his initial offer.	Graeme Souness, manager of Newcastle United, has made an offer to Rangers for French international centre-back Jean-Alain Boumsong, but the Scottish club has rejected it.	1
645	The U.S. dollar fell to another new low against the euro Friday, pushing the European currency higher than \$1.34 after U.S. employment data came in weaker than expected.	The US dollar fell to a new low against the euro on Friday, pushing the European currency above $1.34 after weaker-than-expected US employment data.	2
647	The Russian town of Beslan - scene of a bloody school siege last year - pledges aid for tsunami victims.	Beslan, Russia, which was the site of a bloody school siege last year, has pledged aid to tsunami victims.	0
649	The Division 4 Super Bowl last night featured two teams coming off 180-degree turnarounds.	Last night's Division 4 Super Bowl featured two teams that had completed 180-degree turnarounds.	1
650	MOSCOW Space officials in Russia are joining American officials in talking about the potential consequences of the food shortage aboard the international space station.	MOSCOW Russian space officials have joined American officials in discussing the potential consequences of a food shortage aboard the International Space Station.	3
651	Thomson announced Friday it that it will enter the HD DVD market with a line of players and that it will also manufacture HD DVD and Blu-ray discs.	Thomson announced on Friday that it will enter the HD DVD market with a player line and will also produce HD DVD and Blu-ray discs.	3
653	After almost 60 years of pacifism, Japan today overhauled its defence policy; easing an arms exports ban and singling out North Korea and China as security threats.	After nearly 60 years of pacifism, Japan today reformed its defence policy, relaxing an arms export ban and naming North Korea and China as security threats.	0
654	Buffalo Bills offensive coordinator Tom Clements has emerged on a short list of candidates whom Notre Dame has targeted for its head coaching vacancy.	Tom Clements, the offensive coordinator for the Buffalo Bills, has emerged as a candidate on Notre Dame's short list for its head coaching vacancy.	1
656	Environmental organisation WWF International has warned that the global population is consuming about 20 per cent more natural resources than the planet can produce.	WWF International, an environmental organisation, has warned that the world's population is consuming roughly 20% more natural resources than the planet can produce.	3
657	At Gartner Symposium ITXPO, Microsoft Chief Executive, Steve Ballmer touched on quite a few topics that are targeted towards Microsoft #39;s end consumers.	At the Gartner Symposium ITXPO, Microsoft Chief Executive Steve Ballmer addressed a number of topics aimed at Microsoft's end users.	3
658	HUMAN beings are plundering the earth #39;s resources at an alarming and unsustainable rate, and Australians are among the worst offenders.	HUMAN BEINGS are depleting the planet's resources at an alarming and unsustainable rate, with Australians among the worst offenders.	3
659	The Financial Times claims Nomura, the Japanese bank, is involved in a plan to raise 200m to block a takeover of Man Utd by Malcolm Glazer.	According to the Financial Times, Nomura, a Japanese bank, is involved in a plan to raise $200 million to prevent Malcolm Glazer from taking over Manchester United.	2
661	Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?	Is Rushlimbaugh.com consuming all of the right-wing voters' online time? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?	3
662	The Thai prime minister pledges to set up an independent inquiry into the deaths of 78 Muslim protesters in police custody.	Thai Prime Minister Thaksin Shinawatra has promised to launch an independent investigation into the deaths of 78 Muslim protesters in police custody.	0
665	Miyazaki - Tiger Woods shot a 3-under 67 Sunday to win the Dunlop Phoenix for his first title since February and first victory in Japan.	Tiger Woods won the Dunlop Phoenix with a 3-under 67 on Sunday, his first title since February and his first in Japan.	1
666	The British Army secretly restricted numbers of ethnic recruits, according to official files just released.	According to newly released official files, the British Army secretly limited the number of ethnic recruits.	0
667	Patrick Vieira has fiercely criticised Spain #39;s record in combating racism in football and paid tribute to England #39;s record in acting against it.	Patrick Vieira has harshly criticised Spain's record in combating racism in football while praising England's record in doing so.	1
668	PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records.	PARIS – Nasser al-Kidwa, the nephew of the late Palestinian leader Yasser Arafat, arrived in Paris from Cairo on Sunday to collect a copy of Arafat's medical records.	0
669	The head of Iran #39;s nuclear energy organisation said work would stop at two nuclear facilities in the central cities of Isfahan and Natanz.	The head of Iran's nuclear energy organisation announced that work at two nuclear facilities in the central cities of Isfahan and Natanz would be halted.	0
