index	word	sentence1	sentence2	start1	start2	end1	end2	label
4143	spend	I spend my pocket money in two days.	I spent the time worrying about the future.	2	2	7	7	0
4144	encounter	There was a brief encounter in the hallway.	Their encounter was a matter of chance.	18	6	27	15	1
4145	forbid	The rules forbid smoking.	The rules forbid our smoking.	10	10	16	16	1
4146	catch	Ears open to catch every sound.	Catch a glimpse.	13	0	18	5	1
4147	stick	Stick the corner of the sheet under the mattress.	The friends stuck together through the war.	0	12	5	17	0
4148	electrify	To electrify a limb, or the body.	Electrify an appliance.	3	0	12	9	1
4149	call	Why don't you call me in the morning?	Why don't you call tomorrow?	14	14	18	18	1
4150	wash	The car is so dirty, we need to wash it.	Can you wash away the spots on the windows?	32	8	36	12	1
4151	face	He washed his face.	I wish I had seen the look on his face when he got the news.	14	34	18	38	1
4152	come	Come into the room.	The first success came three days later.	0	18	4	22	0
4153	see	Now I see!	Can you see the bird in that tree?	6	8	9	11	0
4154	light	Magoon's governorship in Cuba was viewed in a negative light by many Cuban historians for years thereafter.	The light of my life.	55	4	60	9	1
4155	right	She is in the right.	"""Certain rights can never be granted to the government but must be kept in the hands of the people"" -- Eleanor Roosevelt."	14	9	19	15	0
4156	sign	Those clouds show little sign of raining soon.	Those clouds show signs of raining soon.	25	18	29	23	1
4157	element	A component or constituent element of a system.	In your element.	27	8	34	15	0
4158	ball	A ball of fire.	A ball of twine.	2	2	6	6	1
4159	start	He awoke with a start.	He woke with a start.	16	15	21	20	1
4160	shower	Her friends organized a baby shower for her when she was expecting.	He took a shower after the game.	29	10	35	16	0
4161	set	Set these words in italics.	Set the house afire.	0	0	3	3	0
4162	platoon	The defensive platoon of the football team.	Platoons of tourists poured out of the busses.	14	0	21	8	1
4163	side	He was on the heavy side.	Look on the bright side.	20	19	24	23	1
4164	date	They are up to date.	We haven't heard from them to date.	15	30	19	34	1
4165	raise	Raise a sad cry.	Raise a protest.	0	0	5	5	1
4166	canvas	The movie demanded a dramatic canvas of sound.	The crowded canvas of history.	30	12	36	18	1
4167	fire	There was a fire at the school last night and the whole place burned down.	We sat around the fire singing songs and telling stories.	12	18	16	22	0
4168	lift	Lift the box onto the table.	I lifted the books onto the table.	0	2	4	8	1
4169	set	The set of prime numbers is infinite.	The set of his mind was obvious.	4	4	7	7	0
4170	feel	I feel that we need to try harder.	I felt my way cautiously through the dangerous business maneuver.	2	2	6	6	0
4171	study	He is a quick study.	No schools offer graduate study in interior design.	14	26	19	31	0
4172	mixture	He drank a mixture of beer and lemonade.	A gradual mixture of cultures.	11	10	18	17	0
4173	raise	To raise Sandy Hook light.	Raise your hands.	3	0	8	5	1
4174	read	She read the sky and predicted rain.	The fortune teller read his fate in the crystal ball.	4	19	8	23	1
4175	shower	Would male strippers be appropriate for the divorce shower?	Today there will be frequent showers and some sunny spells.	52	29	58	36	0
4176	throw	Football tickets are expensive at fifty bucks a throw.	He couldn't afford $50 a throw.	48	25	53	30	1
4177	strike	The opponent refused to strike.	In the fifth inning, the Giants struck, sending three runners home to win the game 5 to 2.	24	32	30	38	0
4178	rest	Now that we're all in agreement, we can put that issue to rest.	The boulder came to rest just behind the house after rolling down the mountain.	58	20	62	24	1
4179	connection	The connection between overeating and obesity.	My headache has no connection with me going out last night.	4	19	14	29	1
4180	make	Make a mistake.	My wife made me buy a new sofa.	0	8	4	12	0
4181	expression	The best poker players can tell if the opponents have a good hand by looking at their expression.	Her expression changed from joy to misery after realising her winning lottery ticket had expired.	86	4	96	14	1
4182	run	The sale will run for ten days.	The book runs 655 pages.	14	9	17	13	1
4183	reduce	Reduce a problem to a single question.	Reduce one's standard of living.	0	0	6	6	0
4184	stay	We stayed in Hawaii for a week.	After the trial period, she was asked to stay on and work full-time.	3	41	9	45	0
4185	beat	Beat one's breast.	Beat one's foot rhythmically.	0	0	4	4	1
4186	foot	I'll meet you at the foot of the stairs.	His bare feet projected from his trousers.	21	9	25	13	0
4187	quality	Membership of this golf club is limited to those of quality and wealth.	While being impulsive can be great for artists, it is not a desirable quality for engineers.	52	70	59	77	0
4188	count	Can you count the books on your shelf?	There are three apples; count them.	8	24	13	29	1
4189	stay	Stay alone.	We stayed in Hawaii for a week.	0	3	4	9	1
4190	soul	The soul of honor.	Soul was politically significant during the Civil Rights movement.	4	0	8	4	0
4191	moon	Men first stepped on the moon in 1969.	The average distance to the Moon is 384,400 kilometers.	25	28	29	32	1
4192	detach	Detach a regiment.	His retina detached and he had to be rushed into surgery.	0	11	6	19	0
4193	beam	To beam forth light.	The fire beamed on their faces.	3	9	7	15	1
4194	beat	Thugs beat him up when he walked down the street late at night.	Agassi beat Becker in the tennis championship.	6	7	10	11	0
4195	call	He heard the phone ringing but didn't want to take the call.	She reported several anonymous calls.	55	31	59	36	1
4196	fall	Fall asleep.	She fell to pieces after she lost her work.	0	4	4	8	1
4197	period	In England they call a period a stop.	Picasso's blue period.	23	15	29	21	0
4198	pay	Pay an obligation.	Pay a debt.	0	0	3	3	1
4199	go	This violinist is as good as Juilliard-trained violinists go.	Get going!	58	4	60	9	0
4200	contact	Contact with the pier scraped paint from the hull.	The pilot made contact with the base.	0	15	7	22	0
4201	baby	This project is his baby.	Hey baby, what are you doing later?	20	4	24	8	0
4202	run	The assembly line was on a 12-hour run.	He went to Las Vegas and spent all his money over a three-day run.	35	62	38	65	1
4203	pull	You'll be sent home if you pull another stunt like that.	Pull a bank robbery.	27	0	31	4	1
4204	treatment	The change is due largely to the increased availability of antiretroviral treatment.	A treatment or cure is applied after a medical problem has already started.	74	2	83	11	1
4205	make	Don't make this into a big deal.	He made a fool of himself at the meeting.	6	3	10	7	1
4206	motion	Police controlled the motion of the crowd.	He made a motion to adjourn.	22	10	28	16	0
4207	leave	Leave your child the nurse's care.	At her death, she left behind her husband and 11 cats.	0	18	5	22	0
4208	keep	Keep food for a week in the pantry.	I keep my specimens under glass to protect them.	0	2	4	6	0
4209	air	The flock of birds took to the air.	I need some fresh air.	31	18	34	21	1
4210	vehicle	A congregation is a vehicle of group identity.	His editorials provided a vehicle for his political views.	20	26	27	33	1
4211	block	Block a plate for printing.	Block the wheels of a car.	0	0	5	5	1
4212	dress	Dress the patient.	Dress the plants in the garden.	0	0	5	5	0
4213	stand	Stand the test of time.	There stood on the corner a statue.	0	6	5	11	0
4214	pack	You had better pack your swollen ankle with ice.	Pack your tents to the top of the mountain.	15	0	19	4	0
4215	glimpse	From the window he could catch a glimpse of the lake.	I only got a glimpse of the car, so I can tell you the colour but not the registration number.	33	13	40	20	0
4216	come	Come into the room.	I was standing on the corner when Nick came up and asked for a cigarette.	0	39	4	43	1
4217	normalize	There is little hope that the two countries will normalize relations; their governments seem to hate each other and would just as soon stay on bad terms.	Normalize the spelling.	49	0	58	9	1
4218	beg	I beg your pardon. I didn't mean to cause offence.	He begged her to go to the prom with him.	2	3	5	9	1
4219	separation	The separation of wheat from chaff.	He hid in the separation between walls.	4	14	14	24	0
4220	break	The break in the eighth frame cost him the match.	They hoped to avoid a break in relations.	4	22	9	27	0
4221	order	The machine is now in working order.	He put his desk in order.	30	19	35	24	1
4222	call	To call the roll of a military company.	The ship will call in Honolulu tomorrow.	3	14	7	18	0
4223	negociate	Negociate securities.	The pianist negociated the difficult runs.	0	12	9	22	0
4224	catch	We have a big barrel to catch the rainwater.	He was caught in the act of stealing a biscuit.	24	7	29	13	0
4225	head	The head of the page.	The head of the list.	4	4	8	8	1
4226	anchorage	The plant needs a firm anchorage.	The mother provides emotional anchorage for the entire family.	23	30	32	39	1
4227	turn	Turn on the spot.	The wheels are turning.	0	15	4	22	1
4228	charge	How much do you charge for lunch?	This fellow charges $100 for a massage.	16	12	22	19	1
4229	strike	The opponent refused to strike.	The boxer struck the attacker dead.	24	10	30	16	1
4230	rest	The boulder came to rest just behind the house after rolling down the mountain.	The ocean was finally at rest.	20	25	24	29	1
4231	furniture	A chair is furniture. Sofas are also furniture.	How much furniture did they leave behind?	11	9	20	18	1
4232	feel	You make me feel naked.	She felt small and insignificant.	12	4	16	8	1
4233	voice	After the fire a still small voice. -- 1 Kings 19:12.	Conservatism has many voices.	29	22	34	28	0
4234	position	Chief of Staff is the second highest position in the army.	The position of the hands on the clock.	37	4	45	12	0
4235	blip	Renewed jitters in the wake of a blip in retail sales.	You can't react to the day-to-day blips.	33	34	37	39	1
4236	tell	I want to tell a story.	Tell what happened.	10	0	14	4	1
4237	come	Come down here!	Come with me to the Casbah.	0	0	4	4	1
4238	prove	Prove a will.	The exception proves the rule.	0	14	5	20	0
4239	carry	I will carry the secret to my grave.	I carry her image in my mind's eye.	7	2	12	7	1
4240	be	When will the meeting be?	I shall be writing to you soon.	22	8	24	10	1
4241	reproduction	Unauthorized reproduction of this article is prohibited.	Gutenberg's reproduction of holy texts was far more efficient.	13	12	25	24	1
4242	third	It contains approximately a third of the minimum daily requirement.	He ate a third of the pie.	28	9	33	14	0
4243	check	Katie's sick, so I need to check up on her and see if she needs anything.	Check the oil in your car once a month.	27	0	32	5	1
4244	vermin	Boys in the village have probably been shooting vermin.	Cereals must be protected from mice and other vermin.	48	46	54	52	1
4245	product	This is a product of lime and nitric acid.	Skill is the product of hours of practice.	10	13	17	20	0
4246	lock	The therapist noticed that the patient's knees tended to lock in this exercise.	The parents locked her daughter up for the weekend.	57	12	61	18	0
4247	audience	Every artist needs an audience.	He saw that he had lost his audience.	22	28	30	36	0
4248	break	Break an alibi.	The dam broke.	0	8	5	13	0
4249	head	A head of cauliflower.	He is two heads taller than his little sister.	2	10	6	15	0
4250	point	To fall off a point.	The one with the most points will win the game.	14	22	19	28	0
4251	remember	Do you remember that he once loved you?	I can't remember saying any such thing.	7	8	15	16	1
4252	reason	The reason that war was declared.	There is reason to believe he is lying.	4	9	10	15	0
4253	number	I hope to become one of their number before I die.	This sweater is an all-wool number.	30	28	36	34	0
4254	life	Get a life.	His heroism saved a life.	6	20	10	24	0
4255	sense	It's common sense not to put metal objects in a microwave oven.	He hasn't got the sense God gave little green apples.	12	18	17	23	1
4256	raise	To raise a wall, or a heap of stones.	Raise a siege.	3	0	8	5	0
4257	remain	There was no food in the house, so I had to remain hungry.	There remains the question of who pulled the trigger.	44	6	50	13	0
4258	be	I shall be writing to you soon.	The sky is blue.	8	8	10	10	1
4259	ball	The mayor threw out the first ball.	The ball rolled into the corner pocket.	30	4	34	8	1
4260	hum	There is a constant hum of military preparation.	The hum of distant traffic.	20	4	23	7	0
4261	border	A solid border around a table of figures.	There's a nice frilly border around the picture frame.	8	22	14	28	1
4262	make	What make of car is that?	What make of car do you drive?	5	5	9	9	1
4263	break	There was a break in the action when a player was hurt.	He was up two breaks in the second set.	12	14	17	20	0
4264	body	What's a body got ta do to get a drink around here?	They found the body in the lake.	9	15	13	19	1
4265	keep	Keep food for a week in the pantry.	I always keep batteries in the freezer.	0	9	4	13	1
4266	seat	The seat of a saddle.	He sat on the arm of the chair rather than the seat, which always annoyed his mother.	4	47	8	51	1
4267	set	The subjects' set led them to solve problems the familiar way and to overlook the simpler solution.	His instructions deliberately gave them the wrong set.	14	50	17	53	1
4268	squeeze	Increased expenses put a squeeze on profits.	Getting through that small opening was a tight squeeze.	25	47	32	54	0
4269	krona	Piecas kronas -- five krona.	Kronas kurss -- the exchange rate of the krona.	22	41	27	46	1
4270	place	Your place or mine?	A woman's place is no longer in the kitchen.	5	10	10	15	0
4271	key	The key to winning a game.	The key to solving this problem is persistence.	4	4	7	7	1
4272	ride	I ride to work in a bus.	She rode a wave of popularity.	2	4	6	8	0
4273	teach	Can you teach me to sew?	Wanda taught the students.	8	6	13	12	1
4274	home	Home is where the heart is.	There's no place like home.	0	22	4	26	1
4275	cuddle	I'm cold; can you roll over here and cuddle me, honey?	I cuddled the baby.	37	2	43	9	1
4276	pull	Pull a horse.	Pull weeds.	0	0	4	4	0
4277	arousal	The mechanism for arousal from sleep.	The animal undergoes regular spells of arousal.	18	39	25	46	1
4278	lumberyard	I'll just go to the lumberyard and buy some more two by fours so we can finish building this.	He got a job at the lumberyard, working the big saw for planks.	20	20	30	30	1
4279	practice	You should practice playing piano every day.	Pianists practice scales.	11	9	19	17	1
4280	repair	One can never fully repair the suffering and losses of the Jews in the Third Reich.	He repaired to his cabin in the woods.	20	3	26	11	0
4281	hit	We were hit by really bad weather.	The temperature could hit 110 F tomorrow.	8	22	11	25	0
4282	militate	To militate in favor of a particular result.	Politeness militated against this opinion being expressed.	3	11	11	20	1
4283	beat	I beat the traffic.	Beat the subway fare.	2	0	6	4	0
4284	go	Messages must go through diplomatic channels.	We should go farther in this matter.	14	10	16	12	1
4285	copy	She made a copy of the designer dress.	Please bring me the copies of those reports.	11	20	15	26	1
4286	know	I know it's time.	She knew of our plan.	2	4	6	8	1
4287	cycle	The never-ending cycle of the seasons.	The cycle of the seasons, or of the year.	17	4	22	9	1
4288	catch	If you leave now you might catch him.	She really caught the spirit of the place in her drawings.	27	11	32	17	0
4289	shoot	Shoot a goal.	In my round of golf yesterday I shot a 76.	0	32	5	36	1
4290	neighborhood	My neighborhood voted for Bush.	The price is in the neighborhood of $100.	3	20	15	32	0
4291	cost	The average cost of a new house is twice as much as t was 20 years ago.	The cost in human life was enormous.	12	4	16	8	0
4292	keep	Keep notes.	Keep a diary.	0	0	4	4	1
4293	part	They resisted every effort on his part.	Glue the two parts together.	34	13	38	18	0
4294	reduce	Reduce a problem to a single question.	The cells reduce.	0	10	6	16	0
4295	start	I start at eight in the morning.	I start my day with a good breakfast.	2	2	7	7	0
4296	set	To set pear trees in an orchard.	Set these words in italics.	3	0	6	3	0
4297	house	This is my house and my family's ancestral home.	She felt she had to get out of the house.	11	35	16	40	1
4298	touch	He longed for the touch of her hand.	This room needs a woman's touch.	18	26	23	31	0
4299	return	A return to one's question.	The return of spring.	2	4	8	10	0
4300	bag	He ate a large bag of popcorn.	He carried his small bag onto the plane with him.	15	21	18	24	0
4301	admit	We can not admit non-members into our club building.	She admitted us here.	11	4	16	12	1
4302	take	Take sick.	Be taken drunk.	0	3	4	8	1
4303	circulation	A fan aids air circulation.	Ocean circulation is an important part of global climate.	15	6	26	17	1
4304	pop	Pop the pizza into the microwave oven.	The man charged with murder popped a valium to calm his nerves.	0	28	3	34	0
4305	shell	Nuts shell in falling.	Wheat or rye shells in reaping.	5	13	10	19	1
4306	melt	Melt butter.	The wax melted in the sun.	0	8	4	14	1
4307	monopoly	A monopoly on silver.	When you have a monopoly you can ask any price you like.	2	16	10	24	1
4308	fall	The hills around here fall towards the ocean.	His voice fell to a whisper.	22	10	26	14	0
4309	sound	The sound awakened them.	Owen Sound.	4	5	9	10	0
4310	receive	Receive the incoming radio signals.	The community warmly received the refugees.	0	21	7	29	0
4311	pocket	The trapped miners found a pocket of air.	They dipped into the taxpayers' pockets.	27	32	33	39	0
4312	land	He built the house on land leased from the city.	There's no work on the land any more.	22	23	26	27	0
4313	draw	Draw on a cigarette.	Draw a deep breath.	0	0	4	4	1
4314	militate	To militate against the possibility of his election.	To militate in favor of a particular result.	3	3	11	11	1
4315	operation	They paid taxes on every stage of the operation.	They had to consolidate their operations.	38	30	47	40	1
4316	head	A head of cauliflower.	A head of lettuce.	2	2	6	6	1
4317	head	He stuck his head out the window.	Be careful when you pet that dog on the head; it may bite.	13	40	17	44	1
4318	match	Their interests didn't match, so it took a long time to agree what to do together.	Matchmaker, can you match my daughter with a nice young man?	23	20	28	25	0
4319	neighbour	My neighbour has an annoying cat.	They're our neighbours across the street.	3	12	12	22	1
4320	office	An executive or judical office.	He rented an office in the new building.	24	13	30	19	0
4321	die	To die to pleasure or to sin.	She died from cancer.	3	4	6	8	1
4322	set	A set of golf clubs.	A set of teeth.	2	2	5	5	1
4323	point	Cut the skin with the point of the knife.	A row of points.	22	9	27	15	0
4324	stretch	Running at full stretch.	By no stretch of the imagination.	16	6	23	13	1
4325	hold	To hold true.	The weather held.	3	12	7	16	1
4326	speak	They speak a strange dialect.	Although I don't speak Chinese I managed to talk with the villagers using signs and gestures.	5	17	10	22	1
4327	get	She didn't get to Chicago until after midnight.	Get permission to take a few days off from work.	11	0	14	3	0
4328	floor	The floor of the cave.	The floor of a cave served the refugees as a home.	4	4	9	9	1
4329	change	He got change for a twenty and used it to pay the taxi driver.	Can I get change for this $100 bill please?	7	10	13	16	1
4330	voice	The noisy voice of the waterfall.	The incessant voices of the artillery.	10	14	15	20	1
4331	sense	A sense of danger.	A sense of security.	2	2	7	7	1
4332	point	Point a chimney.	Point the letter.	0	0	5	5	0
4333	show	The dirty side will show.	His good upbringing really shows.	20	27	24	32	1
4334	light	He stepped into the light.	They played as long as it was light.	20	30	25	35	0
4335	life	He appointed himself emperor for life.	While there's life there's hope.	33	14	37	18	0
4336	commission	He works on commission.	A reseller's commission.	12	13	22	23	1
4337	operation	They will schedule the operation as soon as an operating room is available.	It is dangerous to look at the beam of a laser while it is in operation.	23	62	32	71	1
4338	draw	I draw a line here.	Draw parallels.	2	0	6	4	1
4339	game	He thought of his painting as a game that filled his empty time.	Being a child is all fun and games.	32	29	36	34	1
4340	play	They gave full play to the artist's talent.	The coach drew up the plays for her team.	15	22	19	27	0
4341	person	There was too much for one person to do.	Each person is unique, both mentally and physically.	27	5	33	11	1
4342	key	The key to winning a game.	The key to development is economic integration.	4	4	7	7	1
4343	make	Make friends.	Make enemies.	0	0	4	4	1
4344	nick	He's just been released from Shadwell nick prison after doing ten years for attempted murder.	He's in the nick.	38	12	42	16	1
4345	be	I may be an hour.	When will the meeting be?	6	22	8	24	0
4346	keep	These potatoes keep for a long time.	Keep the commandments.	15	0	19	4	0
4347	drive	You drive nails into wood with a hammer.	Drive a nail into the wall.	4	0	9	5	1
4348	leak	One of the tires developed a leak.	The leaks by Chelsea Manning showed the secrets of the US military.	29	4	33	9	0
4349	gob	He's always stuffing his gob with fast food.	She's got such a gob on her -- she's always gossiping about someone or other.	25	17	28	20	1
4350	game	You need four people to play this game.	Games in the classroom can make learning fun.	34	0	38	5	1
4351	liver	You could fry up some chicken livers for a tasty treat. -- Nah, I don't like chicken liver.	I'd like some goose liver pate.	85	20	90	25	1
4352	hold	She can hold an audience spellbound.	Hold this bowl for a moment, please.	8	0	12	4	0
4353	stand	We had to stand for the entire performance!	There stood on the corner a statue.	10	6	15	11	1
4354	draw	Draw a weapon.	Draw a wagon.	0	0	4	4	0
4355	make	A good review by this critic will make your play!	This company is what made you.	34	21	38	25	1
4356	chance	We had the chance to meet the president last week.	Now is your chance.	11	12	17	18	1
4357	keep	May God keep you.	She keeps an apartment in Paris for her shopping trips.	8	4	12	9	0
4358	clear	Clear the water before it can be drunk.	Clear the patrons from the theater after the bomb threat.	0	0	5	5	0
4359	keep	Can I keep my old stuffed animals?	She never keeps her promises.	6	10	10	15	0
4360	plagiarism	Even if it's not illegal, plagiarism is usually frowned upon.	Copy from one, it's plagiarism. Copy from two, it's research.	26	20	36	30	1
4361	piece	He designed a new piece of equipment.	She bought a lovely piece of china.	18	20	23	25	1
4362	language	The English language.	He recorded the spoken language of the streets.	12	23	20	31	1
4363	tear	Ryan wiped the tear from the paper he was crying on.	His story brought tears to her eyes.	15	18	19	23	1
4364	turn	Turn your dance partner around.	Turn the car around.	0	0	4	4	1
4365	side	He was on the heavy side.	He is on the purchasing side of the business.	20	24	24	28	1
4366	volume	The gas expanded to twice its original volume.	The volume of ticket sales decreased this week.	39	4	45	10	1
4367	integrity	They admired his scrupulous professional integrity.	He expects to find in us the common honesty and integrity of men of business.	41	48	50	57	1
4368	keep	Can I keep my old stuffed animals?	Keep smiling.	6	0	10	4	0
4369	air	Air pollution.	Her hand stopped in mid air.	0	24	3	27	0
4370	come	Your wish will come true.	Which letter comes before Y?	15	13	19	18	1
4371	dwelling	Philip's dwelling fronted on the street. -- Alfred Tennyson.	He built a modest dwelling near the pond.	9	18	17	26	1
4372	stain	People knew how to stain glass a beautiful blue in the middle ages.	Stain this table a beautiful walnut color.	19	0	24	5	1
4373	play	This speech didn't play well with the American public.	His remarks played to the suspicions of the committee.	19	12	23	18	1
4374	fear	I fear the worst will happen.	I fear for their safety.	2	2	6	6	1
4375	explosion	The explosion was heard a mile away.	An explosion of rage.	4	3	13	12	0
4376	hyponym	"A is a hyponym of B means that ""A is a type of B.""."	British is a hyponym of European.	7	13	14	20	1
4377	mean	The sky is red this morning -- does that mean we're in for a storm?	My ex-husband means nothing to me.	41	14	45	19	0
4378	extension	Most BASIC files use the filename extension .BAS.	A text file will have a file extension of .txt.	34	29	43	38	1
4379	bring	Waiter, please bring me a single malt whiskey.	This brings me to the main point.	15	5	20	11	1
4380	turn	Turn the legs of the table.	Turn a somersault.	0	0	4	4	0
4381	picture	She was the picture of despair.	The very picture of a modern general.	12	9	19	16	1
4382	window	The expanded window will give us time to catch the thieves.	Launch window.	13	7	19	13	1
4383	make	They make a cute couple.	Clothes make the man.	5	8	9	12	1
4384	offer	Offer prayers to the gods.	The Shakespeare Company is offering 'King Lear' this month.	0	27	5	35	0
4385	head	He stuck his head out the window.	They tracked him back toward the head of the stream.	13	33	17	37	0
4386	order	The machinery is out of order.	IBM received an order for a hundred computers.	24	16	29	21	0
4387	coverage	Don't go to lunch if we don't have enough coverage for the help-desk phones.	There are overlapping coverages on your insurance policies.	42	22	50	31	1
4388	leave	She didn't leave until midnight.	The ship leaves at midnight.	11	9	16	15	1
4389	play	Charlie likes to play Mary.	The engine has a wheel that is playing in a rack.	17	31	21	38	0
4390	head	We will consider performance issues under the head of future improvements.	Under the head of minor Roman poets.	46	10	50	14	1
4391	furniture	The woman does not even have one stick of furniture moved in yet.	How much furniture did they leave behind?	42	9	51	18	1
4392	stand	A bedside stand.	The army made a final stand at the Rhone.	10	22	15	27	0
4393	help	This will help to prevent accidents.	I served him three times, and after that he helped himself.	10	44	14	50	0
4394	return	On his return from Australia we gave him a welcoming party.	The average return was about 5%.	7	12	13	18	0
4395	institution	The institution of marriage.	He had become an institution in the theater.	4	17	15	28	1
4396	reenactment	They're going to the Civil War battle reenactment this weekend.	The reenactment of the battle of Princeton.	38	4	49	15	1
4397	touch	He has a touch of rheumatism.	This piano has a wonderful touch.	9	27	14	32	0
4398	sale	He celebrated after the sale of company.	They held a sale to reduce their inventory.	24	12	28	16	0
4399	shame	When I realized that I had hurt my friend, I felt deep shame.	The teenager couldn't bear the shame of introducing his parents.	55	31	60	36	1
4400	face	An angry face.	He looked out at a roomful of faces.	9	30	13	35	0
4401	space	The architect left space in front of the building.	They stopped at an open space in the jungle.	19	24	24	29	1
4402	make	Make advances.	She'll make a fine president.	0	7	4	11	0
4403	estimate	An estimate of what it would cost.	Many factors are involved in any estimate of human life.	3	33	11	41	0
4404	swing	Swing a bat.	His mood swings.	0	9	5	15	0
4405	trial	A sample for ten days free trial.	Candidates must compete in a trial of skill.	27	29	32	34	0
4406	chain	The third link of the silver chain needs to be resoldered.	This led to an unfortunate chain of events.	29	27	34	32	1
4407	want	I want to go home now.	This piano wants the attention of a competent tuner.	2	11	6	16	0
4408	school	He didn't miss a single day of school.	He walked to school every morning.	31	13	37	19	0
4409	skeleton	The battalion was a mere skeleton of its former self.	The bare skeleton of a novel.	25	9	33	17	1
4410	gravitation	"""Gravitation can not be held responsible for people falling in love"" -- Albert Einstein."	Gravitation är svagare än elektromagnetismen, men påverkar all materia och energi.	1	0	12	11	1
4411	readiness	Putting them in readiness.	"""A happy readiness of conversation"" -- Jane Austen."	16	9	25	18	0
4412	give	Give a yelp.	The roof finally gave under the weight of the ice.	0	17	4	21	0
4413	trust	He needs to regain her trust if he is ever going to win her back.	He betrayed their trust.	23	18	28	23	0
4414	seat	He sat on the arm of the chair rather than the seat, which always annoyed his mother.	There were not enough seats for all the guests.	47	22	51	27	1
4415	stretch	Stretch out that piece of cloth.	The rubber band stretched almost to the breaking point.	0	16	7	25	0
4416	keep	Keep your cool.	He keeps bees.	0	3	4	8	0
4417	press	This guy can press 300 pounds.	Press a record.	13	0	18	5	0
4418	hit	We were hit by really bad weather.	He hit .300 in the past season.	8	3	11	6	0
4419	connect	The new railroad will connect the northern part of the state to the southern part.	These computers connected well.	22	16	29	25	1
4420	vehicle	His editorials provided a vehicle for his political views.	The play was just a vehicle to display her talents.	26	20	33	27	1
4421	fatigue	The American public is experiencing scandal fatigue.	After watching TV with her husband she had a bad case of football fatigue.	44	66	51	73	1
4422	take	I used to take The Sunday Times.	Take action.	10	0	14	4	0
4423	life	The battery had a short life.	Having experienced both, the vampire decided that he preferred (un)death to life.	24	76	28	80	0
4424	pay	It will pay to wait.	You'll pay for this opinion later.	8	7	11	10	0
4425	scene	The most moving scene is the final one, where he realizes he has wasted his whole life.	Their parting was a sad scene.	16	24	21	29	0
4426	touch	He got in touch with his colleagues.	This room needs a woman's touch.	10	26	15	31	0
4427	repair	To repair a shattered fortune.	To repair to sanctuary for safety.	3	3	9	9	0
4428	language	He uttered harsh language.	Sign language.	17	5	25	13	1
4429	play	Play safe.	The tape was playing for hours.	0	13	4	20	0
4430	account	He predicted that although it is of small account now it will rapidly increase in importance.	A person of considerable account.	42	25	49	32	1
4431	turn	Turn your face to the wall.	The people turned against the President when he stole the election.	0	11	4	17	0
4432	prise	2004: Most people used pliers, scissors, rubber gloves and knives to try to prise open products. -- BBC News.	1919: I think he must have been trying to prise open that box yonder when he was attacked. -- Sax Rohmer, The Quest of the Sacred Slipper.	76	42	81	47	1
4433	figure	He cut a sorry figure standing there in the rain.	He made a figure of Santa Claus.	15	10	21	16	0
4434	break	Break a promise.	The surf broke.	0	9	5	14	0
4435	year	This Chinese year is the year of the Rooster.	I was born in the year 1950.	13	18	17	22	1
4436	side	It brought out his better side.	He is on the purchasing side of the business.	26	24	30	28	1
4437	grocery	The grocery store included a meat market.	She carried a sack of groceries in from the car and set it on the kitchen table.	4	22	11	31	1
4438	use	Use the plastic bags to store the food.	Use this knife to slice the bread.	0	0	3	3	1
4439	pay	You'll pay for this opinion later.	He was allowed to go as soon as he paid.	7	35	10	39	0
4440	leak	A leak in a gas pipe.	A leak in a roof.	2	2	6	6	1
4441	trade	As they say in the trade.	They are accused of conspiring to constrain trade.	19	44	24	49	0
4442	weakness	His weakness increased as he became older.	He has a weakness for chocolate.	4	9	12	17	0
4443	quality	"""The quality of mercy is not strained"" -- Shakespeare."	One of the qualities of pure iron is that it does not rust easily.	5	11	12	20	1
4444	beat	Beat one's breast.	The eagle beat its wings and soared high into the sky.	0	10	4	14	0
4445	fair	World fair.	Trade fair.	6	6	10	10	1
4446	discover	The story is false, so far as I can discover.	I discovered how to do it.	36	2	44	12	1
4447	drive	His drive and energy exhausted his co-workers.	The riverside drive offers many exciting scenic views.	4	14	9	19	0
4448	hit	The car hit a tree.	The ball hit the fence.	8	9	11	12	1
4449	connect	The new railroad will connect the northern part of the state to the southern part.	Can you connect the two loudspeakers?	22	8	29	15	1
4450	faith	They broke faith with their investors.	Keep the faith.	11	9	16	14	1
4451	take	How should I take this message?	Looking at him as he came into the room, I took him for his father.	13	43	17	47	1
4452	disposition	I have little disposition now to do as you say.	Salt has a disposition to dissolve in water.	14	11	25	22	1
4453	control	She never lost control of herself.	He had lost control of his sphincters.	15	12	22	19	0
4454	trail	There as a trail of blood.	The trail led straight to the perpetrator.	11	4	16	9	0
4455	foot	He followed on foot.	The foot of the mountain.	15	4	19	8	0
4456	field	There are several species of wild flowers growing in this field.	Gold field.	58	5	63	10	0
4457	unit	The centimetre is a unit of length.	The dollar is the United States unit of currency.	20	32	24	36	1
4458	ensure	This nest egg will ensure a nice retirement for us.	The circumstances ensured a good outcome for him.	19	18	25	25	1
4459	official	The golfer asked for an official who could give him a ruling.	In most soccer games there are three officials: the referee and two linesmen.	24	37	32	46	1
4460	pay	Pay a visit.	It pays to go through the trouble.	0	3	3	7	0
4461	grain	Saw the board across the grain.	A grain of salt.	25	2	30	7	0
