index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
2584	vote	They allowed just one vote per person.	There were only 17 votes in favor of the motion.	1	5372|1134	22	19	26	24
2585	vote	They allowed just one vote per person.	They are expecting a large vote.	0	5372|1939	22	27	26	31
2586	liver	A high liver.	You could fry up some chicken livers for a tasty treat. -- Nah, I don't like chicken liver.	0	3989|4351	7	85	12	90
2587	liver	You could fry up some chicken livers for a tasty treat. -- Nah, I don't like chicken liver.	A high liver.	0	4351|3989	85	7	90	12
2588	bankruptcy	Moral bankruptcy.	Spiritual bankruptcy.	1	579|1712	6	10	16	20
2589	bankruptcy	Intellectual bankruptcy.	Moral bankruptcy.	1	1712|4079	13	6	23	16
2590	bankruptcy	Spiritual bankruptcy.	Intellectual bankruptcy.	1	4079|579	10	13	20	23
2591	charge	Charge the wagon with hay.	To charge high for goods.	0	677|5243	0	3	6	9
2592	charge	I need to charge my car battery.	She was charged with supervising the creation of a concordance.	0	3111|4077	10	8	16	15
2593	charge	There will be a charge of five dollars.	He was arrested on a charge of larceny.	0	3513|3876	16	21	22	27
2594	charge	Will you pay cash or charge the purchase?	This fellow charges $100 for a massage.	0	3565|4228	21	12	27	19
2595	charge	He was arrested on a charge of larceny.	There will be a charge of five dollars.	0	3876|3513	21	16	27	22
2596	charge	He was arrested on a charge of larceny.	The teacher led her charges across the street.	0	4869|5388	21	20	27	27
2597	charge	To charge high for goods.	Charge the wagon with hay.	0	5243|677	3	0	9	6
2598	pay	Pay attention to.	He was allowed to go as soon as he paid.	0	943|2107	0	35	3	39
2599	pay	Pay attention to.	Pay a debt.	0	943|4198	0	0	3	3
2600	pay	Pay a call.	You'll pay for this opinion later.	0	1346|1748	0	7	3	10
2601	pay	Pay a call.	She had to pay the penalty for speaking out rashly.	0	1346|4045	0	11	3	14
2602	pay	Don't pay him any mind.	He paid me 5000 pounds for the car.	0	1585|1903	6	3	9	7
2603	pay	Don't pay him any mind.	He paid off the loan three months early.	0	1585|4104	6	3	9	7
2604	pay	Don't pay him any mind.	Does she pay you for the work you are doing?	0	1585|4755	6	9	9	12
2605	pay	You'll pay for this!	He was allowed to go as soon as he paid.	0	1748|4439	7	35	10	39
2606	pay	You'll pay for this!	It will pay to wait.	0	1748|4424	7	8	10	11
2607	pay	You'll pay for this!	She had to pay the penalty for speaking out rashly.	1	1748|4563	7	11	10	14
2608	pay	Pay an obligation.	You'll pay for this opinion later.	0	2107|4439	0	7	3	10
2609	pay	Pay a visit.	Does she pay you for the work you are doing?	0	2115|2949	0	9	3	12
2610	pay	Pay a debt.	Pay attention.	0	2234|1585	0	0	3	3
2611	pay	It will pay to wait.	Crime doesn't pay.	1	2284|3795	8	14	11	17
2612	pay	It will pay to wait.	Pay a visit.	0	2284|4460	8	0	11	3
2613	pay	It will pay to wait.	Pay up, please!	0	2284|4721	8	0	11	3
2614	pay	Pay a visit.	You'll pay for this!	0	2586|1346	0	7	3	10
2615	pay	Does she pay you for the work you are doing?	Pay a visit.	0	2949|2115	9	0	12	3
2616	pay	Pay a debt.	Pay an obligation.	1	3220|2107	0	0	3	3
2617	pay	Pay a debt.	You'll pay for this opinion later.	0	3220|4439	0	7	3	10
2618	pay	How much does this savings certificate pay annually?	She had to pay the penalty for speaking out rashly.	0	3257|4991	39	11	42	14
2619	pay	How much does this savings certificate pay annually?	It will pay to wait.	0	3257|3928	39	8	42	11
2620	pay	How much does this savings certificate pay annually?	Crime doesn't pay.	0	3257|4499	39	14	42	17
2621	pay	Crime doesn't pay.	It will pay to wait.	1	3795|2284	14	8	17	11
2622	pay	Crime doesn't pay.	Pay a visit.	0	3795|4460	14	0	17	3
2623	pay	Crime doesn't pay.	Pay up, please!	0	3795|4721	14	0	17	3
2624	pay	It will pay to wait.	How much does this savings certificate pay annually?	0	3928|3257	8	39	11	42
2625	pay	She had to pay the penalty for speaking out rashly.	Pay a call.	0	4045|1346	11	0	14	3
2626	pay	Pay attention.	Does she pay you for the work you are doing?	0	4104|2949	0	9	3	12
2627	pay	Pay an obligation.	Don't pay him any mind.	0	4198|2234	0	6	3	9
2628	pay	It will pay to wait.	You'll pay for this!	0	4424|1748	8	7	11	10
2629	pay	It will pay to wait.	She had to pay the penalty for speaking out rashly.	0	4424|4563	8	11	11	14
2630	pay	You'll pay for this opinion later.	Pay an obligation.	0	4439|2107	7	0	10	3
2631	pay	You'll pay for this opinion later.	Pay a debt.	0	4439|3220	7	0	10	3
2632	pay	Pay a visit.	It will pay to wait.	0	4460|2284	0	8	3	11
2633	pay	Pay a visit.	Crime doesn't pay.	0	4460|3795	0	14	3	17
2634	pay	Crime doesn't pay.	How much does this savings certificate pay annually?	0	4499|3257	14	39	17	42
2635	pay	She had to pay the penalty for speaking out rashly.	He was allowed to go as soon as he paid.	0	4563|4439	11	35	14	39
2636	pay	She had to pay the penalty for speaking out rashly.	It will pay to wait.	0	4563|4424	11	8	14	11
2637	pay	Pay up, please!	It will pay to wait.	0	4721|2284	0	8	3	11
2638	pay	Pay up, please!	Crime doesn't pay.	0	4721|3795	0	14	3	17
2639	pay	Does she pay you for the work you are doing?	Don't pay him any mind.	0	4755|1585	9	6	12	9
2640	pay	To pay attention.	You'll pay for this!	0	4991|4045	3	7	6	10
2641	pay	To pay attention.	You'll pay for this opinion later.	0	4991|4563	3	7	6	10
2642	system	He tried to understand their system of classification.	He bought a new stereo system.	0	1879|3275	29	23	35	29
2643	system	In a static system oil can not be replaced by water on a surface.	He bought a new stereo system.	0	3369|3275	12	23	18	29
2644	system	A system generating hydrogen peroxide.	A vast system of production and distribution and consumption keep the country going.	0	4069|308	2	7	8	13
2645	system	A system generating hydrogen peroxide.	The system consists of a motor and a small computer.	0	4069|3369	2	4	8	10
2646	shopping	She loaded her shopping into the car.	Women carrying home shopping didn't give me a second glance.	1	803|5070	15	20	23	28
2647	shopping	Women carrying home shopping didn't give me a second glance.	She loaded her shopping into the car.	1	5070|803	20	15	28	23
2648	baby	Baby rabbits.	The baby of the family.	0	3430|1934	0	4	4	8
2649	baby	Baby rabbits.	The baby of the Supreme Court.	0	3430|3094	0	4	4	8
2650	baby	Baby rabbits.	The annual report has been my baby since September.	0	3430|3702	0	30	4	34
2651	baby	The annual report has been my baby since September.	Baby rabbits.	0	3702|3430	30	0	34	4
2652	baby	The annual report has been my baby since September.	Stand up for yourself-don't be such a baby!	0	5273|65	30	38	34	42
2653	baby	The annual report has been my baby since September.	Hey baby, what are you doing later?	0	5273|4201	30	4	34	8
2654	baby	The baby of the family.	When is your baby due?	0	5314|3094	4	13	8	17
2655	face	To face the front of a coat, or the bottom of a dress.	An enormous dilemma faces us.	0	210|2503	3	20	7	25
2656	face	He's always stuffing his face with chips.	Put a big sign on each face of the building that can be seen from the road.	0	276|661	25	23	29	27
2657	face	He's always stuffing his face with chips.	She wanted to wipe him off the face of the earth.	0	276|1475	25	31	29	35
2658	face	He's always stuffing his face with chips.	They climbed the north face of the mountain.	0	276|3999	25	23	29	27
2659	face	She wanted to wipe him off the face of the earth.	She has a pretty face.	0	615|995	31	17	35	21
2660	face	She wanted to wipe him off the face of the earth.	I wish I had seen the look on his face when he got the news.	0	615|4151	31	34	35	38
2661	face	Dew dripped from the face of the leaf.	An angry face.	0	661|2215	21	9	25	13
2662	face	An angry face.	She wanted to wipe him off the face of the earth.	0	779|1475	9	31	13	35
2663	face	An angry face.	They climbed the north face of the mountain.	0	779|3999	9	23	13	27
2664	face	He managed to show a bold face despite his embarrassment.	Why the sad face?	0	1245|3658	26	12	30	16
2665	face	He managed to show a bold face despite his embarrassment.	The face of the city is changing.	1	1245|1877	26	4	30	8
2666	face	Dew dripped from the face of the leaf.	He washed his face.	0	1475|615	21	14	25	18
2667	face	Why the sad face?	She has a pretty face.	0	1589|4754	12	17	16	21
2668	face	I wish I had seen the look on his face when he got the news.	The face of this company.	0	1833|1877	34	4	38	8
2669	face	I wish I had seen the look on his face when he got the news.	He managed to show a bold face despite his embarrassment.	0	1833|3271	34	26	38	30
2670	face	The face of the city is changing.	Why the sad face?	0	1877|3658	4	12	8	16
2671	face	The face of the city is changing.	She has a pretty face.	0	2604|995	4	17	8	21
2672	face	The face of the city is changing.	I wish I had seen the look on his face when he got the news.	0	2604|4151	4	34	8	38
2673	face	Put a big sign on each face of the building that can be seen from the road.	He washed his face.	0	3159|615	23	14	27	18
2674	face	Put a big sign on each face of the building that can be seen from the road.	Dew dripped from the face of the leaf.	1	3159|1475	23	21	27	25
2675	face	Put a big sign on each face of the building that can be seen from the road.	They climbed the north face of the mountain.	1	3159|5097	23	23	27	27
2676	face	They climbed the north face of the mountain.	The face of this company.	0	3224|1877	23	4	27	8
2677	face	They climbed the north face of the mountain.	He managed to show a bold face despite his embarrassment.	0	3224|3271	23	26	27	30
2678	face	Dew dripped from the face of the leaf.	The face of the city is changing.	0	3999|3224	21	4	25	8
2679	face	He washed his face.	The face of the city is changing.	0	4151|1833	14	4	18	8
2680	face	He washed his face.	He looked out at a roomful of faces.	0	4151|5047	14	30	18	35
2681	face	He washed his face.	Why the sad face?	0	4151|1589	14	12	18	16
2682	face	They climbed the north face of the mountain.	Dew dripped from the face of the leaf.	1	4599|661	23	21	27	25
2683	face	They climbed the north face of the mountain.	An angry face.	0	4599|2215	23	9	27	13
2684	face	She has a pretty face.	The face of the city is changing.	0	4754|1833	17	4	21	8
2685	face	She has a pretty face.	He looked out at a roomful of faces.	0	4754|5047	17	30	21	35
2686	face	She has a pretty face.	Why the sad face?	0	4754|1589	17	12	21	16
2687	face	She has a pretty face.	He washed his face.	1	4754|4151	17	14	21	18
2688	face	They climbed the north face of the mountain.	He washed his face.	0	5097|615	23	14	27	18
2689	compare	This car does not compare with our line of Mercedes.	We compared notes after we had both seen the movie.	0	2092|1199	18	3	25	11
2690	compare	This car does not compare with our line of Mercedes.	John compared his haircut to his friend's.	0	2092|2457	18	5	25	13
2691	pursuit	The pursuit of love.	The culprit started to run and the cop took off in pursuit.	0	131|3755	4	51	11	58
2692	worry	I'm afflicted by worry throughout the night.	His worry over the prospect of being fired.	1	3281|1509	17	4	22	9
2693	hegemony	To say they have priority is not to say they have complete hegemony.	The consolidation of the United States' hegemony over a new international economic system.	1	866|2508	59	40	67	48
2694	cover	Cover her face with a handkerchief.	Cover the grave with flowers.	1	1415|1755	0	0	5	5
2695	cover	Cover her face with a handkerchief.	The grant doesn't cover my salary.	0	1415|4006	0	18	5	23
2696	cover	Cover her face with a handkerchief.	When the pot comes to a boil, cover it and reduce the heat to medium.	0	1415|5214	0	30	5	35
2697	cover	Cover the child with a blanket.	Cover her face with a handkerchief.	1	1755|3149	0	0	5	5
2698	cover	Cover the child with a blanket.	She covered herself with glory.	0	1755|3348	0	4	5	11
2699	cover	Cover the child with a blanket.	The insurance won't cover this.	0	1755|5046	0	20	5	25
2700	cover	Cover the grave with flowers.	Count the cash in the drawer twice just to cover yourself.	0	3149|10	0	43	5	48
2701	cover	Cover the grave with flowers.	Cover the child with a blanket.	1	3149|1415	0	0	5	5
2702	cover	Cover the grave with flowers.	This should cover everyone in the group.	0	3149|2064	0	12	5	17
2703	cover	Cover the grave with flowers.	The period covered the turn of the century.	0	3149|2486	0	11	5	18
2704	cover	Cover the grave with flowers.	The female covers the eggs.	0	3149|5338	0	11	5	17
2705	cover	The grant doesn't cover my salary.	Cover the grave with flowers.	0	4006|1755	18	0	23	5
2706	cover	The grant doesn't cover my salary.	Cover her face with a handkerchief.	0	4006|1415	18	0	23	5
2707	cover	Does my policy cover accidental loss?	He covered left field.	0	4686|3720	15	3	20	10
2708	cover	Does my policy cover accidental loss?	Cover the grave with flowers.	0	4686|5046	15	0	20	5
2709	cover	Cover the grave with flowers.	Does my policy cover accidental loss?	0	5046|4686	0	15	5	20
2710	cover	When the pot comes to a boil, cover it and reduce the heat to medium.	Cover the grave with flowers.	0	5214|1755	30	0	35	5
2711	cover	When the pot comes to a boil, cover it and reduce the heat to medium.	Cover her face with a handkerchief.	0	5214|1415	30	0	35	5
2712	know	Do you know my sister?	We know this movie.	1	73|222	7	3	11	7
2713	know	Do you know my sister?	This flower is known as a Peruvian Lily.	1	73|1159	7	15	11	20
2714	know	I know him under a different name.	Do you know my sister?	1	222|2499	2	7	6	11
2715	know	I know him under a different name.	Adam knew Eve.	0	222|5384	2	5	6	9
2716	know	I know him under a different name.	She doesn't know this composer.	1	222|4650	2	12	6	16
2717	know	She doesn't know this composer.	This flower is known as a Peruvian Lily.	1	390|1159	12	15	16	20
2718	know	She doesn't know this composer.	Do you know my sister?	1	390|73	12	7	16	11
2719	know	It is vital that he not know.	I know that the President lied to the people.	1	904|2122	24	2	28	6
2720	know	It is vital that he not know.	I know it's time.	1	904|4286	24	2	28	6
2721	know	I know that the President lied to the people.	He knows about 19th century politics.	1	1782|3661	2	3	6	8
2722	know	We know this movie.	I know him under a different name.	1	2499|73	3	2	7	6
2723	know	We know this movie.	She doesn't know this composer.	1	2499|1798	3	12	7	16
2724	know	I know it's time.	I want to know who is winning the game!	1	2787|1296	2	10	6	14
2725	know	I know it's time.	I know that the President lied to the people.	1	2787|1668	2	2	6	6
2726	know	I want to know who is winning the game!	It is vital that he not know.	1	3922|2787	10	24	14	28
2727	know	I want to know who is winning the game!	He knows about 19th century politics.	1	3922|3661	10	3	14	8
2728	know	I want to know who is winning the game!	She knew of our plan.	1	3922|4286	10	4	14	8
2729	know	I want to know who is winning the game!	I know that the President lied to the people.	1	3922|1782	10	2	14	6
2730	know	She doesn't know this composer.	Adam knew Eve.	0	4650|5384	12	5	16	9
2731	integrity	The integrity of the nervous system is required for normal development.	He expects to find in us the common honesty and integrity of men of business.	0	3387|4367	4	48	13	57
2732	dresser	He's a meticulous dresser.	He's a very snappy dresser.	1	3067|869	18	19	25	26
2733	picture	They could still receive the sound but the picture was gone.	The very picture of a modern general.	0	477|4381	43	9	50	16
2734	picture	The author gives a depressing picture of life in Poland.	He described his mental picture of his assailant.	0	1567|2094	30	24	37	31
2735	picture	She was the picture of despair.	The political picture is favorable.	0	4381|1362	12	14	19	21
2736	pain	The pain of loneliness.	Your mother is a right pain.	0	790|4099	4	23	8	27
2737	pain	The patient developed severe pain and distension.	Your mother is a right pain.	0	1377|4099	29	23	33	27
2738	pain	Your mother is a right pain.	The pain of loneliness.	0	4099|790	23	4	27	8
2739	pain	Your mother is a right pain.	The patient developed severe pain and distension.	0	4099|1377	23	29	27	33
2740	poison	Gossip is a malicious poison.	We used a poison to kill the weeds.	0	1332|4834	22	10	28	16
2741	poison	This mushrooms can poison.	Poison the atmosphere in the office.	0	2546|3192	19	0	25	6
2742	poison	Poison the atmosphere in the office.	This mushrooms can poison.	0	3192|2546	0	19	6	25
2743	poison	We used a poison to kill the weeds.	Gossip is a malicious poison.	0	4834|1332	10	22	16	28
2744	open	Vermont will open elk hunting season next week.	The door opened.	0	4114|823	13	9	17	15
2745	head	His horse won by a head.	Tickets are $5 per head.	0	5|99	19	19	23	23
2746	head	His horse won by a head.	A head of cauliflower.	0	5|4249	19	2	23	6
2747	head	At five years of age this head of cattle is worth perhaps $40.	200 head of cattle.	1	91|1095	26	4	30	8
2748	head	At five years of age this head of cattle is worth perhaps $40.	200 head of cattle and 50 head of horses.	1	91|2287	26	4	30	8
2749	head	At five years of age this head of cattle is worth perhaps $40.	A reduction in the assessment per head of sheep.	1	91|2694	26	34	30	38
2750	head	At five years of age this head of cattle is worth perhaps $40.	Under the head of minor Roman poets.	0	91|2669	26	10	30	14
2751	head	At five years of age this head of cattle is worth perhaps $40.	12 head of big cattle and 14 head of branded calves.	1	91|4127	26	3	30	7
2752	head	Tickets are $5 per head.	His horse won by a head.	0	99|5	19	19	23	23
2753	head	The head of the compass needle is pointing due north.	200 head of cattle and 50 head of horses.	0	189|531	4	4	8	8
2754	head	The head of the compass needle is pointing due north.	At five years of age this head of cattle is worth perhaps $40.	0	189|533	4	26	8	30
2755	head	The head of the compass needle is pointing due north.	A reduction in the assessment per head of sheep.	0	189|1956	4	34	8	38
2756	head	The head of the compass needle is pointing due north.	12 head of big cattle and 14 head of branded calves.	0	189|4466	4	3	8	7
2757	head	The head of the compass needle is pointing due north.	They shot 20 head of quail.	0	189|1095	4	13	8	17
2758	head	200 head of cattle.	A head of steam.	0	531|4010	4	2	8	6
2759	head	200 head of cattle.	They shot 20 head of quail.	1	531|2287	4	13	8	17
2760	head	200 head of cattle.	They say he gives good head.	0	531|4964	4	23	8	27
2761	head	The head of the list.	She gave great head.	0	936|2490	4	15	8	19
2762	head	The head of the list.	The head of the page.	1	936|1223	4	4	8	8
2763	head	A reduction in the assessment per head of sheep.	They shot 20 head of quail.	1	938|91	34	13	38	17
2764	head	A reduction in the assessment per head of sheep.	200 head of cattle.	1	938|533	34	4	38	8
2765	head	A reduction in the assessment per head of sheep.	12 head of big cattle and 14 head of branded calves.	1	938|1535	34	3	38	7
2766	head	They shot 20 head of quail.	At five years of age this head of cattle is worth perhaps $40.	1	1095|533	13	26	17	30
2767	head	They shot 20 head of quail.	This song keeps going through my head.	0	1095|3570	13	33	17	37
2768	head	They shot 20 head of quail.	12 head of big cattle and 14 head of branded calves.	1	1095|4466	13	3	17	7
2769	head	They shot 20 head of quail.	The head of the compass needle is pointing due north.	0	1095|189	13	4	17	8
2770	head	Tickets are $5 per head.	Under the head of minor Roman poets.	0	1153|4390	19	10	23	14
2771	head	The head of the page.	She gave great head.	0	1223|2490	4	15	8	19
2772	head	12 head of big cattle and 14 head of branded calves.	200 head of cattle.	1	1535|533	3	4	7	8
2773	head	They say he gives good head.	The head of the stairs.	0	1653|936	23	4	27	8
2774	head	They say he gives good head.	The head of the page.	0	1653|4225	23	4	27	8
2775	head	200 head of cattle.	He was at the head of the column.	0	1956|429	4	14	8	18
2776	head	200 head of cattle.	The head of the page.	0	1956|4994	4	4	8	8
2777	head	12 head of big cattle and 14 head of branded calves.	He was at the head of the column.	0	2119|429	3	14	7	18
2778	head	12 head of big cattle and 14 head of branded calves.	The head of the page.	0	2119|4994	3	4	7	8
2779	head	They shot 20 head of quail.	A head of steam.	0	2287|4010	13	2	17	6
2780	head	They shot 20 head of quail.	They say he gives good head.	0	2287|4964	13	23	17	27
2781	head	They were at the head of the attack.	Matters came to a head yesterday.	0	2344|4625	17	18	21	22
2782	head	The head of the stairs.	They say he gives good head.	0	2490|5401	4	23	8	27
2783	head	Under the head of minor Roman poets.	200 head of cattle.	0	2669|1095	10	4	14	8
2784	head	Under the head of minor Roman poets.	200 head of cattle and 50 head of horses.	0	2669|2287	10	4	14	8
2785	head	Under the head of minor Roman poets.	A reduction in the assessment per head of sheep.	0	2669|2694	10	34	14	38
2786	head	Under the head of minor Roman poets.	At five years of age this head of cattle is worth perhaps $40.	0	2669|91	10	26	14	30
2787	head	Under the head of minor Roman poets.	12 head of big cattle and 14 head of branded calves.	0	2669|4127	10	3	14	7
2788	head	They shot 20 head of quail.	He was at the head of the column.	0	2694|429	13	14	17	18
2789	head	They shot 20 head of quail.	The head of the page.	0	2694|4994	13	4	17	8
2790	head	I've got to go to the head.	I couldn't get his words out of my head.	0	2837|4556	22	35	26	39
2791	head	The beer had a large head of foam.	Tickets are $5 per head.	0	3211|4903	21	19	25	23
2792	head	200 head of cattle.	I couldn't get his words out of my head.	0	3570|4556	4	35	8	39
2793	head	Be careful when you pet that dog on the head; it may bite.	Under the head of minor Roman poets.	0	3913|4390	40	10	44	14
2794	head	12 head of big cattle and 14 head of branded calves.	A head of steam.	0	4016|4010	3	2	7	6
2795	head	12 head of big cattle and 14 head of branded calves.	They say he gives good head.	0	4016|4964	3	23	7	27
2796	head	12 head of big cattle and 14 head of branded calves.	Under the head of minor Roman poets.	0	4127|2669	3	10	7	14
2797	head	The head of the page.	I've got to go to the head.	0	4225|497	4	22	8	26
2798	head	The head of the page.	They say he gives good head.	0	4225|1653	4	23	8	27
2799	head	A head of cauliflower.	His horse won by a head.	0	4249|5	2	19	6	23
2800	head	A head of cauliflower.	I've got to go to the head.	0	4316|2429	2	22	6	26
2801	head	He stuck his head out the window.	We will consider performance issues under the head of future improvements.	0	4317|3913	13	46	17	50
2802	head	We will consider performance issues under the head of future improvements.	They tracked him back toward the head of the stream.	0	4390|18	46	33	50	37
2803	head	We will consider performance issues under the head of future improvements.	The head of the hammer.	0	4390|1472	46	4	50	8
2804	head	We will consider performance issues under the head of future improvements.	They shot 20 head of quail.	0	4390|2669	46	13	50	17
2805	head	200 head of cattle.	The office was full of secret heads.	0	4466|1100	4	30	8	35
2806	head	I couldn't get his words out of my head.	The head of the whole operation.	0	4556|1169	35	4	39	8
2807	head	I couldn't get his words out of my head.	I've got to go to the head.	0	4556|2837	35	22	39	26
2808	head	I couldn't get his words out of my head.	200 head of cattle.	0	4556|3570	35	4	39	8
2809	head	The head of a comet.	They say he gives good head.	0	4577|5401	4	23	8	27
2810	head	200 head of cattle and 50 head of horses.	They shot 20 head of quail.	1	4601|91	4	13	8	17
2811	head	200 head of cattle and 50 head of horses.	200 head of cattle.	1	4601|533	4	4	8	8
2812	head	200 head of cattle and 50 head of horses.	A reduction in the assessment per head of sheep.	1	4601|938	4	34	8	38
2813	head	200 head of cattle and 50 head of horses.	12 head of big cattle and 14 head of branded calves.	1	4601|1535	4	3	8	7
2814	head	Matters came to a head yesterday.	They were at the head of the attack.	0	4625|2344	18	17	22	21
2815	head	Admission is three dollars a head.	He is two heads taller than his little sister.	0	4903|99	29	10	33	15
2816	head	Admission is three dollars a head.	We will consider performance issues under the head of future improvements.	0	4903|1153	29	46	33	50
2817	head	They say he gives good head.	At five years of age this head of cattle is worth perhaps $40.	0	4964|4601	23	26	27	30
2818	head	They say he gives good head.	200 head of cattle.	0	4964|531	23	4	27	8
2819	head	They say he gives good head.	They shot 20 head of quail.	0	4964|2287	23	13	27	17
2820	head	They say he gives good head.	12 head of big cattle and 14 head of branded calves.	0	4964|4016	23	3	27	7
2821	head	They say he gives good head.	A reduction in the assessment per head of sheep.	0	4964|5092	23	34	27	38
2822	head	The head of the page.	At five years of age this head of cattle is worth perhaps $40.	0	4994|938	4	26	8	30
2823	head	The head of the page.	200 head of cattle and 50 head of horses.	0	4994|5092	4	4	8	8
2824	head	The head of the page.	200 head of cattle.	0	4994|1956	4	4	8	8
2825	head	The head of the page.	12 head of big cattle and 14 head of branded calves.	0	4994|2119	4	3	8	7
2826	head	The head of the page.	They shot 20 head of quail.	0	4994|2694	4	13	8	17
2827	head	A reduction in the assessment per head of sheep.	A head of steam.	0	5092|4010	34	2	38	6
2828	head	A reduction in the assessment per head of sheep.	They say he gives good head.	0	5092|4964	34	23	38	27
2829	head	She gave great head.	The head of the list.	0	5401|1653	15	4	19	8
2830	head	She gave great head.	200 head of cattle and 50 head of horses.	0	5401|4964	15	4	19	8
2831	advance	To advance the ripening of fruit.	We are advancing technology every day.	0	2839|2188	3	7	10	16
2832	advance	To advance the ripening of fruit.	Can you advance me some money?	0	2839|2905	3	8	10	15
2833	advance	Can you advance me some money?	To advance the ripening of fruit.	0	2905|2839	8	3	15	10
2834	keep	The family's fortune waned and they could not keep their household staff.	I can not keep track of all my employees.	0	283|809	46	10	50	14
2835	keep	The family's fortune waned and they could not keep their household staff.	The pianist kept time with the metronome.	0	283|877	46	12	50	16
2836	keep	Keep potatoes fresh.	Keep count.	0	302|809	0	0	4	4
2837	keep	Keep count.	We kept to the original conditions of the contract.	0	362|52	0	3	4	7
2838	keep	Keep count.	She never keeps her promises.	0	362|4032	0	10	4	15
2839	keep	Keep count.	I keep my specimens under glass to protect them.	0	809|3460	0	2	4	6
2840	keep	Keep count.	Keep potatoes fresh.	0	809|302	0	0	4	4
2841	keep	Keep count.	Can I keep my old stuffed animals?	0	809|3657	0	6	4	10
2842	keep	I keep my specimens under glass to protect them.	Can I keep my old stuffed animals?	0	829|4368	2	6	6	10
2843	keep	Keep potatoes fresh.	Keep a diary.	0	1000|4292	0	0	4	4
2844	keep	Keep my job for me while I give birth.	Keep notes.	0	1011|4292	0	0	4	4
2845	keep	Keep open the possibility of a merger.	Keep a diary.	0	1228|1011	0	0	4	4
2846	keep	Keep open the possibility of a merger.	The students keep me on my toes.	0	1228|2312	0	13	4	17
2847	keep	Keep open the possibility of a merger.	I keep my specimens under glass to protect them.	0	1228|1743	0	2	4	6
2848	keep	Keep open the possibility of a merger.	Our grant has run out and we can not keep you on.	0	1473|1601	0	37	4	41
2849	keep	Our grant has run out and we can not keep you on.	Keep my job for me while I give birth.	0	1601|4772	37	0	41	4
2850	keep	Our grant has run out and we can not keep you on.	Keep open the possibility of a merger.	0	1601|1473	37	0	41	4
2851	keep	I keep my specimens under glass to protect them.	Keep open the possibility of a merger.	0	1743|1228	2	0	6	4
2852	keep	I keep my specimens under glass to protect them.	Keep my seat, please.	0	1743|4772	2	0	6	4
2853	keep	There's little to earn and many to keep.	I can not keep track of all my employees.	0	2204|809	35	10	39	14
2854	keep	There's little to earn and many to keep.	The pianist kept time with the metronome.	0	2204|877	35	12	39	16
2855	keep	Keep food for a week in the pantry.	Keep appointments.	0	2871|4032	0	0	4	4
2856	keep	Keep notes.	Keep my job for me while I give birth.	0	3374|1228	0	0	4	4
2857	keep	Keep notes.	Keep my seat, please.	0	3374|1473	0	0	4	4
2858	keep	I can not keep track of all my employees.	Keep smiling.	0	3460|829	10	0	14	4
2859	keep	I can not keep track of all my employees.	Keep on working!	0	3460|1945	10	0	14	4
2860	keep	The family's fortune waned and they could not keep their household staff.	Keep my seat, please.	0	3500|1601	46	0	50	4
2861	keep	The family's fortune waned and they could not keep their household staff.	We kept the work going as long as we could.	1	3500|1603	46	3	50	7
2862	keep	Can I keep my old stuffed animals?	Keep count.	0	3657|809	6	0	10	4
2863	keep	Keep appointments.	Keep food for a week in the pantry.	0	4032|2871	0	0	4	4
2864	keep	Keep appointments.	Can I keep my old stuffed animals?	0	4032|4359	0	6	4	10
2865	keep	Keep food for a week in the pantry.	Keep smiling.	0	4208|829	0	0	4	4
2866	keep	Keep food for a week in the pantry.	Keep on working!	0	4208|1945	0	0	4	4
2867	keep	Can I keep my old stuffed animals?	Keep appointments.	0	4359|4032	6	0	10	4
2868	keep	Can I keep my old stuffed animals?	I keep my specimens under glass to protect them.	0	4368|829	6	2	10	6
2869	keep	Keep my seat, please.	Keep a diary.	0	4772|1011	0	0	4	4
2870	keep	Keep my seat, please.	The students keep me on my toes.	0	4772|2312	0	13	4	17
2871	keep	Keep my seat, please.	Keep open the possibility of a merger.	1	4772|1228	0	0	4	4
2872	keep	Keep my seat, please.	I keep my specimens under glass to protect them.	0	4772|1743	0	2	4	6
2873	subject	Teachers should be well trained in their subject.	A moving picture of a train is more dramatic than a still picture of the same subject.	0	932|2929	41	78	48	85
2874	grave	He put flowers on his mother's grave.	From cradle to grave.	0	4897|5265	31	15	36	20
2875	grave	From cradle to grave.	He put flowers on his mother's grave.	0	5265|4897	15	31	20	36
2876	wall	A wall of prejudice.	Negotiations ran into a brick wall.	1	1271|3174	2	30	6	34
2877	wall	A wall of water.	The walls were covered with pictures.	0	1550|1179	2	4	6	9
2878	wall	A wall of water.	We're adding another wall in this room during the remodeling.	0	1550|1980	2	21	6	25
2879	wall	We're adding another wall in this room during the remodeling.	The south wall had a small window.	1	2748|1179	21	10	25	14
2880	wall	The south wall had a small window.	A wall of smoke.	0	4026|1271	10	2	14	6
2881	wall	The south wall had a small window.	A wall of water.	0	4026|4649	10	2	14	6
2882	wall	The south wall had a small window.	Negotiations ran into a brick wall.	0	4026|4842	10	30	14	34
2883	wall	A wall of water.	A wall of smoke.	1	4608|3174	2	2	6	6
2884	wall	A wall of water.	A wall of prejudice.	1	4608|4842	2	2	6	6
2885	wall	A wall of water.	The walls of the cylinder were perforated.	0	4608|5014	2	4	6	9
