index	index	label	sentence1	sentence2
3383	3383	1	Elsewhere , European stocks slipped from their highs but stayed within a few points of year highs .	Elsewhere , European stocks were barely changed but within a few points of year highs .
3384	3384	1	The only other JI member to reveal similar information is Omar al Faruq , now held by the United States at a secret location .	The only other JI member to reveal similar information is Omar al Faruq , now held at a secret location by the United States .
3385	3385	0	His lack of co-operation was allowing other JI operatives to remain at large , where they threatened further terrorist acts , Mr Dila said .	His lack of co-operation was allowing other Jemaah Islamiah fugitives to remain at large , Mr Dila told the court .
3386	3386	1	""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Mr Sharon said ."	""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Israeli Prime Minister Ariel Sharon said after Tuesday 's meeting ."
3387	3387	1	Security assessments of these facilities should take place every three years .	Random testing of security procedures should also take place .
3388	3388	1	But the officials later revised the numbers and said about 250 had been arrested at some 60 stores .	Two officials initially said about 300 workers had been arrested at 61 stores in 21 states .
3389	3389	0	""" He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it , "" she said ."	""" He really left us with a smile on his face and no last words , "" daughter Linda Hope said ."
3390	3390	1	As frequently happens to a company making a major acquisition , PeopleSoft 's shares dropped in Monday 's trading , decreasing 87 cents to $ 15.52 on the Nasdaq Stock Market .	As frequently happens to a company making a major acquisition , PeopleSoft 's shares dropped during yesterday 's trading , decreasing $ 1.42 to close at $ 14.97 .
3391	3391	1	The largest number of arrests , about 400 , were on charges of manufacturing or distributing child pornography on the Internet .	About 400 of those taken into custody were charged with manufacturing or distributing child pornography on the Internet .
3392	3392	0	""" The whole thing is a travesty , "" fumed Brent Newbury , president of the Rockland County Patrolmen 's Benevolent Association ."	""" I 'm disgusted , physically sick in the stomach , "" said Brent Newbury , president of the Rockland County Patrolmen 's Benevolent Association ."
3393	3393	1	One Republican flier cited a 3.8 percent increase in the S & P 500 stock index since passage of the tax cuts in May .	One Republican sent out a flier this week citing a 3.8-percent increase in the S & P 500 stock index since passage of the tax cuts in May .
3394	3394	1	P & G officials decided it would be wiser to split the contracts to avoid reliance on a sole contractor .	P & G officials later concluded that the better approach was to split up the contracts to avoid reliance on just one contractor .
3395	3395	1	Under a deal with General Electric 's NBC , Vivendi 's film and TV business would merge with NBC 's broadcast network , Spanish- language network and cable channels including CNBC and Bravo .	Under the NBC proposal , Vivendi would merge its U.S. film and TV business with NBC 's broadcast network , Spanish-language network and cable channels including CNBC and Bravo .
3396	3396	1	Belgium said yesterday that it has decided to scrap a war crimes law used to launch cases against President Bush and Prime Minister Ariel Sharon of Israel .	Belgium said Saturday it has decided to scrap a controversial war crimes law which has seen cases launched against President Bush and Israeli Prime Minister Ariel Sharon .
3397	3397	1	""" Savage made an extremely inappropriate comment and the decision to cancel the program was not difficult , "" MSNBC spokesman Jeremy Gaines said ."	""" His comments were extremely inappropriate and the decision was an easy one , "" MSNBC spokesman Jeremy Gaines said ."
3398	3398	1	Already , China 's moves are sending ripples through the region .	Already , the impact of Chinas moves is sending ripples through the region .
3399	3399	1	Parsons held engineering management positions at three space centers before being named director of the Stennis center last August .	He also had management jobs at three space centers before being named director of Stennis .
3400	3400	1	Chi-Chi 's has agreed to keep the restaurant closed until Jan. 2 -- two months after it voluntarily closed when the disease was first reported .	Chi-Chi 's has agreed to keep the restaurant closed until Jan. 2 - two months after it voluntarily closed following initial reports of the disease .
3401	3401	1	The Commerce Department imposed a 44.71 percent tariff on dynamic random access memory semiconductors , or DRAMS , made by Hynix Semiconductor Inc .	The Commerce ruling Tuesday will impose a 44.71 percent tariff on dynamic random access memory semiconductors ( DRAMS ) made by Hynix Semiconductor Inc .
3402	3402	0	Nationally , the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile , including 284 deaths .	The U.S. Centers for Disease Control and Prevention has been gathering information on suspect cases .
3403	3403	1	Mattel shares were down 1.5 percent in early afternoon trading on the New York Stock Exchange .	Shares of Mattel were down 13 cents to $ 19.72 on the New York Stock Exchange .
3404	3404	0	Both shooting victims were rushed to Brookdale University Hospital Medical Center , where they died a short time later .	Both were declared dead about 6 p.m. at Brookdale University Hospital and Medical Center .
3405	3405	0	DVD music took off , accounting for more than five percent of sales , and legitimate online music broadened its reach .	In terms of format , DVD music took off while legitimate online music broadened its reach , the IFPI said .
3406	3406	1	Malvo was in the courtroom for about two minutes yesterday to allow a prosecution witness to identify him .	Malvo was brought into the courtroom for about two minutes Monday so a witness could identify him .
3407	3407	0	GM , the world 's largest automaker , has 115,000 active UAW workers and 340,000 retirees and spouses .	They cover more than 300,000 UAW workers and 500,000 retirees and spouses .
3408	3408	1	The hospital has been guarded by more than a dozen undercover police and military intelligence officers , said officials .	The hospital where she is staying is being guarded by about a dozen undercover police and military intelligence officers .
3409	3409	0	A three-judge panel of the 8th U.S. Circuit Court of Appeals in St. Louis overturned a ruling issued last year that supported the ordinance .	A three-judge panel of the 11th U.S. Circuit Court of Appeals ruled late Friday that the small size , limited use and secular purpose make the image legitimate .
3410	3410	1	In an interview , Ms. Healey , who is a criminologist , said many lawmakers here and across the country shared a wariness toward capital punishment .	In an interview , Healey , who is a criminologist , acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment .
3411	3411	0	The Columbia Accident Investigation Board has placed the blame for the accident squarely on Nasa .	Today , the Columbia Accident Investigation Board will issue its findings on what caused the accident .
3412	3412	0	""" Our policies are well-known and I 'm not aware of any changes in policy ."	""" I 'm not aware of any changes in policy - we have contacts with them , they will continue . """
3413	3413	1	Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $ 11,000 per call .	Telemarketers who call listed numbers could face FCC fines of up to $ 120,000 .
3414	3414	1	The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry .	The compensation committee will prohibit securities industry directors from sitting on it .
3415	3415	1	Immediately after the small explosion , people portraying victims stumbled amid the wreckage as fire trucks and other emergency vehicles converged .	"Immediately after the blast , people portraying some of the 150 "" victims "" stumbled amid the wreckage as emergency vehicles converged on the scene ."
3416	3416	1	""" I think we are at a seminal moment in the history of this agency , "" he said ."	""" This is , I think , a very seminal moment in our agency 's history , "" Mr O 'Keefe said ."
3417	3417	1	British military police have also been taking statements from 30 of the women who have made the allegations .	British police claim they have been taking statements from more than 30 of the women .
3418	3418	1	A group of investors said Friday it wants to start a television network aimed at the interests of an estimated 8 million Muslims living in the United States .	A group of investors wants to start a TV network aimed at the estimated 8 million Muslims living in the United States .
3419	3419	1	"In early December , immigration inspectors at Hartsfield will be able to match the fingerprints to the federal government 's computerized "" watch lists , "" Williams said ."	"He said that in early December , immigration inspectors at Hartsfield will be able to match the fingerprints to the federal government 's computerized "" watch lists . """
3420	3420	0	Derrick Todd Lee , 34 , is shown in this photo released by the police in Baton Rouge , Monday .	Derrick Todd Lee is helped from a plane in Baton Rouge , Wednesday .
3421	3421	1	They also said the rule will improve the reliability of the nation 's electrical system , which is needed after last week 's massive power blackout .	They also said the rule will make the nation 's electrical system more reliable -- a high-profile issue after last week 's massive power blackout .
3422	3422	1	Sanchez de Lozada promised a referendum on the gas project , a reform of energy laws and constitutional changes .	Sanchez de Lozada promised a referendum on a controversial gas project , a reform of a free market energy law and constitutional reforms .
3423	3423	1	They were there to honor Brick , who died Tuesday battling a four-alarm blaze in an upper Manhattan warehouse .	Yesterday , this honor was given to Firefighter Thomas C. Brick , who died last Tuesday battling a fire in an Upper Manhattan warehouse .
3424	3424	1	To settle the charges , Mr. Tyrer agreed to surrender $ 1.06 million in trading profits and $ 342,195 in interest .	In the settlement , Tyrer agreed to pay $ US1.06 million in allegedly ill-gotten trading profits and $ US342,195 in interest , the SEC said .
3425	3425	1	The agency said it had no plans to release the name of the teenager involved because he was a minor .	The agency said it would not release the name of the 17-year-old involved because he is a minor .
3426	3426	0	Khatami , who arrived in Beirut Monday , was also to visit Syria , Yemen and Bahrain .	He was also expected to visit Yemen and Bahrain during his tour of the region .
3427	3427	0	Besides a federal judge , the criticism has mounted from environmentalists , the Miccosukee Tribe , some scientists and some congressional leaders .	Opposition to the bill has come from environmentalists , the Miccosukee Tribe , some scientists and members of Congress .
3428	3428	0	Hoffine drove to the home of a friend and told her what he had done before allowing the woman and her daughter to leave , Hurley said .	After the shooting , Hoffine fled to the nearby home of a friend , and allowed her and her daughter to leave .
3429	3429	0	On Tuesday , he picked up the endorsement of the United Steelworkers of America .	He gave a surprisingly impassioned speech to the United Steelworkers of America , who announced their endorsement yesterday .
3430	3430	1	Merrill Lynch did not admit to wrongdoing in the accord .	Merrill neither admitted to nor denied wrongdoing in the accord .
3431	3431	1	Marshall demonstrated his preference for results over rhetoric in preparing the Civil Rights Act that was passed in November 1964 .	Mr. Marshall demonstrated a preference for results over rhetoric in preparing the Civil Rights Act .
3432	3432	1	The FTC decision is viewed as the final leg in a longstanding legal saga that has dragged on for years .	The FTC judge is set to render a decision on Dec. 18 , which is viewed as the final chapter of a long-standing legal saga that 's dragged on for years .
3433	3433	0	The lawmakers expected to arrive in Pyongyang on Friday and leave Sunday for South Korea .	The lawmakers were departing Wednesday and expected to arrive in Pyongyang on Friday .
3434	3434	1	Two other bodies were recovered on Friday from a campground in nearby Devore , where a wall of mud destroyed 32 trailers .	Authorities said the bodies of a man and woman were recovered on Friday from a camping ground in nearby Devore , where a wall of mud destroyed 32 caravans .
3435	3435	1	The Texas congressional delegation now is 17-15 Democratic .	Democrats currently hold a 17-15 advantage in the state 's congressional delegation .
3436	3436	0	Most of the 250 persons living near the disaster site were asleep when the cloudburst took place , the second such incident in three weeks .	He said that most of the 250 persons living near the disaster site were asleep when the cloudburst took place late on Thursday evening .
3437	3437	1	The prizes , from the Albert and Mary Lasker Foundation , will be awarded Friday in New York .	The awards are being announced today by the Albert and Mary Lasker Foundation .
3438	3438	1	Identity theft cost businesses and financial institutions nearly $ 48 billion and consumer victims reported $ 5 billion in out-of-pocket expenses last year , according to the FTC .	According to the survey , last years identity theft losses to businesses and financial institutions totaled nearly $ 48 billion and consumer victims reported $ 5 billion in out-of-pocket expenses .
3439	3439	1	Levi became known for ethical business practices .	The company also became synonymous with ethical business practices .
3440	3440	1	Peterson was almost eight months pregnant when she was reported missing .	Peterson , 27 , was eight months pregnant when she disappeared in the days before Christmas .
3441	3441	1	The FCC said that it won 't request personal identifying information before allowing people to access the wireless network .	At present , the FCC will not request personal identifying information prior to allowing access to the wireless network .
3442	3442	1	The US on Tuesday filed a long-anticipated case in the World Trade Organisation aimed at forcing the European Union to lift its de facto moratorium on genetically modified foods .	The US on Tuesday assembled a coalition of more than a dozen countries to launch a World Trade Organisation case against the European Union 's ban on new genetically modified crops .
3443	3443	1	A U.S. appeals court in New York reinstated perjury charges against a Grossmont College student accused of lying about his knowledge of two of the Sept . 11 hijackers .	A federal appeals court yesterday reinstated perjury charges against a San Diego student accused of lying about his association with 9 / 11 hijackers .
3444	3444	1	Kerr , who won three NBA titles with Chicago and one with the Spurs in 1999 , finished with 12 points , three assists and two rebounds .	Kerr , who won three championships with the Chicago Bulls in the 90 's and one with the Spurs in 1999 , finished with 12 points , 3 assists and 2 rebounds .
3445	3445	0	The two other national rating agencies are waiting to take action .	""" If the other rating agencies also downgrade us .."
3446	3446	1	A Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon .	Another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , the Sandra Tapias .
3447	3447	0	"He greeted the mayor of Miami , Manny Diaz , as "" Alex . """	He caused a stir by misnaming the mayor of Miami , Manny Diaz .
3448	3448	1	Lloyds TSB yesterday confirmed that it had received bids for its National Bank of New Zealand operation .	"Lloyds TSB confirmed on Tuesday it was "" considering its options "" over the sale of its National Bank of New Zealand subsidiary ."
3449	3449	1	It is the highest reading since the index was created in August 1997 .	The reading for both August and July is the best seen since the survey began in August 1997 .
3450	3450	1	McCloskey died Sunday afternoon in his home after a year-long battle with bladder cancer .	Former U.S. Rep. Frank McCloskey , 64 , died this afternoon in his home after a long battle with bladder cancer .
3451	3451	1	Still , bond bulls can take comfort in the fact the Fed has done nothing to dispel market expectations of an easing , either in speeches or through the press .	Instead , bond bulls focus on the fact the Fed has done nothing to dispel market expectations of an easing , either in speeches or through the press .
3452	3452	1	He drove in another run in the fifth inning on a groundout .	He also drove in a run on a groundout against Franklin in the fifth .
3453	3453	1	Moroccan police have arrested 33 suspects , including some linked to the radical Djihad Salafist group , a government official said .	In a series of raids , Moroccan police arrested 33 suspects on Saturday , including some linked to the radical Djihad Salafist group , a senior official said .
3454	3454	1	A jury convicted novelist Michael Peterson Friday of bludgeoning his wife of five years in the stairwell of their home .	Novelist Michael Peterson was convicted Friday of murdering his wife , whose body was found in a pool of blood at the bottom of a staircase in their home .
3455	3455	0	""" But success requires more than American assistance , "" Bush said in the first speech to a joint session of Philippine Congress by a U.S. president since Dwight Eisenhower in 1960 ."	President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .
3456	3456	1	Allied forces have defeated Saddam 's military , moved into his palaces and started to patrol Baghdad .	Allied forces have overthrown the government , moved into Saddam Hussein 's palaces and started to patrol the streets of the capital .
3457	3457	1	They went into the operation on their own free will , ' Reuters quoted their father , Mr Dadollah Bijani , as saying .	"They went into the operations of their own free will , "" their father Dadollah Bijani said ."
3458	3458	1	The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .	The yield on the 3 5 / 8 percent February 2013 note dropped 2 basis points to 3.66 percent .
3459	3459	1	Imagine , one said , what a bullet would do in someone 's brain .	""" Imagine that in someone 's fucking brain , "" Klebold said ."
3460	3460	1	""" Approximately 60 percent of all national advertisers do not yet advertise in Spanish . """	""" Approximately 60 per cent of all national advertisers do not yet advertise in Spanish , "" he said ."
3461	3461	1	Mr Hughes had seen Amrozi 's face on television , the infamous images of the grinning mechanic from east Java .	Previously he had seen the grinning mechanic from east Java only on television .
3462	3462	1	As part of a 2001 agreement to extradite them from Canada , prosecutors agreed not to seek the death penalty .	As part of the agreement to extradite the two best friends from Canada , prosecutors agreed not to seek the death penalty .
3463	3463	1	The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel 's 64-bit Itanium 2 processor .	MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor .
3464	3464	0	The broader Standard & Poor 's 500 Index .SPX added 1.14 points , or 0.12 percent , at 968.14 .	The technology-laced Nasdaq Composite Index .IXIC edged up 2.84 points , or 0.18 percent , at 1,593.59 .
3465	3465	1	""" The question that has to be penetrated is how did 38 visits over two years not rescue these children from slow torture and starvation , "" Ryan said in an interview ."	""" The question that has to be penetrated is , how did 38 visits over 2 years not rescue these children from slow torture and starvation ? """
3466	3466	1	Cindy Cohn , legal director for the Electronic Frontier Foundation , said Monday that section 512 hands too much power to copyright holders .	Cindy Cohn , legal director for the Electronic Frontier Foundation , said that portion of the DMCA gives too much leeway to copyright holders .
3467	3467	1	It supports the Windows CE , Palm , Symbian , and Linux operating systems .	The S3C2440 CPU supports major operating systems including Microsoft Windows CE / Pocket PC , Palm OS , Symbian , and Linux .
3468	3468	1	The transaction will expand Callebaut 's sales revenues from its consumer products business to 45 percent from 23 percent .	The transaction will expand the revenue from Callebaut 's consumer products business to 45 percent of total sales from 23 percent .
3469	3469	1	A law enforcement source in Palm Beach County , where Limbaugh owns a $ 24 million oceanfront mansion , said last week that Limbaugh 's drug use is still under investigation .	Meanwhile , law enforcement officials in Palm Beach County , Fla . , where Limbaugh owns a $ 24 million mansion , said his drug use is under investigation .
3470	3470	1	State Rep. Ron Wilson , a Houston Democrat , joined nine Republicans in approving the bill Saturday .	State Rep. Ron Wilson , D-Houston , joined committee Republicans in voting for the map .
3471	3471	1	The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .	State unemployment last month stood at 6.4 percent , down from a revised 6.7 percent in August .
3472	3472	0	The supermarket chains have used managers and replacement workers to keep their stores open , often at reduced hours .	The three chains have replaced most of the 70,000 striking workers with temporary employees to keep their stores open .
3473	3473	1	Some people trapped in a burning high-rise building in Chicago 's Loop business district frantically dialed 911 for help in escaping the smoke-filled staircases and hallways , officials said .	Government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smoke-filled staircases and hallways , officials said .
3474	3474	0	The eventual conference between House and Senate tax writers promises to be intense and possibly rocky , even though all the principals will be Republicans .	Because of the distance between the two chambers , the eventual conference between House and Senate tax writers promises to be intense and possibly rocky .
3475	3475	1	""" Their groundbreaking contributions commercialise technologies , create jobs , improve productivity and stimulate the nation 's growth and development , "" it said ."	"Their groundbreaking contributions commercialize technologies , create jobs , improve productivity and stimulate the nation 's growth and development . """
3476	3476	0	The company 's goal is to offer wireless service at several hundred restaurants by year 's end .	Oak Brook , IL-based McDonalds is expected to launch several hundred restaurants by year 's end .
3477	3477	1	In a statement , Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17 .	The dividend , the company 's second this calendar year , is payable Nov. 7 to shareholders of record at the close of business Oct. 17 .
3478	3478	0	Hampton , 39 , died in Beth Israel Hospital , Tipograph said .	Mr. Hampton had been living at a residence for AIDS patients in Beth Israel Hospital .
3479	3479	0	The Davis administration says the state is operating for the first time completely on borrowed money .	Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .
3480	3480	1	Testing at a Massachusetts State Police lab and a private Virginia lab has not been able to determine whether the swimsuit belonged to Bish , Conte said yesterday .	Testing of the swimsuit at a state police lab and at a private lab in Virginia had not yet been able determine whether it belonged to Bish , Conte said .
3481	3481	1	Under the compromise , most dividends and capital gains would be taxed at 15 percent through 2008 .	Under the final tax bill , most dividends and capital gains would be taxed at 15 per cent until the end of 2008 .
3482	3482	1	Orville Wright 's laboratory was once there - where he developed a split airplane wing , tinkered with cars and even built toys .	A grassy field and asphalt island , topped with an ATM , sit where Orville Wright once developed a split airplane wing , tinkered with cars and even built toys .
3483	3483	0	Shares in GE were down 7 cents to $ 28.12 by the close of trading in New York .	Shares of GE were slipping 17 cents , or 0.6 % , to $ 28.02 in Instinet premarket trading .
3484	3484	1	The presiding bishop of the Episcopal church , Frank Griswold , declined to comment on Saturday 's development .	The presiding bishop of the Episcopal Church , Frank T. Griswold III , declined , through a spokesman , to comment on the development Saturday .
3485	3485	1	InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .	IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .
3486	3486	1	Memories also live on of a bloody debacle in Somalia a decade ago -- the last major U.S. military involvement in Africa .	Memories also live on of the bloody debacle in Somalia 10 years ago -- the last major US military involvement in Africa .
3487	3487	1	If convicted , Parson faces up to 10 years in federal prison and a fine of up to $ 250,000 .	He faces up to 10 years in prison and a $ 250,000 fine if convicted .
3488	3488	0	At 8 p.m. Friday , Henri was becoming disorganized , but still had maximum sustained winds near 50 mph , with stronger gusts .	At 5 p.m. EDT , Henri had maximum sustained winds near 50 mph , with some gusts reaching 60 mph .
3489	3489	0	""" It 's a huge black eye , "" Arthur Sulzberger , the newspaper 's publisher , said of the scandal ."	""" It 's a huge black eye , "" said publisher Arthur Ochs Sulzberger Jr . , whose family has controlled the paper since 1896 ."
3490	3490	1	"Companies are working with the FDA and academics "" to try and get some firm answers and not just speculation , "" Jarman said ."	"The industry is working with the FDA "" to get firm answers and not just speculation , "" he told Reuters Health ."
3491	3491	1	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act .	It would have been the first time in Texas history that the comptroller had not certified the budget .
3492	3492	0	Truck sales for the world 's No. 2 automaker dropped 4.1 percent , while its car sales dropped 13.7 percent .	Sales at Ford fell 0.1 percent while sales at DaimlerChrysler rose 7 percent .
3493	3493	1	The rate of survival without serious brain damage is about 10 percent , said Bossaert , a professor at the University Hospital in Antwerp , Belgium .	The rate of survival without serious brain damage is about 10 per cent , said Dr Leo Bossaert , executive director of the European Resuscitation Council .
3494	3494	0	Great Train Robber Ronnie Biggs was back in jail tonight after being treated in hospital for pneumonia .	GREAT train robber Ronnie Biggs was fighting for life last night after a massive heart attack .
3495	3495	1	After talks , Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry .	Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector .
3496	3496	0	NTP also said it would seek an injunction preventing RIM from selling the BlackBerry in the United States .	A judge stayed an injunction against RIM that would have prevented it from selling the Blackberry device and services in the United States .
3497	3497	1	Imam Samudra is charged with playing a key role in the planning and execution of the Oct. 12 attacks , that killed 202 people , mostly foreign tourists .	"Imam Samudra , 32 , is accused of being the "" field commander "" of the October 12 attacks that killed 202 people , mostly tourists ."
3498	3498	1	This is just the latest movement in a continuing trend toward open-source support among business application vendors .	This is just the latest movement in a continuing trend towards open source support of business applications .
3499	3499	1	Jessica Wheat , who said she and Dusenbery were planning to marry , said Dusenbery was considering settling down in Fort Campbell and making the Army his career .	Dusenbery 's fiancee , Jessica Wheat , said he was considering settling down in Fort Campbell and making the Army his career .
3500	3500	1	Company spokesman Jack Ferry said a search is ongoing but declined comment on its status .	Jack Ferry , company spokesman , said that a search is in progress but would not comment on its status .
3501	3501	0	At 1800 GMT , the Federal Reserve issues its Beige Book summary of U.S. economic conditions .	Three Federal Reserve speakers and the Fed 's anecdotal summary of U.S. economic conditions could help firm expectations .
3502	3502	0	Children get sick from drinking the water : The United Nations Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .	The U.N. Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .
3503	3503	0	Indeed , the Harry Potter series stands in a class by itself .	Billy Hodge , 11 , is engrossed with the Harry Potter series books .
3504	3504	1	""" The future of BA is in the hands of the negotiators , "" Eddington told British Broadcasting Corp. television on Sunday ."	"Mr Eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" ."
3505	3505	1	""" Selling it symbolically writes ' Finish ' to that chapter in the administration of our city 's schools , "" he said ."	"Selling it symbolically writes a finish to that chapter in the administration of our city schools . """
3506	3506	1	The SIA forecast that chip sales next year will rise 16.8 percent to $ 180.9 billion , followed by a 5.8 percent increase to $ 191.5 billion in 2005 .	The SIA said chip sales were expect to rise 16.8 percent to $ 180.9bn next year , followed by a 5.8 in 2005 .
3507	3507	1	Peterson , 31 , is now charged with murder in the deaths of his 27-year-old wife and their unborn son .	Peterson has been charged with two counts of murder in the deaths of his wife and son .
3508	3508	1	U.S. stocks fell after Cisco Systems Inc . , the world 's biggest maker of networking-equipment , forecast that sales will be unchanged this quarter .	U.S. stocks fell , led by computer-related shares , after network-equipment maker Cisco Systems Inc. said sales will be unchanged this quarter .
3509	3509	1	Mr. Dewhurst has suggested a cooling-off period , which could give the senators time to go home .	"Mr. Dewhurst has called for a "" cooling period "" between special sessions , which could give the Democrats some time at home ."
3510	3510	1	Mr. Ebbers ' attorney Reid Weingarten said he expects Mr. Ebbers to be exonerated .	Mr. Weingarten said that he expected Mr. Ebbers , who turned 62 yesterday , to be fully exonerated at trial .
3511	3511	1	All the fund companies have said they are cooperating with Spitzer 's probe .	The four fund companies named by Spitzer each said they 're cooperating with his investigation .
3512	3512	0	The artists say the plan will harm French culture and punish those who need help most - performers who have a hard time lining up work .	Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows .
3513	3513	0	Infogrames is to change its name to Atari when NASDAQ opens for trading tomorrow .	Now Infogrames has decided to change its name to Atari .
3514	3514	0	At 10 p.m. Thursday , Odette was about 295 miles south-southeast of Kingston , Jamaica and about 900 miles south-southeast of Palm Beach .	At 10 p.m. , Odette was centered about 295 miles south-southeast of Kingston , Jamaica , and was moving northeast near 8 mph .
3515	3515	1	AustMag has since asked the experienced US company Fluor to produce a detailed costing of the project but the report is still two weeks away .	AMC has since asked the experienced Fluor company of the US to produce a detailed costing of the project , but the report is still two weeks away .
3516	3516	1	No tumors were detected ; rather , empty cavities and scar tissue were found in their place .	The researchers found only empty cavities and scar tissue where the tumors had been .
3517	3517	0	Congress twice sent similar legislation to former President Bill Clinton , who vetoed it .	The House has already approved the measure , and Congress twice sent similar legislation to President Clinton , who vetoed it .
3518	3518	1	He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .	Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs .
3519	3519	0	Pat Anderson , the lawyer representing the Schindlers , declined to comment on the filing .	Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug-of-war with their son-in-law , declined to comment on the case .
3520	3520	1	The court Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .	The court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .
3521	3521	0	""" High-tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division ."	""" High-tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said ."
3522	3522	1	Those systems typically combine institutional and community care and are paid for with combinations of state , federal and private money .	Those systems typically combine institutional and community-based care and are financed by a combination of state , federal , and private dollars .
3523	3523	1	A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday , with his feet free but his hands still taped .	A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m. , with his hands still taped together but his feet free .
3524	3524	1	The companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .	The companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at year-end .
3525	3525	0	The Fijian military installed an all-indigenous government led by Mr Qarase , who won democratic elections in September 2001 .	Chaudhry was released 56 days later and the Fiji military installed an all-indigenous government led by Qarase , who won democratic elections in September 2001 .
3526	3526	0	Russia has closed dozens of checkpoints on the border with China and Mongolia , which has also reported SARS cases , until June 4 , Itar-Tass news agency said .	Russia had closed checkpoints on parts of the border with China and Mongolia until June 4 , Itar-Tass news agency said .
3527	3527	1	""" This attack was wrong , and it was dangerous to our goals , "" Raymond said ."	"Nonetheless , the open-source guru insisted , "" This attack was wrong , and it was dangerous to our goals . """
3528	3528	0	Since Dec. 2 the U.S. military has been engaged in a large-scale sweep , dubbed Operation Avalanche , targeting the south and east of the country .	The U.S. military on Dec. 2 began a large-scale sweep , dubbed Operation Avalanche , targeting the south and east of the country , where Taliban activity has been highest .
3529	3529	0	Johnston made $ 5.8 million in salary and bonus in 2001 as president , and as a part-time adviser earned $ 1 million in 2002 .	Britz earned $ 3.77 million in salary , bonus and other compensation , and Kinney earned $ 3.76 million .
3530	3530	1	But the company said over the weekend that its competitors were simply trying to throw up roadblocks to MCIs emergence from bankruptcy .	But the company said that its competitors simply were trying to hinder MCI 's emergence from bankruptcy .
3531	3531	0	Murphy said Strier 's sister , Ethel Celnik , was in the courtroom at the time , but Strier was not .	As a result , Murphy sought to substitute Strier 's sister , Ethel Celnik , as the trustee .
3532	3532	1	""" I think this moves us a lot closer toward saying that foam can do this kind of damage , "" Hubbard said ."	""" This moves us a lot closer to saying that the foam can do this kind of damage , "" said Hubbard , a member of the Columbia Accident Investigation Board ."
3533	3533	1	Writing in the journal Geophysical Research Letters , Vincent 's team said all of the fresh water poured out of the 20-mile-long Disraeli Fjord .	Writing in the journal Geophysical Research Letters , Vincent ’ s team said all of the fresh water poured out of the 20 mile ( 30 km ) long Disraeli Fjord .
3534	3534	1	Tickets , available through Ticketmaster , went on sale yesterday .	Instead , tickets for the Jersey jam went on sale last night through Ticketmaster .
3535	3535	1	On Wednesday , the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint .	On Wednesday , a man was shot near Kut as he tried to run over two marines at a checkpoint .
