index	question	passage	label	question_neg	neg_label	tag
323	has anyone ever won the million on millionaire	Who Wants to Be a Millionaire? (UK game show) -- The original series aired for 30 series and a total of 592 episodes, from 4 September 1998 to 11 February 2014, and was presented by Chris Tarrant. Over the course of its run, the original series had around five contestants walk away with the top cash prize of £1 million, and faced a number of controversies during its run, including an attempt to defraud the show of its top prize by a contestant. The original format of the programme was tweaked in later years, changing the number of questions from fifteen to twelve and altering the payout structure as a result, and later incorporating a time limit. Four years after the original series ended, ITV unveiled a revived series, created by Stellify Media, to commemorate the 20th anniversary of the programme. The revived format, based upon the original design, was presented by Jeremy Clarkson, and broadcast in 2018, from 5--11 May.	1	has anyone never won the million on millionaire	0	negation
324	has cleveland ever beat golden state in the finals	Cavaliers–Warriors rivalry -- The Cavaliers--Warriors rivalry is a National Basketball Association (NBA) rivalry between the Cleveland Cavaliers and the Golden State Warriors. While the two teams have played each other since the Cavaliers joined the league in 1970, their rivalry began to develop in the 2014--15 season, when they met in the first of four consecutive NBA Finals series. Prior to the streak beginning, no pair of teams had faced each other in more than two consecutive Finals. Of these four series, the Warriors have won three championships (2015, 2017, and 2018), and the Cavaliers won in 2016.	1	has cleveland  never beat golden state in the finals	0	negation
325	did england ever win the soccer world cup	1966 FIFA World Cup -- The 1966 FIFA World Cup was the eighth FIFA World Cup and was held in England from 11 to 30 July 1966. England beat West Germany 4--2 in the final, winning the Jules Rimet Trophy. It is England's only FIFA World Cup title. They were the fifth nation to win and the third host nation to win after Uruguay in 1930 and Italy in 1934.	1	did england never win the soccer world cup	0	negation
326	has there ever been a tsunami in the maldives	Effect of the 2004 Indian Ocean earthquake on the Maldives -- In the Maldives, 82 people were killed and 24 reported missing and presumed dead after it was hit by a tsunami caused by the 2004 Indian Ocean earthquake on 26 December 2004. Two-thirds of the capital city Malé was flooded during the first hours of the day. Outlying low-level atolls were badly affected, and some low-lying islands, including some of the major resorts, were submerged at the peak of the tsunami.	1	has there never been a tsunami in the maldives	0	negation
327	has anyone ever ran a 4 minute mile	Four-minute mile -- In the sport of athletics, a four-minute mile means completing a mile run (1,760 yards, or 1,609.344 metres) in less than four minutes. It was first achieved in 1954 by Roger Bannister in 3:59.4. The ``four-minute barrier'' has since been broken by over 1,400 male athletes, and is now the standard of all male professional middle distance runners. In the last 50 years the mile record has been lowered by almost 17 seconds, and currently stands at 3:43.13. Running a mile in four minutes translates to a speed of 15 miles per hour (24.14 km/h, or 2:29.13 per kilometre, or 14.91 seconds per 100 metres). It also equals 22 feet per second (1,320 feet per minute).	1	has anyone never ran a 4 minute mile	0	negation
328	have the bengals ever been to the superbowl	Cincinnati Bengals -- The Bengals are one of the 12 NFL teams to not have won a Super Bowl as of the 2017 season; however, they are also one of 8 NFL teams that have been to at least one Super Bowl, but have not won the game.	1	have the bengals never been to the superbowl	0	negation
329	has anyone ever won the american ninja warrior	American Ninja Warrior -- American Ninja Warrior (sometimes abbreviated as ANW) is an American sports entertainment competition that is a spin-off of the Japanese television series Sasuke. It features hundreds of competitors attempting to complete a series of obstacle courses of increasing difficulty, trying to make it to the national finals on the Las Vegas Strip, in hopes of becoming an ``American Ninja Warrior''. To date only two competitors, rock-climbers Isaac Caldiero and Geoff Britten, have finished the course and achieved ``Total Victory''. Caldiero is the only competitor to win the cash prize. The series premiered on December 12, 2009 on the now-defunct cable channel G4 and now airs on NBC with encore episodes airing on USA Network and NBCSN.	1	has anyone never won the american ninja warrior	0	negation
330	does beckett ever find out who killed her mom	Kate Beckett -- This détente continues until season six's penultimate episode ``Veritas'', when Senator Bracken realizes that Beckett was bluffing and attempts to frame her for murder of his own associate, drug lord Vulcan Simmons. Beckett had recently discovered that Bracken was using Vulcan's drug money to prepare a run for the presidency. Bracken captures her, actually berates her for not appreciating that ordering her mother's death eventually made Beckett the good cop she is today, then leaves his thugs to kill her. She escapes by killing the thugs. Mr. Smith returns, having staged his death in season five to escape Bracken's attention. Smith reveals that there may be a tape recording of Bracken admitting to murder. Beckett remembers how, years earlier, Captain Montgomery gave her advice to search for clues in her mother's appointment book and tape recordings. Castle helps her deduce where the tape is, and it reveals (then Assistant D.A.) Bracken was blackmailing Montgomery and his friends for their mobster extortion scheme and their killing of FBI agent Arman, admits that he wrongly convicted Pulgatti for the killing, and states that he will have Pulgatti's ``bitch lawyer Johanna Beckett'' killed if she keeps poking around, admitting that he has had other people killed. Montgomery has reached from beyond the grave to help his detective close the case. Beckett is in tears when she finally arrests Bracken ``for conspiracy, fraud, and the murder of my mother'' during a live televised interview, in his Senate Office, as he announces his plans to run for the presidency.	1	does beckett never find out who killed her mom	0	negation
331	has any team ever won back to back super bowls	List of Super Bowl champions -- The Pittsburgh Steelers (6--2) have won the most Super Bowls with six championships, while the New England Patriots (5--5), the Dallas Cowboys (5--3), and the San Francisco 49ers (5--1) have five wins. New England has the most Super Bowl appearances with ten, while the Buffalo Bills (0--4) have the most consecutive appearances with four (all losses) from 1990 to 1993. The Miami Dolphins are the only other team to have at least three consecutive appearances: 1972--1974. The Denver Broncos (3--5) and Patriots have each lost a record five Super Bowls. The Minnesota Vikings (0--4) and the Bills have lost four. The record for consecutive wins is two and is shared by seven franchises: the Green Bay Packers (1966--1967), the Miami Dolphins (1972--1973), the Pittsburgh Steelers (1974--1975 and 1978--1979, the only team to accomplish this feat twice), the San Francisco 49ers (1988--1989), the Dallas Cowboys (1992--1993), the Denver Broncos (1997--1998), and the New England Patriots (2003--2004). Among those, Dallas (1992--1993; 1995) and New England (2001; 2003--2004) are the only teams to win three out of four consecutive Super Bowls. The 1972 Dolphins capped off the only perfect season in NFL history with their victory in Super Bowl VII. The only team with multiple Super Bowl appearances and no losses is the Baltimore Ravens, who in winning Super Bowl XLVII defeated and replaced the 49ers in that position. Four current NFL teams have never appeared in a Super Bowl, including franchise relocations and renaming: the Cleveland Browns, Detroit Lions, Jacksonville Jaguars, and Houston Texans, though both the Browns (1964) and Lions (1957) had won NFL championship games prior to the creation of the Super Bowl.	1	has any team never won back to back super bowls	0	negation
332	did elton john ever play with t rex	T. Rex (band) -- On 18 March 1972, T. Rex played two shows at the Empire Pool, Wembley, which were filmed by Ringo Starr and his crew for Apple Films. A large part of the second show was included on Bolan's own rock film Born to Boogie, while bits and pieces of the first show can be seen throughout the film's end-credits. Along with T. Rex and Starr, Born to Boogie also features Elton John, who jammed with the friends to create rocking studio versions of ``Children of the Revolution'' and ``Tutti Frutti''; Elton John had appeared on TV with Bolan before, miming the piano part of ``Get it On'' on the 1971 Christmas edition of Top of the Pops.	1	did elton john never play with t rex	0	negation
333	has the tampa bay lightning ever won a stanley cup	Tampa Bay Lightning -- The Tampa Bay Lightning are a professional ice hockey team based in Tampa, Florida. It is a member of the Atlantic Division of the Eastern Conference of the National Hockey League (NHL). The Lightning have one Stanley Cup championship in their history, in 2003--04. The team is often referred to as the Bolts, and the nickname was used on the former third jerseys. The Lightning plays home games in Amalie Arena in Tampa.	1	has the tampa bay lightning never won a stanley cup	0	negation
334	has anyone ever died during a football game	List of association footballers who died while playing -- The following is a list of association footballers who died while playing a game, died directly from injuries sustained while playing, or died after being taken ill on the pitch. Following an increase in deaths, both during matches and training, FIFA (Federation of International Football Associations) considered mandatory cardiac testing, already in place for years in some countries, such as Italy.	1	has anyone never died during a football game	0	negation
335	does the sun ever shine from the north	Sun path -- In the Northern Hemisphere, the winter sun (December, January, February) rises in the southeast, transits the celestial meridian at a low angle in the south (more than 43° above the southern horizon in the tropics), and then sets in the southwest. It is on the south (equator) side of the house all day long. A vertical window facing south (equator side) is effective for capturing solar thermal energy. For comparison, the winter sun in the Southern Hemisphere (June, July, August) rises in the northeast, peaks out at a low angle in the north (more than halfway up from the horizon in the tropics), and then sets in the northwest. There, the north-facing window would let in plenty of solar thermal energy to the house.	1	does the sun never shine from the north	0	negation
336	has anyone ever hit a hole-in-one on a par 5	Hole in one -- Holes in one most commonly occur on par 3 holes, the shortest distance holes on a standard size golf course. Longer hitters have also accomplished this feat on longer holes, though nearly all par 4 and par 5 holes are too long for golfers to reach in a single shot. While well known outside of golf and often requiring a well hit shot and significant power, holes in one are considered to also contain an element of luck. As such, they are more common and considered less impressive than other hole accomplishments such as completing a par 5 in two shots (an albatross). As of October 2008, a condor (four under par) hole-in-one on a par 5 hole had been recorded on four occasions, aided by thin air at high altitude, or by cutting the corner on a doglegged or horseshoe-shaped hole.	1	has anyone never hit a hole-in-one on a par 5	0	negation
337	have the blue angels ever had an accident	Blue Angels -- During its history, 27 Blue Angels pilots have been killed in air show or training accidents. Through the 2017 season there have been 261 pilots in the squadron's history, giving the job a roughly 10% fatality rate.	1	have the blue angels never had an accident	0	negation
338	has texas a&m ever won a national championship	Texas A&M Aggies -- The Texas A&M Aggies have earned three national titles (1919, 1927 and 1939), 20 conference titles and two Heisman trophies won by John David Crow in 1957 and Johnny Manziel, the first freshman to ever win the award, in 2012. A&M has had two perfect seasons having gone undefeated and unscored upon in both 1917 and 1919. The football program experienced a period of little success lasting from 1944 to 1971, when the Aggies won only two conference titles. With Emory Bellard as head coach beginning in 1972, the Aggies returned to prominence with two 10 win seasons during his short tenure. He was replaced by Tom Wilson who had little success at Texas A&M before Jackie Sherrill took over the program. Sherrill won three consecutive conference titles and two Cotton Bowl Classic postseason games. His defensive coordinator, R.C. Slocum, replaced him as head coach in 1989. Slocum finished in the top 25 during 10 of his 14 years at Texas A&M and won 4 conference titles, including the school's only Big 12 title in 1998.	1	has texas a&m never won a national championship	0	negation
339	has there ever been a recess appointment to the supreme court	Recess appointment -- New Jersey judge William J. Brennan was appointed to the Supreme Court by President Dwight D. Eisenhower in 1956 by a recess appointment. This was done in part with an eye on the presidential campaign that year; Eisenhower was running for reelection, and his advisors thought it would be politically advantageous to place a northeastern Catholic on the court. Brennan was promptly confirmed when the Senate came back into session. Eisenhower, in a recess appointment, designated Charles W. Yost as United States Ambassador to Syria. Eisenhower made two other recess appointments, Chief Justice Earl Warren and Associate Justice Potter Stewart.	1	has there never been a recess appointment to the supreme court	0	negation
340	has anyone ever won the wsop main event twice	List of World Series of Poker Main Event champions -- Johnny Moss was the first person to win the WSOP. Since then only Moss and Stu Ungar have won the Main Event three times; Ungar is the only one to have won three times in the freeze-out format. Moss, Ungar, Doyle Brunson and Johnny Chan are the only people who have won the Main Event two years in a row. Johnny Chan's second victory in 1988 was featured on the 1998 film Rounders. Peter Eastgate was the youngest person to win the Main Event when he won it in 2008, at 22 years of age. He held that record for one year, when 21-year-old Joe Cada became the youngest Main Event champion.	1	has anyone never won the wsop main event twice	0	negation
341	has north korea ever made it to the world cup	North Korea at the FIFA World Cup -- After South Africa being disqualified and South Korea having withdrawn due to logistical reasons, North Korea had to compete in a play-off match against Australia in order to qualify, which they won 9-2 on aggregate.	1	has north korea never made it to the world cup	0	negation
342	has croatia ever played in a world cup final	Croatia at the FIFA World Cup -- Croatia national football team have appeared in the FIFA World Cup on five occasions (in 1998, 2002, 2006, 2014 and 2018) since gaining independence in 1991. Before that, from 1930 to 1990 Croatia was part of Yugoslavia. For World Cup records and appearances in that period, see Yugoslavia national football team and Serbia at the FIFA World Cup. Their best result thus far was silver position at the 2018 final, where they lost 4-2 to France.	1	has croatia never played in a world cup final	0	negation
343	has there ever been a perfect tennis match	Golden set -- A golden match, in which an opponent does not lose a single point in an entire match, has only been recorded three times in the history of competitive tennis, and never in a best of 5 set match. Hazel Wightman of the United States recorded the first competitive golden match in 1910. It took over a century for the feat to be repeated, and then it occurred twice in the span of 42 days, first by Benjamin Tullou of France on 3 September 2016 at the 2016 France F17 Futures qualifying tournament, and then on 15 October 2016 by Joffrey de Schepper, also of France at the 2016 France F23 Futures qualifying event in Rodez, France. The unfortunate opponent to both of these men in their golden matches was a 55-year-old amateur, Tomas Fabian of the Czech Republic, who failed to win a single game in five different matches in the same event over two seasons. Mr. de Schepper did allow Fabian an ``honor point'' by deliberately hitting a ball in the last game out, but he is still generally credited with a golden match.	1	has there never been a perfect tennis match	0	negation
344	has anyone ever hit 2 grand slams in one inning	List of Major League Baseball single-game grand slam leaders -- Every team which had a player hit two grand slams won their milestone games. These games have resulted in other single-game MLB records being set due to the extreme offensive performance. Lazzeri, for example, proceeded to hit a third home run in the game and finished with a total of eleven runs batted in, an American League record. Fernando Tatís became the only player to hit two grand slams in the same inning, when he attained the milestone, slugging two in the third inning for the St. Louis Cardinals on April 23, 1999. In achieving the feat, he also set a new major league record with eight runs batted in in a single inning.	1	has anyone never hit 2 grand slams in one inning	0	negation
345	has germany ever won the eurovision song contest	Germany in the Eurovision Song Contest -- Germany first won the contest at the 27th attempt in 1982 in Harrogate, when Nicole won with the song ``Ein bisschen Frieden'' (A Little Peace). The second German victory came 28 years later at the 2010 contest in Oslo, when Lena won with ``Satellite''. Katja Ebstein, who finished third in 1970 and 1971, then second in 1980, is the only performer to have made the top three on three occasions. Germany has a total of 11 top three placements, also finishing second with Lena Valaitis (1981) and twice with the group Wind (1985 and 1987), and finishing third with Mary Roos (1972), Mekado (1994) and Surpriz (1999). Germany has finished last on seven occasions, receiving nul points in 1964, 1965 and 2015.	1	has germany never won the eurovision song contest	0	negation
346	has the conn smythe ever gone to the losing team	Conn Smythe Trophy -- Though the award rewards a player who performed particularly well over the entirety of the playoffs, it has never been given to a player whose team did not at least reach the Stanley Cup Finals. The trophy has been awarded to members of the team that lost the Finals five times, most recently Jean-Sebastien Giguere of the Mighty Ducks of Anaheim in 2003, who backstopped his team's surprise run to the Finals, where they pushed the New Jersey Devils to seven games. The only skater to win the award in a losing cause is Philadelphia's Reggie Leach, who won it in 1976 as he had set a league record for most goals in the playoffs (19), which included a five-goal game in the semifinals and four goals in the Finals, even though the Canadiens swept his Flyers.	1	has the conn smythe never gone to the losing team	0	negation
347	is the tommy gun a sub machine gun	Thompson submachine gun -- The Thompson submachine gun is an American submachine gun, invented by John T. Thompson in 1918, that became infamous during the Prohibition era, becoming a signature weapon of various police syndicates in the United States. It was a common sight in the media of the time, being used by both law enforcement officers and criminals. The Thompson submachine gun was also known informally as the ``Tommy Gun'', ``Annihilator'', ``Chicago Typewriter'', ``Chicago Piano'', ``Chicago Style'', ``Chicago Organ Grinder'', ``Trench Broom'', ``Trench Sweeper'', ``The Chopper'', and simply ``The Thompson''.	1	is the tommy gun not a sub machine gun	0	negation
348	do plant cell walls restrict the entry of water	Endodermis -- The endodermis is the central, innermost layer of cortex in some land plants. It is made of compact living cells surrounded by an outer ring of endodermal cells that are impregnated with hydrophobic substances (Casparian Strip) to restrict apoplastic flow of water to the inside. The endodermis is the boundary between the cortex and the stele.	1	do plant cell walls not restrict the entry of water	0	negation
349	is it possible to be alergic to water	Aquagenic urticaria -- Aquagenic urticaria, also known as water allergy and water urticaria, is a rarely diagnosed form of physical urticaria. The defining symptom is a itchy skin reaction resulting from contact with water, regardless of its temperature. It is sometimes described as an allergy, although it is not a true histamine-releasing allergic reaction like other forms of urticaria. This seems to not be affected by different temperatures of water, such as cold or hot, or chemicals such as fluorine and chlorine, since it is reproduced with distilled water and medical saline.	1	is it impossible to be alergic to water	0	negation
350	is soho in the west end of london	West End of London -- As the West End is a term used colloquially by Londoners and is not an official geographical or municipal definition, its exact constituent parts are up for debate. Westminster City Council's 2005 report Vision for the West End included the following areas in its definition: Covent Garden, Soho, Chinatown, Leicester Square, the shopping streets of Oxford Street, Regent Street and Bond Street, the area encompassing Trafalgar Square, the Strand and Aldwych, and the district known as Theatreland. The Edgware Road to the north-west and the Victoria Embankment to the south-east were also covered by the document but were treated as ``adjacent areas'' to the West End.	1	is soho in the east end of london	0	negation
351	was the 13th amendment after the civil war	Thirteenth Amendment to the United States Constitution -- The Thirteenth Amendment (Amendment XIII) to the United States Constitution abolished slavery and involuntary servitude, except as punishment for a crime. In Congress, it was passed by the Senate on April 8, 1864, and by the House on January 31, 1865. The amendment was ratified by the required number of states on December 6, 1865. On December 18, 1865, Secretary of State William H. Seward proclaimed its adoption. It was the first of the three Reconstruction Amendments adopted following the American Civil War.	1	was the 13th amendment before the civil war	0	negation
352	does the jeep commander have a third row	Jeep Commander (XK) -- The production version of the Jeep Commander (XK and the diesel-powered XH export version) debuted at the 2005 New York Auto Show as a five- or seven-passenger counterpart to the third generation Jeep Grand Cherokee. It was developed to target consumers who wanted a three-rows-of-seats SUV, but designed to be only two inches longer than the existing Grand Cherokee with its two-rows of seats as well as to be assembled on the same production line.	1	does the jeep commander have no third row	0	negation
353	are maverick 88 and mossberg 500 parts interchangeable	Mossberg Maverick -- The Maverick 88 is a pump action shotgun manufactured by O.F. Mossberg & Sons. The Maverick 88 is virtually identical to the Mossberg 500. Factory Maverick 88s feature a black, synthetic only stock and forearm, cylinder bore (although interchangeable chokes are available on some hunting models), and cross-bolt safety. Most accessories are interchangeable with a Mossberg 500.	1	are maverick 88 and mossberg 500 parts not interchangeable	0	negation
354	does every nation state have a national government	Nation state -- A nation, in the sense of a common ethnicity, may include a diaspora or refugees who live outside the nation-state; some nations of this sense do not have a state where that ethnicity predominates. In a more general sense, a nation-state is simply a large, politically sovereign country or administrative territory. A nation-state may be contrasted with:	1	does every nation state have no national government	0	negation
355	does new york city include the 5 boroughs	Boroughs of New York City -- New York City encompasses five county-level administrative divisions called boroughs: Manhattan, Brooklyn, Queens, The Bronx, and Staten Island. All boroughs are part of New York City, and each of the boroughs is coextensive with a respective county, the primary administrative subdivision within New York State. Queens and The Bronx are concurrent with the counties of the same name, while Manhattan, Brooklyn, and Staten Island correspond to New York, Kings, and Richmond Counties respectively.	1	does new york city not include the 5 boroughs	0	negation
356	did kaka play in the 2002 world cup	Kaká -- Kaká made his debut for the Brazil national team in 2002, and was selected for their victorious World Cup squad that year, as well as the 2006 and 2010 tournaments, leading the tournament in assists in the latter. He was also a member of Brazil's 2005 and 2009 FIFA Confederations Cup-winning squads, winning the Golden Ball Award in the 2009 edition, as the tournament's best player. With success at club and international level, Kaká is one of eight players to have won the FIFA World Cup, the UEFA Champions League and the Ballon d'Or.	1	did kaka not play in the 2002 world cup	0	negation
357	is yield stress and yield strength the same	Yield (engineering) -- Yield strength or yield stress is the material property defined as the stress at which a material begins to deform plastically whereas yield point is the point where nonlinear (elastic + plastic) deformation begins. Prior to the yield point the material will deform elastically and will return to its original shape when the applied stress is removed. Once the yield point is passed, some fraction of the deformation will be permanent and non-reversible.	1	is yield stress and yield strength not the same	0	negation
358	does the host country for the world cup get an automatic bid	FIFA World Cup qualification -- The hosts of the World Cup receive an automatic berth. Unlike many other sports, results of the previous World Cups or of the continental championships are not taken into account. Until 2002, the defending champions also received an automatic berth, but starting from the 2006 World Cup this is no longer the case.	1	does the host country for the world cup not get an automatic bid	0	negation
359	does the human body have a cannabinoid system	Endocannabinoid system -- The endocannabinoid system (ECS) is a biological system composed of endocannabinoids, which are endogenous lipid-based retrograde neurotransmitters that bind to cannabinoid receptors, and cannabinoid receptor proteins that are expressed throughout the mammalian central nervous system (including the brain) and peripheral nervous system. The endocannabinoid system is involved in regulating a variety of physiological and cognitive processes including fertility, pregnancy, during pre- and postnatal development, appetite, pain-sensation, mood, and memory, and in mediating the pharmacological effects of cannabis. The ECS is also involved in mediating some of the physiological and cognitive effects of voluntary physical exercise in humans and other animals, such as contributing to exercise-induced euphoria as well as modulating locomotor activity and motivational salience for rewards. In humans, the plasma concentration of certain endocannabinoids (i.e., anandamide) have been found to rise during physical activity; since endocannabinoids can effectively penetrate the blood--brain barrier, it has been suggested that anandamide, along with other euphoriant neurochemicals, contributes to the development of exercise-induced euphoria in humans, a state colloquially referred to as a runner's high.	1	does the human body have no cannabinoid system	0	negation
360	does the state of kansas have the death penalty	Capital punishment in Kansas -- Capital punishment is a legal penalty in the U.S. state of Kansas but it is rarely used.	1	does the state of kansas have no the death penalty	0	negation
361	is kelly and ryan still on the air	Live with Kelly and Ryan -- With roots in A.M. Los Angeles and A.M. New York, Live began as The Morning Show, hosted by Regis Philbin and Cyndy Garvey; the show rose to national prominence as Live with Regis and Kathie Lee, when Philbin was joined by Kathie Lee Gifford. That incarnation of the program ran for 12 years and continuing as Live with Regis and Kelly for another decade before Ripa, after hosting with guest co-hosts for nearly a year, was paired with former NFL star Michael Strahan. The franchise has had longstanding success and has won the Daytime Emmy Award for Outstanding Talk Show and Outstanding Talk Show Hosts. On January 19, 2016, the show was renewed through the 2019--20 season. On February 12, 2016, a special episode focused on Ripa's 15 years as part of the program. On April 18, 2016, Strahan and ABC announced that he was leaving the show to join ABC's Good Morning America full-time. On May 1, 2017, it was announced that Ryan Seacrest would join Ripa as her new permanent co-host, succeeding Strahan.	1	is kelly and ryan not on the air	0	negation
362	is the find my iphone app automatically installed	Find My iPhone -- The service itself is integrated into iOS and macOS, while enabled devices can be tracked using either an iOS app or the iCloud website. On iOS 8 and older, the tracking app can be downloaded from the App Store free of charge. Starting in iOS 9, the app was bundled with the operating system.	1	is the find my iphone app manually installed	0	negation
363	is twitch still on the ellen degeneres show	"Stephen ""tWitch"" Boss -- Since April 1, 2014, Boss has been featured on the Ellen DeGeneres Show as a guest DJ. and on October 1, 2014 he announced he had been cast for Magic Mike XXL."	1	is twitch not on the ellen degeneres show	0	negation
364	is boric acid and orthoboric acid the same	Boric acid -- Boric acid, also called hydrogen borate, boracic acid, orthoboric acid and acidum boricum, is a weak, monobasic Lewis acid of boron, which is often used as an antiseptic, insecticide, flame retardant, neutron absorber, or precursor to other chemical compounds. It has the chemical formula HBO (sometimes written B(OH)), and exists in the form of colorless crystals or a white powder that dissolves in water. When occurring as a mineral, it is called sassolite.	1	is boric acid and orthoboric acid not the same	0	negation
365	is a sermon the same as a homily	Homily -- A homily is a commentary that follows a reading of scripture. In Catholic, Anglican, Lutheran, and Eastern Orthodox Churches, a homily is usually given during Mass (Divine Liturgy or Holy Qurbana for Orthodox and Eastern Catholic Churches, and Divine Service for the Lutheran Church) at the end of the Liturgy of the Word. Many people consider it synonymous with a sermon.	1	is a sermon not the same as a homily	0	negation
366	is the world trade center in the financial district	Financial District, Manhattan -- The Financial District encompasses roughly the area south of City Hall Park in Lower Manhattan but excludes Battery Park and Battery Park City. The former World Trade Center complex was located in the neighborhood until the September 11, 2001 attacks; the neighborhood includes the successor One World Trade Center. The heart of the Financial District is often considered to be the corner of Wall Street and Broad Street, both of which are contained entirely within the district. The northeastern part of the financial district (along Fulton Street and John Street) was known in the early 20th century as the Insurance District, due to the large number of insurance companies that were either headquartered there, or maintained their New York offices there.	1	is the world trade center not in the financial district	0	negation
367	is edinburgh castle built on top of a volcano	Edinburgh Castle -- The castle stands upon the plug of an extinct volcano, which is estimated to have risen about 350 million years ago during the lower Carboniferous period. The Castle Rock is the remains of a volcanic pipe, which cut through the surrounding sedimentary rock before cooling to form very hard dolerite, a type of basalt. Subsequent glacial erosion was resisted by the dolerite, which protected the softer rock to the east, leaving a crag and tail formation.	1	is edinburgh castle not built on top of a volcano	0	negation
368	does dan stevens sing in beauty and the beast	Evermore (Beauty and the Beast song) -- ``Evermore'' is a song written by composer Alan Menken and lyricist Tim Rice for the musical fantasy film Beauty and the Beast (2017), a live-action remake of Disney's 1991 animated film of the same name. Originally recorded for the film by English actor Dan Stevens, who performs the song in his starring role as the titular Beast, ``Evermore'' was first released as a single by American singer Josh Groban on March 3, 2017. Stevens' version became available on March 10, 2017 when the film's soundtrack was released online, while Groban's cover is played during the film's closing credits.	1	does dan stevens not sing in beauty and the beast	0	negation
369	is there a storage limit on google drive	Google Drive -- Google Drive offers users 15 gigabytes of free storage, with 100 gigabytes, 1 terabyte, 2 terabytes, 10 terabytes, 20 terabytes, and 30 terabytes offered through optional paid plans. Files uploaded can be up to 5 terabytes in size. Users can change privacy settings for individual files and folders, including enabling sharing with other users or making content public. On the website, users can search for an image by describing its visuals, and use natural language to find specific files, such as ``find my budget spreadsheet from last December''.	1	is there no storage limit on google drive	0	negation
370	is st maarten and st martin the same	Saint Martin -- Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi), but the two parts are roughly equal in population. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivity of Saint Martin and is an overseas collectivity of France.	1	is st maarten and st martin not the same	0	negation
371	does anyone die in the movie forever my girl	Forever My Girl -- In Saint Augustine, Louisiana, Josie is left at the altar by her fiancé Liam. Eight years later, Liam is a successful country singer. The day after a concert in New Orleans, Liam learns that Mason, one of his groomsmen from the wedding, has been killed in a car accident. Liam returns to St. Augustine and attends Mason's funeral. Although Liam attempts to be discreet, Josie recognizes him. After Mason's burial, Josie approaches Liam and punches him in the stomach.	1	does anyone not die in the movie forever my girl	0	negation
372	does the prime minister live at number 10 downing street	10 Downing Street -- 10 Downing Street, colloquially known in the United Kingdom as Number 10, is the headquarters of the Government of the United Kingdom and the official residence and office of the First Lord of the Treasury, a post which, for much of the 18th and 19th centuries and invariably since 1905, has been held by the Prime Minister.	1	does the prime minister die at number 10 downing street	0	negation
373	is secondary school the same as high school in the united states	Secondary education in the United States -- In most jurisdictions, secondary education in the United States refers to the last four years of statutory formal education (grade nine through grade twelve) either at high school or split between a final year of 'junior high school' and three in high school.	1	is secondary school not the same as high school in the united states	0	negation
374	is the world bank affiliated with the united nations	List of specialized agencies of the United Nations -- The World Bank Group is part of the United Nations system and has a formal relationship agreement with the UN, but retains its independence. The WBG comprises a group of five legally separate but affiliated institutions: the International Bank for Reconstruction and Development (IBRD), the International Finance Corporation (IFC), the International Development Association (IDA), the Multilateral Investment Guarantee Agency (MIGA), and the International Centre for Settlement of Investment Disputes (ICSID). It is a vital source of financial and technical assistance to developing countries around the world. Its mission is to fight poverty with passion and professionalism for lasting results and to help people help themselves and their environment by providing resources, sharing knowledge, building capacity and forging partnerships in the public and private sectors. The WBG headquarters are located in Washington, D.C., United States of America.	1	is the world bank not affiliated with the united nations	0	negation
375	is there a time limit for ratification of an amendment	Article Five of the United States Constitution -- The practice of limiting the time available to the states to ratify proposed amendments began in 1917 with the Eighteenth Amendment. All amendments proposed since then, with the exception of the Nineteenth Amendment and the (still pending) Child Labor Amendment, have included a deadline, either in the body of the proposed amendment, or in the joint resolution transmitting it to the states. The ratification deadline ``clock'' begins running on the day final action is completed in Congress. An amendment may be ratified at any time after final congressional action, even if the states have not yet been officially notified.	1	is there no time limit for ratification of an amendment	0	negation
376	is boom gaspar a member of pearl jam	Boom Gaspar -- Kenneth E. Gaspar (born February 3, 1953), more commonly known as Boom Gaspar, is an American musician who has performed with the American rock band Pearl Jam as a piano/keyboard/organ player since 2002.	1	is boom gaspar not a member of pearl jam	0	negation
377	is june 12 a holiday in the philippines	Independence Day (Philippines) -- Independence Day (Filipino: Araw ng Kasarinlan; also known as Araw ng Kalayaan, (or ``Day of Freedom'') is an annual national holiday in the Philippines observed on June 12, commemorating the independence of the Philippines from Spain.	1	is june 12 not a holiday in the philippines	0	negation
378	is actin and myosin present in smooth muscle	Smooth muscle tissue -- A substantial portion of the volume of the cytoplasm of smooth muscle cells are taken up by the molecules myosin and actin, which together have the capability to contract, and, through a chain of tensile structures, make the entire smooth muscle tissue contract with them.	1	is actin and myosin not present in smooth muscle	0	negation
379	is there a mercy rule in professional soccer	Mercy rule -- International Blind Sports Federation rules require that any time during a game in which one team has scored ten (10) more goals than the other team that game is deemed completed. In US high school soccer, most states use a mercy rule that ends the game if one team is ahead by 10 or more goals at any point from halftime onward. Youth soccer leagues use variations on the rule.	1	is there no mercy rule in professional soccer	0	negation
