index	passage	question	label	question_paraphrase
2452	Harry Potter influences and analogues -- Fans of author J.R.R. Tolkien have drawn attention to the similarities between his novel The Lord of the Rings and the Harry Potter series; specifically Tolkien's Wormtongue and Rowling's Wormtail, Tolkien's Shelob and Rowling's Aragog, Tolkien's Gandalf and Rowling's Dumbledore, Tolkien's Nazgûl and Rowling's Dementors, Old Man Willow and the Whomping Willow and the similarities between both authors' antagonists, Tolkien's Dark Lord Sauron and Rowling's Lord Voldemort (both of whom are sometimes within their respective continuities unnamed due to intense fear surrounding their names; both often referred to as 'The Dark Lord'; and both of whom are, during the time when the main action takes place, seeking to recover their lost power after having been considered dead or at least no longer a threat). Several reviews of Harry Potter and the Deathly Hallows noted that the locket used as a horcrux by Voldemort bore comparison to Tolkien's One Ring, as it negatively affects the personality of the wearer. Rowling maintains that she had not read The Hobbit until after she completed the first Harry Potter novel (though she had read The Lord of the Rings as a teenager) and that any similarities between her books and Tolkien's are ``Fairly superficial. Tolkien created a whole new mythology, which I would never claim to have done. On the other hand, I think I have better jokes.'' Tolkienian scholar Tom Shippey has maintained that ``no modern writer of epic fantasy has managed to escape the mark of Tolkien, no matter how hard many of them have tried''.	was harry potter inspired by lord of the rings?	0	Was Lord of the Rings an inspiration for Harry Potter?
1952	St. Augustine, Florida -- St. Augustine (Spanish: San Agustín) is a city in the Southeastern United States, on the Atlantic coast of northeastern Florida. Founded in 1565 by Spanish explorers, it is the oldest continuously occupied European-established settlement within the borders of the continental United States.	is st augustine florida the oldest city in america?	1	Is St. Augustine, Florida, the oldest city in the United States?
947	Refusal of medical assistance -- Most EMS providers operate on the principle of informed consent; that is, patients must know exactly what it is they are refusing, and what the possible consequences might be, in order to make a proper decision. This precludes parties who are intoxicated or otherwise incapable of making an informed decision, such as the mentally incompetent. Otherwise, agencies could release someone who was not able to understand what refusing might mean to their health.	can paramedics make you go to the hospital?	1	Can paramedics compel you to visit the hospital?
2975	Ronnie O'Sullivan -- In the World Championship, O'Sullivan beat David Gilbert 10--7 in the first round. After the match, he refused to attend a mandatory press conference, and also refused to talk to the tournament broadcasters, the BBC. He received a formal warning from World Snooker, and was advised that further breaches of contract would lead to fines. In the second round, he lost 12--13 to Barry Hawkins, his first loss against Hawkins in 14 years and only the second time in 13 years that he had failed to reach the World Championship quarterfinals.	is ronnie o sullivan in the world championship 2016?	1	Is Ronnie O'Sullivan competing in the 2016 World Championship?
449	Blood–brain barrier -- The blood--brain barrier (BBB) is a highly selective semipermeable membrane barrier that separates the circulating blood from the brain and extracellular fluid in the central nervous system (CNS). The blood--brain barrier is formed by brain endothelial cells and it allows the passage of water, some gases, and lipid-soluble molecules by passive diffusion, as well as the selective transport of molecules such as glucose and amino acids that are crucial to neural function. Furthermore, it prevents the entry of lipophilic potential neurotoxins by way of an active transport mechanism mediated by P-glycoprotein. Astrocytes have been claimed to be necessary to create the blood--brain barrier. A few regions in the brain, including the circumventricular organs, do not have a blood--brain barrier.	can protein pass through the blood brain barrier?	0	Can protein cross the blood-brain barrier?
2453	Gone with the Wind (film) -- The film received positive reviews upon its release, in December 1939, although some reviewers found it overlong. The casting was widely praised, and many reviewers found Leigh especially suited to her role as Scarlett. At the 12th Academy Awards, it received ten Academy Awards (eight competitive, two honorary) from thirteen nominations, including wins for Best Picture, Best Director (Fleming), Best Adapted Screenplay (posthumously awarded to Sidney Howard), Best Actress (Leigh), and Best Supporting Actress (Hattie McDaniel, becoming the first African American to win an Academy Award). It set records for the total number of wins and nominations at the time. The film has been criticized as historical revisionism glorifying slavery, and it has been credited with triggering changes in the way in which African Americans are depicted cinematically.	did gone with the wind win best picture?	1	Is it true that Gone with the Wind won best picture?
2976	Top Gear controversies -- The Top Gear presenters go across Burma and Thailand in lorries with the goal of building a bridge over the river Kwai. After building a bridge over the Kok River, Clarkson is quoted as saying ``That is a proud moment, but there's a slope on it.'' as a native crosses the bridge, 'slope' being a pejorative for Asians.	did top gear really build a bridge over the river?	1	Is it true that Top Gear built a bridge across the river?
2454	Antagonist -- An antagonist is a character, group of characters, institution or concept that stands in or represents opposition against which the protagonist(s) must contend. In other words, an antagonist is a person or a group of people who opposes a protagonist.	does the antagonist always have to be a person?	0	Is it necessary for the antagonist to always be a person?
1956	Consumer fireworks -- The following states permit the sale of all or most types of consumer fireworks to residents: Alabama, Alaska, Arkansas, Iowa, Indiana, Kansas, Kentucky, Louisiana, Maine, Michigan, Mississippi, Missouri, Montana, Nebraska, New Hampshire, New Mexico, North Dakota, Ohio, Oklahoma, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Washington, West Virginia, Wyoming (varies by county) and Georgia. Many of these states have selling seasons around the 4th of July and/or Christmas and New Year's Eve. Some of these states also allow local laws or regulations to further restrict the types permitted or the selling seasons.	is it illegal to do fireworks in iowa?	0	Is it illegal in Iowa to set off fireworks?
451	Belgium at the FIFA World Cup -- Belgium have appeared in the finals tournament of the FIFA World Cup on 13 occasions, the first being at the first FIFA World Cup in 1930 where they finished in 11th place. The inaugural FIFA World Cup final was officiated by Belgian referee John Langenus.	have belgium ever reached the world cup final?	1	Has Belgium ever made it to the World Cup final?
948	Shameless (season 8) -- The eighth season of Shameless, an American comedy-drama television series based on the British series of the same name by Paul Abbott, was announced on December 19, 2016, a day after the seventh season finale. The season, which premiered on November 5, 2017, consisted of a total of 12 episodes.	is shameless coming out with a season 8?	1	Is there going to be a season 8 of Shameless?
2977	Money Heist -- Money Heist (Spanish: La casa de papel; literally The Paper House) is a Spanish heist television series created by Álex Pina for Antena 3. The series is a limited series that aired for one season in two parts. It premiered on 2 May 2017 with two aired parts and an upcoming third part. The series stars Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Pedro Alonso, and Alba Flores. On 25 December 2017, the first part premiered internationally on Netflix, though the part was re-edited into 13 episodes instead of the original number of nine episodes. Netflix released the second part of the season internationally on 6 April 2018 and re-edited the remaining six into nine episodes. On 18 April 2018, Netflix renewed the series for a third part which is expected to be released in 2019.	is money heist the same as la casa de papel?	1	Is a money heist the same as a paper house robbery?
2457	Web hosting service -- Internet hosting services can run Web servers. The scope of web hosting services varies greatly.	is a web server an example of a host?	1	Is a web server a type of host?
452	Laws regarding incest in the United States -- In all but two states, incest is criminalized between consenting adults. In New Jersey and Rhode Island, incest between consenting adults (16 or over for Rhode Island, 18 or over for New Jersey) is not a criminal offense, though marriage is not allowed in either state. New Jersey also increases the severity of underage sex offenses by a degree if they're also incestuous, and criminalizes incest with 16-17 year olds (the normal age of consent in New Jersey is 16).	are there any states where you can marry your sibling?	0	Is it legal to marry your sibling in any state?
949	Poland Spring -- Poland Spring is a brand of bottled water manufactured in Poland, Maine. It is a subsidiary of Nestlé and sold in the United States. The spring was founded in 1845 by Hiram Ricker in the town of Alfred, Maine. Today the water is derived from multiple sources in the state of Maine including Poland Spring and Garden Spring in Poland, Maine, Clear Spring in Hollis, Evergreen Spring in Fryeburg, Spruce Spring in Pierce Pond Township, White Cedar Spring in Dallas Plantation, and Bradbury Spring in Kingfield.	does poland spring water come from a spring?	1	Is Poland's spring water sourced from a spring?
3005	Postal code -- A postal code (also known locally in various English-speaking countries throughout the world as a postcode, post code, Eircode, PIN Code or ZIP Code) is a series of letters or digits or both, sometimes including spaces or punctuation, included in a postal address for the purpose of sorting mail.	is postal code and zip code the same?	1	Is there a difference between a postal code and a zip code?
454	Indian Motocycle Manufacturing Company -- In 2011, Polaris Industries purchased Indian Motorcycles and moved operations from North Carolina and merged them into their existing facilities in Minnesota and Iowa. Since August 2013, Polaris has marketed multiple modern Indian motorcycles that reflect Indian's traditional styling.	are the new indian motorcycles made in america?	1	Are the new Indian motorcycles manufactured in the United States?
2459	National Human Rights Commission of India -- National Human Rights Commission (NHRC) of India is an autonomous public body constituted on 12 October 1993 under the Protection of Human Rights Ordinance of 28 September 1993. It was given a statutory basis by the Protection of Human Rights Act, 1993 (TPHRA). The NHRC is the National Human Rights Commission of India, responsible for the protection and promotion of human rights, defined by the Act as ``rights relating to life, liberty, equality and dignity of the individual guaranteed by the Constitution or embodied in the International Covenants''.	is national human rights commission a constitutional body?	1	Is the National Human Rights Commission a constitutionally mandated body?
1961	Netherland Dwarf rabbit -- Due to their size and overall disposition, Netherlands Dwarfs often do not make good pets for children (although suitability will vary between individual rabbits). There is often a mismatch with small children, because they like to play with the pet or pick it up to cuddle with it. Dwarf rabbits do not like to be picked up or held tightly; and they can bite, scratch or struggle wildly if the child does so. This often leads to accidents if the child drops them out of fright, leading to major injuries because a rabbit has very fragile bones. Larger breeds of rabbits are recommended for children, because they have fewer issues with temperament.	do netherland dwarf rabbits like to be held?	0	Do Dutch dwarf rabbits enjoy being held?
3009	New York City Subway -- The New York City Subway is a rapid transit system owned by the City of New York and leased to the New York City Transit Authority, a subsidiary agency of the state-run Metropolitan Transportation Authority (MTA). Opened in 1904, the New York City Subway is one of the world's oldest public transit systems, one of the world's most used metro systems, and the metro system with the most stations. It offers service 24 hours per day on every day of the year, though some routes may operate only part-time.	does the subway in nyc run 24 hours?	1	Is the subway in New York City open 24 hours a day?
458	Coding strand -- Wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand), and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or transcribed strand).	does it matter which dna strand is transcribed?	1	Does it make a difference which strand of DNA is transcribed?
3011	Virginia State Route 267 -- The main toll plaza for the Dulles Greenway is located just west of the exits for Route 28 and Dulles Airport. Additional toll plazas are located on westbound entrance ramps and eastbound exit ramps with the exception of Battlefield Parkway (Exit 2) in Leesburg. The toll varies depending on the toll plaza traversed. As of January 2013, the base toll collected for two-axle vehicles ranges from $3.00 ($2.55 with E-ZPass) at the Shreve Mill Rd plaza to $5.10 at the main plaza to and from the Dulles Toll Road (which includes the $1.00 toll for the Dulles Toll Road). Vehicles with more than two axles are charged higher rates. The maximum toll rises to $5.90 (including the 75¢ Dulles Toll Road toll) during congestion pricing hours, which are 6:30 am to 9:00 am eastbound and 4:00 pm to 6:30 pm westbound. A previous increase in the base fare and the introduction of congestion pricing occurred in January 2009, and tolls rose an additional 30 cents per trip on January 1, 2012. Vehicles traveling through the main toll plaza to or from the Dulles Toll Road are charged two tolls: one for the Dulles Toll Road, and one for the Dulles Greenway. Cash tolls are accepted during limited hours, and credit cards and E-ZPass transponder payments are accepted at all times. The Greenway is also one of two routes where a subscription membership (exclusive to E-ZPass) allows for an additional discount. Alternate (free) routes include State Route 7 and State Route 28, both of which are generally more congested.	does the dulles toll road take credit cards?	1	Is it possible to pay with a credit card at the Dunes Toll Road?
1963	What Happened to Monday -- The others remotely guide Wednesday to safety but are interrupted when Adrian shows up at the sisters' apartment, concerned about ``Karen.'' They deduce that Adrian has been having a long-term sexual relationship with one of the sisters, and Thursday convinces Saturday to leave with him. Saturday, pretending to be Karen, has sex with Adrian at his apartment and covertly links their bracelets, allowing Friday to hack into the C.A.B. On a video feed, the sisters believe they have found Monday in a holding cell. Meanwhile, C.A.B. agents corner and kill Wednesday. After Adrian leaves his apartment, C.A.B. agents kill Saturday as she tells them Monday was dating Adrian. The sisters' apartment are raided simultaneously by a C.A.B. squad led by Joe. Admitting that she cannot survive on her own, Friday sacrifices herself to allow Thursday to escape and rescue Monday.	does wednesday die in what happened to monday?	1	Does Wednesday perish as a result of what happened to Monday?
953	Two pounds (British coin) -- The coin was introduced on 15 June 1998 (coins minted 1997) after a review of the United Kingdom's coinage decided that a general-circulation £2 coin was needed. The new Bi-metallic coin design replaced a series of commemorative, uni-metallic coins which were issued between 1986 and 1996 to celebrate special occasions. Although legal tender, these coins have never been common in everyday circulation.	are £2 coins going out of circulation?	0	Is it true that £2 coins are being phased out of circulation?
2467	Member states of the United Nations -- Both Egypt and Syria joined the UN as original members on 24 October 1945. Following a plebiscite on 21 February 1958, the United Arab Republic was established by a union of Egypt and Syria and continued as a single member. On 13 October 1961, Syria, having resumed its status as an independent state, resumed its separate membership in the UN. Egypt continued as a UN member under the name of the United Arab Republic, until it reverted to its original name on 2 September 1971. Syria changed its name to the Syrian Arab Republic on 14 September 1971.	is syria a member of the united nations?	1	Is Syria a country that belongs to the United Nations?
2989	The Heroes of Olympus -- The Heroes of Olympus is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. The novels detail a conflict between Greek and Roman demigods and Gaea, the earth goddess. The series is a sequel to Percy Jackson & the Olympians, which dealt with Greek gods. Riordan introduces Roman mythology into his sequel series as well as several new characters. The first book of the series, The Lost Hero, was published on October 12, 2010. The final entry in the series, The Blood of Olympus, was published on October 7, 2014.	is there a sequel to the percy jackson series?	1	Is there going to be a Percy Jackson sequel?
3012	We Bought a Zoo -- We Bought a Zoo is a 2011 American family comedy-drama film loosely based on the 2008 memoir of the same name by Benjamin Mee. It was written and directed by Cameron Crowe and stars Matt Damon as widowed father Benjamin Mee, who purchases a dilapidated zoo with his family and takes on the challenge of preparing the zoo for its reopening to the public. The film also stars Scarlett Johansson, Maggie Elizabeth Jones, Thomas Haden Church, Patrick Fugit, Elle Fanning, Colin Ford, and John Michael Higgins. The film was released in the United States on December 23, 2011 by 20th Century Fox. The film earned $120.1 million on a $50 million budget. We Bought a Zoo was released on DVD and Blu-ray on April 3, 2012 by 20th Century Fox Home Entertainment. Dartmoor Zoological Park (originally Dartmoor Wildlife Park), on which the film is based, is a 33-acre zoological garden located near the village of Sparkwell, Devon, England.	is we bought a zoo a true story?	1	"Is the true storey of ""We Bought a Zoo"" true?"
955	Glenn Rhee -- In the seventh season premiere, ``The Day Will Come When You Won't Be'', Abraham is revealed to be Negan's chosen victim; Negan brutally beats him to death with Lucille as the rest of the group watches, horrified. When Daryl strikes Negan in the face, Negan declares that he will need to kill someone else as punishment. He then strikes Glenn with Lucille. After two blows to the head, Glenn sits up, severely brain damaged with a dislocated eye, and mutters ``Maggie, I'll find you'', before Negan repeatedly bludgeons Glenn's skull into a bloody pulp.	did glenn die in the walking dead season 6?	0	Glenn died in the sixth season of The Walking Dead?
2479	I Can Only Imagine (film) -- Years later, Millard is in Lakeside high school and dating Shannon. Hoping to impress his father, he begins playing football. However, he is injured, breaking both ankles and ending his career. In order to make up the credits he would miss from football, he signs up for music class, the only available class left. Initially, Millard is assigned to be a sound technician. After the director catches him singing in the empty auditorium of Lakeside high school, she casts him as Curly, the lead role in the school production of Oklahoma. He doesn't tell his father of his role in the play, and while Bart has risen to the singing demands of the part, Arthur subsequently collapses with severe abdominal pain, but refuses to tell Bart or Shannon about his cancer diagnosis. The following morning, Millard voices his frustrations with his father and is assaulted by his father, who smashes a plate over his head. Shannon presses Bart to open up, but he responds by breaking up with her and leaving to seek his fortune in the city after graduation.	did bart millard sing in movie i can only imagine?	1	Is it true that Bart Millard sang in the movie I can only imagine?
463	Golden goal -- In February 2004, the IFAB announced that after Euro 2004 in Portugal, both the golden goal and silver goal methods would be removed from the Laws of the Game. Since the 2006 FIFA World Cup in Germany the golden goal has never been used in the event of a tied match during the knockout stage, and FIFA restored the original rules: in the event of a tied game after the original 90 minutes, two straight 15-minute periods of extra time are played. If a tie still remains after that, the winner is decided by a penalty shoot-out.	does golden goal apply in the world cup 2018?	0	Does the golden goal rule apply in the 2018 World Cup?
1969	Identity documents in the United States -- Identity documents in the United States are typically the regional state-issued drivers license or identity card, while also the Social Security card (or just the Social Security number) and the United States Passport Card may serve as national identification. The United States passport itself also may serve as identification. However there is no official ``national identity card'' in the United States, in the sense that there is no federal agency with nationwide jurisdiction that directly issues an identity document to all US citizens for mandatory regular use.	is a state id a government issued id?	1	Is a state identification card a government-issued identification card?
3017	Mickey's House and Meet Mickey -- Mickey's House and Meet Mickey is a walk through and Meet & Greet attraction at Mickey's Toontown in Disneyland and Toontown at Tokyo Disneyland. Similar attractions formerly existed in the Magic Kingdom and Hong Kong Disneyland.	is mickey and minnie's house still in magic kingdom?	0	Is the house of Mickey and Minnie still in the Magic Kingdom?
1970	Accession of Bosnia and Herzegovina to the European Union -- The accession of Bosnia and Herzegovina to the European Union is the stated aim of the present relations between the two entities. Bosnia and Herzegovina has been recognised by the EU as a ``potential candidate country'' for accession since the decision of the European Council in Thessaloniki in 2003 and is on the current agenda for future enlargement of the EU. Bosnia and Herzegovina takes part in the Stabilisation and Association Process, and the relative bilateral SAA agreement has been signed in 2008, ratified in 2010, and entered into force in 2015. Meanwhile, the trade bilateral relations are regulated by an Interim Agreement. Bosnia formally applied for EU membership in February 2016, and it remains a potential candidate country until it gets a response from the Council.	is bosnia and herzegovina part of the eu?	0	Is Bosnia and Herzegovina a member of the European Union?
956	Alpha-gal allergy -- Alpha-gal allergy, also known as meat allergy or mammalian meat allergy (MMA), is a reaction to galactose-alpha-1,3-galactose (alpha-gal), whereby the body is overloaded with immunoglobulin E (IgE) antibodies on contact with the carbohydrate. The alpha-gal molecule is found in all mammals apart from Old World monkeys and the apes, which include humans. Anti-gal is a human natural antibody that interacts specifically with the mammalian carbohydrate structure gal alpha 1-3Gal beta 1-4GlcNAc-R, termed, the alpha-galactosyl epitope. Whereas anti-gal is absent from humans, apes, and Old World monkeys, it is abundant in New World monkeys, prosimians, and nonprimate mammals.	is it possible to be allergic to meat?	1	Is it possible to have a meat allergy?
467	In-N-Out Burger -- In-N-Out Burger is an American regional chain of fast food restaurants with locations primarily in the American Southwest and Pacific coast. It was founded in Baldwin Park, California in 1948 by Harry Snyder and Esther Snyder. The chain is currently headquartered in Irvine, California and has slowly expanded outside Southern California into the rest of California, as well as into Arizona, Nevada, Utah, Texas, and Oregon. The current owner is Lynsi Snyder, the Snyders' only grandchild.	is in n out only located in california?	0	Is In & Out only available in California?
2997	Square -- In geometry, a square is a regular quadrilateral, which means that it has four equal sides and four equal angles (90-degree angles, or (100-gradian angles or right angles). It can also be defined as a rectangle in which two adjacent sides have equal length. A square with vertices ABCD would be denoted ◻ (\displaystyle \square ) ABCD.	does a square have to have right angles?	1	Is it necessary for a square to have right angles?
3023	Racial segregation in the United States Armed Forces -- The American military was entirely segregated during World War I. Although the military training of black Americans was opposed by white supremacist politicians such as Sen. James K. Vardaman (D-Mississippi) and Sen. Benjamin Tillman (D-South Carolina), the decision was made to include African-Americans in the 1917 draft. A total of 290,527 black Americans were ultimately registered for the draft.	were the us armed forces integrated in wwi?	1	Were the United States armed forces involved in WWI?
2482	Becket controversy -- The Becket controversy or Becket dispute was the quarrel between Thomas Becket, the Archbishop of Canterbury, and King Henry II of England, from 1163 to 1170. The controversy culminated with Becket's murder in 1170, and was followed by Becket's canonization in 1173 and Henry's public penance at Canterbury in July 1174.	has the long exile of the archbishop ended?	1	Is the archbishop's long exile over?
2999	Pork ribs -- Baby back ribs (also back ribs or loin ribs) are taken from the top of the rib cage between the spine and the spare ribs, below the loin muscle. They have meat between the bones and on top of the bones, and are shorter, curved, and sometimes meatier than spare ribs. The rack is shorter at one end, due to the natural tapering of a pig's rib cage. The shortest bones are typically only about 3 in (7.6 cm) and the longest is usually about 6 in (15 cm), depending on the size of the hog. A pig side has 15 to 16 ribs (depending on the breed), but usually two or three are left on the shoulder when it is separated from the loin. So, a rack of back ribs contains a minimum of eight ribs (some may be trimmed if damaged), but can include up to 13 ribs, depending on how it has been prepared by the butcher. A typical commercial rack has 10--13 bones. If fewer than 10 bones are present, butchers call them ``cheater racks''.	are back ribs same as baby back ribs?	1	Are back ribs and baby back ribs the same thing?
1974	Changeling (film) -- Changeling is a 2008 American mystery crime drama film directed, produced, and scored by Clint Eastwood and written by J. Michael Straczynski, that explores child endangerment, female disempowerment, political corruption, mistreatment of mental health patients, and the repercussions of violence. The script was based on real-life events, specifically the 1928 Wineville Chicken Coop Murders in Mira Loma, California. The film stars Angelina Jolie as a woman reunited with a boy whom she immediately realizes is not her missing son. When she tries to demonstrate this to the police and city authorities, she is vilified as delusional, labeled as an unfit mother, and then confined to a psychiatric ward.	is the film changeling based on a true story?	1	Is the movie Changeling inspired by a true storey?
960	United States heraldry -- Heraldry in the United States was first established by European settlers who brought with them the heraldic customs of their respective countries of origin. As the use of coats of arms may be seen as a custom of royalty and nobility, it had been debated whether the use of arms is reconcilable with American republican traditions. Families from English, Scottish, Irish, Welsh, German, and other European nations with a heraldic tradition have retained their familial coat of arms in the United States. Several ``founding fathers'' also employed personal arms and a great number of Americans continue to do so.	can an american get a coat of arms?	1	Is it possible for an American to obtain a coat of arms?
1979	Insulin resistance -- Insulin resistance (IR) is a pathological condition in which cells fail to respond normally to the hormone insulin. The body produces insulin when glucose starts to be released into the bloodstream from the digestion of carbohydrates (primarily) in the diet. Under normal conditions of insulin reactivity, this insulin response triggers glucose being taken into body cells, to be used for energy, and inhibits the body from using fat for energy, thereby causing the concentration of glucose in the blood to decrease as a result, staying within the normal range even when a large amount of carbohydrates is consumed. During insulin resistance, however, excess glucose is not sufficiently absorbed by cells even in the presence of insulin, thereby causing an increase in the level of blood sugar.	is there such a thing as insulin resistance?	1	Is it possible to have insulin resistance?
961	Surface Pro 4 -- All Surface Pro 4 models come with a 64-bit version of Windows 10 Pro and a Microsoft Office 30-day trial. Windows 10 comes pre-installed with Mail, Calendar, People, Xbox (app), Photos, Movies and TV, Groove, and Microsoft Edge. With Windows 10, a ``Tablet mode'' is available when the Type Cover is detached from the device. In this mode, all windows are opened full-screen and the interface becomes more touch-centric.	does surface pro 4 come with microsoft office?	1	Is Microsoft Office included with the Surface Pro 4?
477	Call of Duty: Modern Warfare 2 -- The game's campaign follows the Task Force 141, a special forces unit fronted by Captain Soap MacTavish, as they hunt Vladimir Makarov, leader of the Russian Ultranationalist party, and the United States Army Rangers, who are defending the country from a Russian invasion. The game's main playable characters are Sergeant Gary ``Roach'' Sanderson, of the 141, and Private James Ramirez, of the Army Rangers, with Captain MacTavish becoming playable later in the campaign. An expansive multiplayer mode is featured in the game, with several new features and modes that were not seen in its predecessor.	is call of duty modern warfare 2 multiplayer?	1	Is Modern Warfare 2 a multiplayer game?
968	List of Canadian tornadoes and tornado outbreaks -- Ontario, Alberta, Manitoba and Saskatchewan all average 15 tornadoes per season, followed by Quebec with fewer than 10. New Brunswick and the British Columbia Interior are also recognized tornado zones. All other provinces and territories have significantly less threat from tornadoes. The peak season in Canada is in the summer months when clashing air masses move north, as opposed to the spring season in the United States southern-central plains, although tornadoes in Canada have occurred in spring, fall and very rarely winter.	has there ever been a tornado in canada?	1	Has a tornado ever struck Canada?
3026	Visa policy of Ireland -- Although Ireland is a member of the European Union, it has an opt-out from the Schengen Area and is therefore able to set its own visa policy. Ireland also operates the Common Travel Area with the United Kingdom, the Channel Islands and the Isle of Man which allows for open internal borders between the countries and territories. Established in 1923, it permits British and Irish citizens to freely move around the Common Travel Area with minimal identity documents.	can we travel to ireland with schengen visa?	0	Can we enter Ireland with a Schengen visa?
1980	The Ranch (TV series) -- The Ranch is an American comedy web television series starring Ashton Kutcher, Danny Masterson, Debra Winger, Elisha Cuthbert, and Sam Elliott that debuted in 2016 on Netflix. The show takes place on the fictional Iron River Ranch in the fictitious small town of Garrison, Colorado; detailing the life of the Bennetts, a dysfunctional family consisting of two brothers, their rancher father, and his divorced wife and local bar owner. While the opening sequence shows scenes from Norwood and Ouray, Colorado and surrounding Ouray and San Miguel Counties, The Ranch is filmed on a sound stage in front of a live audience in Burbank, California. Each season consists of 20 episodes broken up into two parts, each containing 10 episodes.	is garrison from the ranch a real place?	0	Is the ranch's garrison a real place?
969	Salt and pepper shakers -- The number of holes varies by culture, health and taste. In the United States where excessive salt is considered unhealthy, salt is stored in the shaker with the fewest holes, but in parts of Europe where pepper was historically a rare spice, this is reversed.	does salt go in the shaker with less holes?	1	Do you put salt in the shaker with fewer holes?
3028	Brexit -- Brexit (/ˈbrɛksɪt, ˈbrɛɡzɪt/) is the impending withdrawal of the United Kingdom (UK) from the European Union (EU). In a referendum on 23 June 2016, a majority of British voters supported leaving the EU. On 29 March 2017, the UK government invoked Article 50 of the Treaty on European Union. The United Kingdom is due to leave the EU on 29 March 2019 at 11 p.m. UTC (midnight Central European Time), when the period for negotiating a withdrawal agreement will end unless an extension is agreed.	did the united kingdom leave the european union?	0	Is the United Kingdom still a member of the European Union?
970	Ford Escape -- At the time, larger sport utility vehicles tended to use pickup truck-based, body-on-frame designs. Other car makers, Jeep, Toyota and Honda had been offering smaller unibody designs, the Jeep Cherokee (XJ), RAV4 and CR-V respectively. Solid rear axles were commonly used on the full sized truck based SUVs and Jeep Cherokee due to their ability to carry heavy loads at the expense of a comfortable ride and good handling. Ford and Mazda decided to offer a car-like, unibody design with a fully independent suspension and rack and pinion steering similar to the RAV4 and CR-V, the Escape. Although not meant for serious off-roading, a full-time all-wheel-drive (AWD) system supplied by Dana was optional, which included a locking center differential activated by a switch on the dashboard. The AWD system normally sends most of the power from the engine to the front wheels. If slipping is detected at the front, more power will be sent to the rear wheels in a fraction of a second. The four wheel drive system was a newer version of Ford's ``Control Trac'' 4x4 system, dubbed the Control Trac II 4WD in the Escape. This system allowed the front wheels to receive 100% of the torque until a slip was detected. Using a Rotary Blade Coupling, the rear wheels could be sent up to 100% of the power in fractions of a second. When switching the system from ``Auto'' to ``On,'' the front and rear axles are locked at a 50/50 split; the reaction time necessary to engage the rear wheels is reduced via an integrated bypass clutch. The Control Trac II system allows for a four-wheel drive vehicle without the use of a center differential. The entire braking system was built by Continental Teves, including the ABS and various related suspension components. CKD production began in 2002 at Ford Lio Ho Motor Co. in Taiwan for various Asian markets.	is ford escape a 4 wheel drive vehicle?	1	Is the Ford Escape a four-wheel-drive vehicle?
1981	Icelandic name -- Some family names do exist in Iceland, most commonly adaptations from last name patronyms Icelanders took up when living abroad, usually Denmark. Notable Icelanders who have an inherited family name include former prime minister Geir Haarde, football star Eiður Smári Guðjohnsen, entrepreneur Magnús Scheving, film director Baltasar Kormákur Samper, actress Anita Briem and member of parliament (and former news reporter) Elín Hirst. Before 1925, it was legal to adopt new family names; one Icelander to do so was the Nobel Prize-winning author Halldór Laxness, while another author, Einar Hjörleifsson and his brothers all chose the family name ``Kvaran''. Since 1925, one cannot adopt a family name unless one explicitly has a legal right to do so through inheritance. (The law was amended in 1991 and 1996.)	does every name in iceland end in son?	0	Is it true that every name in Iceland ends in son?
1987	The Star-Spangled Banner -- ``The Star-Spangled Banner'' is the national anthem of the United States. The lyrics come from ``Defence of Fort M'Henry'', a poem written on September 14, 1814, by the then 35-year-old lawyer and amateur poet Francis Scott Key after witnessing the bombardment of Fort McHenry by British ships of the Royal Navy in Baltimore Harbor during the Battle of Baltimore in the War of 1812. Key was inspired by the large U.S. flag, with 15 stars and 15 stripes, known as the Star-Spangled Banner, flying triumphantly above the fort during the U.S. victory.	is the national anthem and the star spangled banner the same thing?	1	Is the national anthem the same as the star-spangled banner?
3029	Gun laws in Indiana -- Indiana is a ``shall issue'' state for the License To Carry a Handgun. A license to carry will be issued to individuals age 18 or older who meet a number of legal requirements. Currently both limited term and unlimited lifetime licenses are available.	can an 18 year old own a handgun in indiana?	1	In Indiana, can an 18-year-old purchase a handgun?
1989	It's a Wonderful Life -- It's a Wonderful Life is a 1946 American Christmas fantasy comedy-drama film produced and directed by Frank Capra, based on the short story and booklet The Greatest Gift, which Philip Van Doren Stern wrote in 1939 and published privately in 1945.	is its a wonderful life a christmas movie?	1	Is it a Christmas movie, It's a Wonderful Life?
975	All-American Girls Professional Baseball League -- The All-American Girls Professional Baseball League (AAGPBL) was a women's professional baseball league founded by Philip K. Wrigley which existed from 1943 to 1954. The AAGPBL is the forerunner of women's professional league sports in the United States. Over 600 women played in the league. In 1948, league attendance peaked at over 900,000 spectators. The most successful team, the Rockford Peaches won a league-best four championships. The 1992 motion picture A League of Their Own is a mostly fictionalized account of the early days of the league and its stars.	was there really an all girl baseball league?	1	Was there, in fact, an all-female baseball league?
