index	label	sentence1	sentence2
2010	1	Abuja is located in Adamawa State.	I recently took a round trip from Abuja to Yola, the capital of Adamawa State and back to Abuja, with a fourteen-seater bus.
2011	1	Southwest Airlines operates in New Orleans.	Southwest Airlines on Thursday said rebuilding service at New Orleans was its number one priority as it unveiled its 58th consecutive quarterly profit and enhanced fuel hedges to extend its competitive advantage over rivals.
2013	1	Nicolas Cage's new son was awarded an Oscar.	Although they were born on different planets, Oscar-winning actor Nicolas Cage's new son and Superman have something in common - both were named Kal-el.
2015	1	Jason Hudson was Jennifer's brother.	Hudson's mother, Darnell Donerson, 57, and brother, Jason Hudson, 29 were found dead in Donerson's home on October 24 and the body of Hudson's 7-year-old nephew, Julian King was found four days later in a stolen SUV. A handgun police say is tied to the case was found nearby, but Reuters reports that Bond did not comment on any evidence in the case.
2016	1	Martin Page was sent on a mission to Afghanistan.	"""The word in the galley food queues is that we could do with more men, and the kit does keep wearing out, but that's due to the conditions here,"" said Corporal Martin Page."
2019	1	Missouri's population is 2.8 million.	While the total population for Missouri increased by 2.8 percent, the Hispanic population shows a 24.9 percent increase between 2000 and 2004.
2020	1	Angela Lansbury is an actress.	"BEA Arthur seemed the very definition of a tough showbiz broad. Tall, astringent, imperious -- she looked like someone who didn't suffer fools and could cut them down with a withering look or a well-aimed barb, delivered in that famous contralto. And it was, for the most part, all an act, says her close friend of more than 40 years, Angela Lansbury. ""Bea was absolutely the antithesis of the characters she portrayed,"" Lansbury says. ""She was sensitive -- really, really sensitive -- and self-conscious. But she covered it up by becoming this deep-voiced comic."
2023	1	Slavkov, defendant in the scandal of Salt Lake but that later was exculpated, in fact said that Takatch.	Slavkov, accused in the Salt Lake scandal but later cleared, said he had been approached by Takatch.
2024	1	"T.S. Eliot wrote ""Animal Farm""."	"IT must rate as the literary snub of the 20th century. T S Eliot, one of Britain's greatest poets, rejected George Orwell's Animal Farm for publication on the grounds of its unconvincing Trotskyite politics. Eliot, a former director of Faber and Faber, the publisher, wrote his rejection in a highly critical letter in 1944, one of many private papers made available for the first time by his widow Valerie for a BBC documentary. When Orwell submitted his novel, an allegory on Stalin's dictatorship, Eliot praised its ""good writing"" and ""fundamental integrity""."
2027	1	Robots serve as wax singers in the Rock Hall of Fame.	"Picture a Janis Joplin robot sitting on a park bench talking about the Summer of Love, singing ""Me and Bobby McGee"" and introducing a David Bowie robot."
2031	1	Dr. Kevorkian assisted Janet Adkins to use his suicide device.	A doctor from Michigan helped an Oregon woman with Alzheimer's disease commit suicide.
2032	1	Al-Jazeera has occasionally run into problems with authorities in other Arab countries.	Al-Jazeera broadcasts to millions of Arab viewers from headquarters in Doha, Qatar.
2035	1	Missouri's population is 56.	That natural increase accounted for 56 percent of Missouri population growth during the past four years.
2038	1	Sportswomen have been accused of doping.	The International Olympic Committee has leapt to the defence of the drug-testing lab at the centre of the Merlene Ottey doping case. Athletics' governing body, the IAAF, last week cleared Ottey of accusations of steroid use and lifted a two-year ban after their arbitration panel said the IOC-accredited lab in Lausanne improperly tested Ottey's urine sample.
2039	1	The kidnappers paid compensation to the victims of the U.S.	The kidnappers want the Kuwaiti firm that employs the men to stop doing business in Iraq and to pay compensation to the victims of U.S. strikes in Falluja.
2041	1	Rehnquist served the second-longest tenure, as chief justice, in US history.	Rehnquist, appointed to the court in 1972 and promoted to chief justice in 1986, was the longest-serving chief justice since 1910 and among the longest-serving jurists in the court's history.
2045	1	Women are poorly represented in parliament.	The participation of women in parliament in Mauritius is expected to increase as more female candidates have contested Monday's election.
2047	1	Organ transplant saves lives.	Figures released today show that the number of organs donated by New Zealanders in 2006 has decreased by four to a new record low of 25. In 2005 the number of organs donated equalled 29, a previous record low in New Zealand. Before 2005 the number of organ donations averaged 40, an already low number by international standards.
2049	1	Mark Allen is appointed as chief operating officer.	Mark Allen, the company's president and chief operating officer, will become the new CEO.
2053	1	News Corporation is located in Australia.	US-based News Corporation (formerly based in Australia) has announced its purchase of IGN Entertainment, a US-based online media group, for US$650 million. IGN's assets include popular video game sites IGN.com and GameSpy.com, as well as movie and game review site Rotten Tomatoes. IGN will become part of the News Corporation's Fox Interactive Media division, which will expand the company's online presence to become the fourth largest online media company, with over 70 million individual users and 12 billion page views per month when the takeover is complete.
2057	1	Sigismund made Warsaw the capital of Poland in 1611.	There are many Baroque churches of the Counter-Reformation period, including the Jesuit Church next to the cathedral and the Church of the Holy Cross, which contains Chopin's heart.
2059	1	Fruits and vegetables prevent osteoporosis.	The results of numerous epidemiological studies and recent clinical trials provide consistent evidence that diets rich in fruits and vegetables can reduce the risk of chronic disease.
2060	1	Capital punishment is a deterrent to crime.	Capital punishment is a catalyst for more crime.
2065	1	Owners announced plans to sell clean-up equipment.	The news comes as the owners of Kilroot announced plans to install clean-up equipment at the plant near Carrickfergus at a cost of Â£35 million.
2067	1	According to the poll, 65% of Americans believe that Clinton should be removed from office.	The poll also showed that a higher percentage of Americans (65%) believe that even if the investigation proceedings actually began, Clinton ought not to be removed.
2071	1	Annual rate increase of 3% in second quarter much lower than forecasts.	Gross domestic product, a measure of total output within the nation's borders, climbed at a 3% annual pace in the April-June period.
2072	1	Arnold Schwarzenegger is Austrian.	California Gov. Arnold Schwarzenegger (R) on Friday signed five bills into law that allow California to receive more than $17.5 billion in federal economic stimulus aid, but the funding will not be enough for the state to avoid $3 billion in tax increases and cuts to services to balance its budget, the San Francisco Chronicle reports. The legislation changes eligibility reporting requirements for children enrolled in Medi-Cal and allows more people to qualify for unemployment insurance and extends the benefit by 20 weeks. Medi-Cal is the state's Medicaid program.
2073	1	Paolo Maldini plays for Reggina.	A.C. Milan is in second place with 13 points, after two first-half goals from captain Paolo Maldini earned them a 2-1 victory over Reggina.
2074	1	The ban on ivory trade has been effective in protecting the elephant from extinction.	Banning ivory is the surest road to extinction for the African elephant, argue leaders in those countries.
2077	1	A tropical storm has caused significant property damage or loss of life.	The greatest threat to life and property associated with a hurricane and tropical storm is storm surge.
2078	1	Dalai Lama and the government of the People's Republic of China are in dispute over Panchen Lama's reincarnation.	"Thus, China's President repeatedly sent letters and envoys to the Dalai Lama and to the Tibetan Government asking that Tibet ""join"" the Republic of China."
2079	1	Ralph Fiennes will play Harry Potter in the next movie.	Ralph Fiennes, who has played memorable villains in such films as 'Red Dragon' and 'Schindler's List,' is to portray Voldemort, the wicked warlock, in the next Harry Potter movie.
2080	1	The Aurora Borealis was discovered in 1995.	"In 1955, the Aurora Borealis, a coating applied to crystal stones to produce a ""rainbow of colors"" effect was introduced."
2082	1	Titan is the fifteenth of Saturn's known satellites.	"""These new results from Cassini may be the first evidence of gases originating either from the surface or possibly from the interior of Enceladus,"" said Dr. Michele Dougherty, principal investigator for the Cassini magnetometer and professor at Imperial College in London. Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring. Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it."
2083	1	Gilda Flores was kidnapped on the 13th of January 1990.	San Salvador, Jan. 13, '90 (Acan-Efe) -The bodies of Hector Oqueli and Gilda Flores, who had been kidnapped yesterday, were found in Cuilapa, Guatemala, near the border with El Salvador, the relatives of one of the victims have reported.
2084	1	Intelligent design supports Darwinian evolution.	The US state of Kansas has ruled that science classes in public schools should include the teaching of intelligent design and the doubts it casts on Darwinian evolution.
2089	1	Corey Lidle was a resident of New York City.	"""There is 'no indication of any security related event' that brought the plane down,"" said FBI spokesman Richard Kolko. Conditions of freezing drizzle, known as hard rime, were the most likely cause of the tragedy. The National Transportation Safety Board (NTSB) has announced that they would send a team to the crash site on Friday to begin the investigation. Lorenda Ward will serve as chief investigator with the assistance of NTSB Commissioner Steven Chealander and public affairs officer Keith Holloway. Ward has investigated several other plane crashes ―including the 2006 New York City plane crash that claimed the life of New York Yankees pitcher Corey Lidle."
2091	1	Lutheran Brotherhood received the Nobel Peace Prize in 1989.	Begun in 1989 with generous annual support from Lutheran Brotherhood (now Thrivent Financial for Lutherans), the Nobel Peace Prize Forum's stimulating array of programs has involved more than 21,000 participants and reached a much broader audience through national and regional media coverage.
2092	1	A small bronze bust of Spencer Tracy made £180,447.	A small bronze bust of Spencer Tracy sold for £174,000.
2095	1	Montezemolo is the president of Ferrari and Fiat.	"LONDON (Reuters) - Ferrari president Luca di Montezemolo has presented the struggling Formula One champions with a penitent's hood while warning them not to become a laughing stock. ""It would be a euphemism to say people here were very angry, but these same people are also very determined to react,"" the team quoted him as saying after a 2-1/2 hour crisis meeting in Maranello on Tuesday afternoon. ""I brought with me a monk's hood to make everyone understand that we have to tackle this season with humility, and made the point that I don't want to find us on some sort of TV comedy video programme after each race,"" he added."
2096	1	Aristide is the mayor of Port-au-Prince.	Evans Paul, the pro-Aristide mayor of Port-au-Prince, said he had been told that the money will go to American lobbyists, politicians and journalists to campaign against the return of Aristide, Haiti's first democratically elected president
2102	1	Highway 18 Outdoor Theatre is located in Wisconsin Dells.	The three drive-ins nearest to Madison, all less than an hour's drive, are: Big Sky Twin Drive-In Theatres in Wisconsin Dells, Highway 18 Outdoor Theatre, near Jefferson, and Sky-Vu Drive-In, near Monroe.
2103	1	FBI whistleblower Coleen Rowley has also arrived in Texas, as has Becky Lourey, another mother who has lost her son in Iraq and a state senator in Minnesota	Then came the dozens of protesters who started camping out near Bush's ranch this month, led by a California mother who lost her son in the war and insists on speaking to the president.
2104	1	Tom Cruise is married to Katie Holmes.	Morton's book was published January 15, and hit number one on Amazon.com's Top Sellers list on January 18. Yesterday, the book hit the number one spot on The New York Times Best Sellers list. The book is not for sale in Britain or Ireland, and the New York Post has reported that British tourists to the United States are buying copies of the book to bring back home. Morton makes some controversial assertions in the book, including that Cruise is second in command at the Church of Scientology, and that Scientology was the cause of Cruise and Nicole Kidman's separation.
2106	1	Roh Moo-hyun asked the BAI to kidnap a South Korean in Iraq.	South Korean President Roh Moo-hyun Thursday asked the Board of Audit and Inspection (BAI) to investigate questions arising about the Foreign Ministry's response to the kidnapping of a South Korean in Iraq who was later killed by Muslim militants, according to Yonhap.
2107	1	The Amazon rain forest is a vast area in South America.	Besides producing this riverine sea, the deluge also nourishes the largest stretch of rain forest left on Earth. One-third of the remaining rain forest was in the Amazon basin and fires had consumed about 10% of it, an area twice the size of California.
2108	1	The city continued to grow, but its services deteriorated.	The city continued to grow through much of the 20th century.
2110	1	50th Anniversary of Normandy Landings lasts a year.	Next year is the 50th anniversary of the Normandy invasion, an event that wouldn't have been possible without the Liberty ships. The volunteers hope to raise enough money to sail the O'Brien to France for the big D-Day celebration.
2113	1	In the Old Town, the Gothic St . John's Cathedral and the red-brick fortifications known as the Barbican remain from the medieval period.	Saint John's Cathedral is the oldest church in Warsaw.
2115	1	Americans hope to help Evans Paul in the election for mayor of Port-au-Prince.	U.S. Embassy spokesman Stanley Shrager said that the Americans hope to help Port-au-Prince's elected mayor, Evans Paul, return from hiding and resume his post as mayor of the city.
2116	1	U.S. Military evacuated U.S. citizens.	All U.S Embassy personnel in non-emergency positions and family members of U.S Embassy personnel who were evacuated as a result of the initial conflict have been authorized to return to Eritrea.
2120	1	The Bills announced that they will release the 33-year-old Bledsoe.	The Bills will announce the release of  12-year veteran Drew Bledsoe on Wednesday afternoon, leaving J.P. Losman as the No. 1 QB.
2121	1	The first free elections in Iraq were held in January 2005.	February 4, 2005, Iraq. With more than two-thirds of the 3.3 million votes counted in the Iraqi legislative election , the United Iraqi Alliance has a considerable lead over interim Iraqi Prime Minister Iyad Allawi's Iraqi List which trails with approximately 17% of the current tally.
2124	1	Boeing's headquarters is in Canada.	Chicago-based Boeing has already scrubbed three delivery slots in 2006 that had been booked by Air Canada.
2127	1	The introduction of the euro has been opposed.	However, market players were more inclined towards weakening yen, as the yen plunged to its lowest levels since October 1998, after foreign exchange markets interpreted comments made by visiting U.S. Treasury Secretary Paul O'Neill to mean that Washington is not opposed to a weak Japanese currency.
2129	1	EU leaders found an agreement about a candidate to the post of European commission president.	Ahern, who was travelling to Tokyo for an EU-Japan summit yesterday, will consult with other EU leaders by telephone later this week in an effort to find an agreed candidate to presidency of the European commission.
2131	1	More than four million people have remained stubbornly unemployed in the last three years.	Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.
2135	1	US shuttle Atlantis docks with the Mir space station.	On February 1, 1990, during a spacewalk, Alexander Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant 2. Unlike U.S. astronauts, who flew untethered flights with a similar device, the Soviet cosmonaut remains attached to the station with a safety tether, since there is no space shuttle to pick him up in case of an emergency.
2136	1	The four Jordanian hostages, kidnapped about a week ago, were freed.	Six hostages in Iraq were freed.
2137	1	AIDS spreads in Africa.	In 1979, the very first cases of AIDS appeared in New York. Cases of the disease that had never been seen prior to 1979, but is now considered more deadly than the bubonic plague, continued to surface in California and New York, almost exclusively in homosexual men.
2138	1	Anderson and colleagues used fetal neural stem cells, a type that are slightly more developed than embryonic stem cells because they're destined to make cells for the central nervous system.	Injections of human stem cells seem to directly repair some of the damage caused by spinal cord injury, according to research that helped partially paralyzed mice walk again.
2139	1	Millions of dollars of art were recovered, including works by Dali.	Stolen Warhol works recovered: Amsterdam police said Wednesday that they have recovered stolen lithographs by the late U.S. pop artist Andy Warhol worth more than $1 million. Dali's paintings are still missing.
2140	1	Don Brash is the leader of the New Zealand National Party.	Alternately known as brash, emotional and brilliant, the maverick Kasparov could be a formidable opponent in the realm of politics.
2148	1	"Jessica Sierra once reached the finals of ""American Idol""."	Sierra was arrested on December 2 outside a local bar, and is being held without bond. Police claim that after they arrived, she first assaulted an officer then attempted to bribe him by offering to perform a sex act on him. Only two weeks earlier she had pleaded no contest to charges of battery and possessing cocaine. If she is convicted of all the new charges, she could be imprisoned for up to 11 years, which would mean she would have the baby whilst still in prison. Sierra earlier pled not guilty to all charges.
2149	1	Two former bosses of US manufacturer, Tyco, have been sentenced to up to 25 years in jail for stealing more than $150m (£m) from the company.	Kozlowski and the company's former chief financial officer, Mark Swartz, were sentenced, on Monday, to up to 25 years in prison.
2150	1	Shareholders approved expansion for one year.	One year after shareholders approved a massive expansion in its pool of stock options, eBay is asking for more.
2153	1	Andrzej Lepper is no longer the Minister of Agriculture and Rural Development.	In late 2006, Aneta Krawczyk accused the party's leader Andrzej Lepper of having offered her political favours for sex in 2001, and then said he had been the father of her youngest child. She said the same of Lepper's close collaborator and MP, Stanislaw Lyzwinski, and accused him of rape and sexual abuse. She also said that Popecki, who had been Lyzwinski's aide, had tried to induce a miscarriage by giving her a labour-inducing drug called oxytocin.
2155	1	Coal stocks rise.	Total coal stocks with the thermal power stations came down to 9.6 million tonnes on March 3, 2003 from 11 million tonnes on October 1, 2002.
2157	1	Felipe González is the President of Spain.	González Márquez, Felipe is a Spanish political leader. After joining what was then the Spanish Socialist Workers' party, González became its secretary-general and revived it from the moribund position into which it had fallen under Franco.
2159	1	Mr Vanderford said he filmed his own mock execution in a friend's garage to show how the media could be fooled.	Benjamin Vanderford, 22, said he posted the 55-second clip, which shows a knife sawing against his neck, on an online file-sharing network in May.
2160	1	A Sioux ghost shirt was returned by a Scottish museum.	Accompanied by Sioux prayers and the keening of Scottish bagpipes, a plain cotton shirt was returned to South Dakota this past summer.
2162	1	Prudhoe Bay is situated in North Slope.	"The United States government has filed a civil lawsuit against BP Exploration (Alaska) Inc. (BPXA) alleging that the company ""violated federal clean air and water laws"" by ""illegally discharging"" more than 200,000 gallons crude oil during two oil spills in 2006 on Alaska's North Slope in Prudhoe Bay. BPXA previously pleaded guilty to one count of criminal negligence in illegally discharging the oil and paid US$20 million in damages. As a result of the plea, the lawsuit was filed saying that they ""failed"" to prepare for such a disaster by implementing ""certain [sic] spill prevention measures"" as the law requires."
2163	1	Air Force is an organisation based in Southern California.	Christoffer's family was identified only as an Air Force family living in Southern California.
2164	1	"The film ""WarGames"" was shot in 1983."	"""That film wasn't too successful, but then 'WarGames,' which was successful, came out right when I won the Tony for 'Brighton Beach' in 1983."
2167	1	A man threw a shoe at the Prime Minister.	On Sunday December 14, 2008, an Iraqi journalist for an Egyptian Newspaper named Muntazer al-Zaidi was tackled by authorities after he threw his shoes at former United States president George W. Bush during a press conference in Baghdad. Bush had made a surprise last visit to Iraq to sign a new security pact brokered by Iraq and the U.S. Bush ducked as the flying shoes zipped past him, barely missing the now former U.S. president.
2168	1	Before the late 1980's some nations even gave land and tax credit to individuals and companies slashing, burning, and exploiting the forest.	The law once required settlers to clear 80% of their land in two years to win ownership.
2169	1	New Line wants to work with Peter Jackson.	"In an interview with the Sci Fi Wire, Robert Shaye, co-chairman of New Line and executive producer of The Lord of the Rings, said that New Line does not want to do any films, including The Hobbit, with Mr Jackson in the future. ""I do not want to make a movie with somebody who is suing me. It will never happen during my watch."" ""I don't care about Peter Jackson anymore. He wants to have another $100 million or $50 million, whatever he's suing us for,"" Mr Shaye said."
2171	1	Saddam Hussein was being treated as a dignitary.	"Saddam Hussein was being treated with ""dignity and respect."""
2173	1	The dispute between Albania and the UK about the Corfu incident lasted a long time.	At a low-key ceremony, Albanian and British officials agreed to bury all outstanding differences caused by the 'Corfu Channel incident'.
2174	1	Capital punishment is a deterrent to crime.	Rather than deterring crime, capital punishment actually increases the level of brutality in society.
2175	1	American tobacco companies used state tobacco monopoly liberalization.	By buying local companies, Philip Morris and its subsidiary inherit informal trade contacts cultivated under Soviet rule that may help to smooth any future moves east.
2176	1	David Wells' comments drew a quick response from the players' union and the commissioner's office.	The comments made by Wells today, regarding the commissioner of baseball, do not in any way reflect the views of the club, Sox said in a statement.
2178	1	Pretoria is located in Côte d'Ivoire.	South African President Thabo Mbeki, the main mediator in Côte d'Ivoire's peace process, said on Sunday that Pretoria is heightening its intervention in the West African nation to pave the way for elections later this year.
2179	1	A long spell of low interest rates and low risks for investors has especially encouraged investment in homes.	Rising house and stock prices have made many people feel more wealthy and have helped to support consumer spending, a key ingredient of the economy's good health.
2180	1	Citizens of the 25 EU nations are punished by their governments for everything.	Protest votes as citizens of the 25 EU nations punished their governments for everything from high unemployment to involvement in Iraq.
2181	1	John Lennon was killed in 1992.	"Maine knows he killed Lennon and that he is also a child molester. During the '92 election George Bush admitted twice on TV ""Nobody likes who shot John... I know the media is fascinated with this story but..."""
2186	1	Barclays Bank is one of the UK tabloid newspapers.	Sunday Express, a tabloid newspaper from the UK reported an anonymous source claiming to be an insider to merger talks between Wells Fargo Bank and Barclays Bank. The rumoured merger would be a radical break in the kinds of mergers Wells Fargo has done and has said it will continue to do (it is assumed that Wells with the higher market capitalization would be the buyer). Wells Fargo has previously shown no desire to engage in retail banking outside the United States, and has only expanded internationally in its Consumer Finance business and with certain business services.
2187	1	Rwada Ashour is a Palestinian poet.	Born in 1946, into a family many of whose members belonged to liberal professions, Radwa Ashour studied English Literature at Cairo University. She is now Professor of English Literature at Ain Shams University, a novelist, the wife of Palestinian poet Mourid Al-Barghouti and Umm Tamim.
2188	1	It is incorrect to assert that circumcision prevents HIV infection.	Robert Szabo concludes that circumcision, as practiced by Muslims, would be the most immediately effective intervention for reducing HIV transmission since it is done before men are sexually active.
2195	1	Dam building prevents life-threatening situations.	Strong support was given to water conservation, recycling and demand reduction options, while storage augmentation (dam building) was rejected on the grounds that there would not be sufficient water to fill any new dams.
2197	1	19 Bavarians are Catholic.	The common binding of Catholic faith did little to prevent the Bavarians from slaughtering fellow believers in the 19th century under Prussian Protestant officers.
2201	1	11 judges in the Yugoslavia war tribunal were sworn in at the World court.	The United Nations last night elected eight judges for the international war crimes tribunal that will try those accused of murders and other atrocities in former Yugoslavia since 1991.
2202	1	Egyptian and Palestinian border guards failed repeatedly in efforts to end the chaos and to close the border.	Although most Palestinians crossed into Egypt in order to shop and see relatives, Palestinian officials say that the recent border chaos enabled smugglers to bring drugs and weapons into Gaza.
2205	1	Saad Hariri was elected Prime Minister of Lebanon.	George Hawi's assassination came on the heels of the conclusion of the last round of parliamentary elections, which saw a coalition of opposition candidates led by Saad Hariri, son of former Prime Minister of Lebanon Rafik Hariri , capture a majority of seats.
2207	1	In the Netherlands, people can legally have 32 grams of cannabis in their possession.	Between 1978 and 1982, 32 states acknowledged the medical benefits and attempted to make cannabis available, but possession remains a federal offence. Among the states where marijuana is legally used for medical purposes are California, Oregon, Washington, Alaska, Arizona, and Nevada.
2209	1	Three Iraqi soldiers also died Saturday when their convoy was attacked by gunmen near Adhaim.	Also Friday, five Iraqi soldiers were killed and nine wounded in a bombing, targeting their convoy near Beiji, 150 miles north of Baghdad, the Iraqi military said.
2212	1	Ikea is a home.	IKEA offers fantastic and affordable solutions for your home furnishing needs.
2216	1	Ms Robbins is a co-owner of Armstrong Environmental Inc.	In conversations with Ms. Robbins, it is understood that Armstrong Environmental Inc. has been retained by past or present owners or some combination of these parties.
2219	1	A weak cyanide solution is poured over it to pull the gold from the rock.	The mine would operate nonstop seven days a week and use tons of cyanide each day to leach the gold from crushed ore.
2223	1	The Gurkhas come from Nepal.	The Argentinian propaganda made the Gurkhas out to be evil savages who ate their PoW's. However instead of causing the Argentinian conscripts fight to the end, it caused them to run away, the Gurkhas never saw more than brief token resistance.
2224	1	Arsenal lost to Birmingham.	Arsenal sneaked a 1-0 victory over Birmingham at Highbury, taking advantage of Stephen Clemence's own-goal in the 81st minute.
2226	1	200,000 shanties have been demolished.	"When complete, over 2 million people are expected to be displaced. After wiping out the least desirable shanties, next in line for demolition are the illegal ""well-off"" shanties and neighborhoods, according to the legal and bureaucratic motions that have been executed toward cleaning up Mumbai's appearance by lowering the dominance of shanties, which make up 62 percent of Mumbai's housing."
2227	1	The Spanish daily is set in Madrid.	"According to the Spanish daily, this type of bacterium is prevalent in hospitals throughout the world, but the incidence of infection in Madrid hospitals is lower than the Spanish average. The head of the Neonatal Unit at 12 de Octubre Hospital, Carmen Pay's, explained that the bacterium is very adaptable ""and keeps on learning"". The father of the dead baby, an Ecuadorian named Angel Marcelo, was quoted as saying that the progress of the baby had at first been ""tremendous"", and that he had even been taken off the respirator, but that a few days later he began to cough up blood, dying soon afterwards."
2229	1	A matching fingerprint was excavated from the strap.	A matching fingerprint was discovered on the strap.
2230	1	prime minister targeted for assassination	Sharon warns Arafat could be targeted for assassination.
2231	1	Ramos da Silva killed 11 people.	"The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf."
2233	1	42 people killed in Karachi bomb attack.	Two bombs planted near an Islamic school in Pakistan killed eight people and injured 42 others yesterday in the latest outbreak of violence gripping the southern port of Karachi.
2237	1	Baghdad announced the complete halt in their cooperation with UNSCOM, and said also, that it will ask them to leave.	Baghdad had announced that it will stop cooperating with UNSCOM completely but indicated that it will not ask for their departure.
2238	1	Fariba Ahmedi was friends with Sonja Bachmann.	"Fariba Ahmedi, a woman MP from Khandahar who was present at Ahmed-jan's funeral told the Associated Press, ""The enemy of Afghanistan killed her, but they should know it will not derail women from the path we are on. We will continue on our way,"". Sonja Bachmann, a U.N. political officer who knew Ahmed-jan well told the New York Times that Ahmed-jan ""did a good job, she worked in a very low-key way and worked hard to raise awareness about women's issues."""
2241	1	Washington is pressing Iraq's leaders to end weeks of political deadlock and to form a new government as soon as possible, US officials say.	The White House pressure, reported by Iraqi officials in Baghdad and an American official in Washington, on Sunday, was a change in the administration's hands-off approach to Iraqi politics.
2245	1	Thabo Mbeki is a citizen of Cote d'Ivoire.	South African President Thabo Mbeki, the main mediator in Cote d'Ivoire's peace process, said, on Sunday, that Pretoria is heightening its intervention in the West African nation in order to pave the way for elections later this year.
2246	1	Kuwait produces more oil than any other country.	By 2010 the following countries have the potential to produce more oil than they have ever produced before: Saudi Arabia,  Iraq, Kuwait, United Arab Emirates, Kazakhstan and Bolivia.
2247	1	Loki Torrent was sued for manslaughter.	Loki Torrent, a site that tracks links to BitTorrent files, was sued by the motion picture industry for copyright infringement on December 14, 2004, but has decided to mount a legal defense. The site operators have set up a legal defense fund in order to raise the $30,000 per month they estimate will be necessary to cover legal costs. The suit was filed in a U.S. District Court in Texas on behalf of Columbia Pictures - a major movie studio. The lawsuit is part of the MPAA campaign to crack down on Internet piracy.
2251	1	Mount Olympus is in Greece.	In Greek mythology Mount Olympus was the home of the gods and the site of the throne of Zeus, the chief deity.
2252	1	The headquarters of the National Cancer Institute are in Seattle.	"Now, President Barack Obama, discussing his plans for health care, has vowed to find ""a cure"" for cancer in our time and said that, as part of the economic stimulus package, he would increase federal money for cancer research by a third for the next two years. Cancer has always been an expensive priority. Since the war on cancer began, the National Cancer Institute, the federal government's main cancer research entity, with 4,000 employees, has alone spent $105 billion. And other government agencies, universities, drug companies and philanthropies have chipped in uncounted billions more."
2255	1	BBC undercover reporters, posing as consultants acting for London businessmen, ask Slavkov.	Journalists of the concealed BBC, that was made happen through advisers of London industralists, asked Slavkov.
2256	1	Some 30 million shares have been assigned to the company's workers.	With $549 million in cash as of June 30, Google can easily afford to make amends.
2257	1	Women are poorly represented in parliament.	Women are poorly represented in transactions financed by mortgage bonds.
2258	1	Trade secrets were stolen.	"Confidential scriptural materials allegedly stolen from a church were not ""trade secrets"" as defined by California statute."
2259	1	Ecuador is now allies with Colombia and Venezuela.	"Tens of thousands of Colombians and Venezuelans attended a free concert Sunday, held on a bridge linking the two countries. It was organized by Grammy-winning rock artist Juanes to celebrate the end of the diplomatic crisis between Colombia, Venezuela, and Ecuador, and to further improve peaceful relations within the region. The ""Peace Without Borders"" concert was staged atop the Simón Bolívar bridge, which connects the Colombian town of Cúcuta with the Venezuelan town of San Antonio del Táchira. ""It would have been much more practical and simple to do it in a city,"" Juanes told the Miami Herald, ""but the border is a symbol of peace between all countries. And this message is for everyone, all the countries in Latin America and the U.S. as well."""
2260	1	Europe produces the 'Beetle'.	The Beetle has achieved an unbelievable cult status across the world, not least because its creation marked the launch of what has since become the largest car company in Europe.
2261	1	Sweden is the European country with the highest birth rate.	Immediately after 1990, however, Swedish fertility plummeted in another unique movement, and had fallen to 1.5 children per woman in 1998 and in 1999. This is the lowest birth rate in Sweden ever-although above the European average.
2263	1	Blue Mountain Lumber will locate a development site on the Coromandel.	Blue Mountain Lumber said today it may have to relocate a $30 million project offshore in the wake of an Environment Court decision that blocked it from a planned development site on the Coromandel.
2264	1	New elections in Côte d'Ivoire will take place on July 14.	Côte d'Ivoire's President Laurent Gbagbo promulgated new election laws on July 14, including the creation of an independent electoral commission to oversee the presidential vote, which is slated for October 30.
2265	1	It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.	Also ruled out, for the moment, is any tie-up with a new alliance of Social Democrat dissidents and former communists known as the Left Party, which garnered 8.7%.
2267	1	Amnesty International takes care of human rights.	Addressing a function organized here by the National Human Rights Commission (NHRC), Anand said, the greatest and most urgent challenges of human rights in India were in the areas of maternal and child care, child education, child labor, child abuse and protection of minorities and weaker sections.
2268	1	The Nobel committee plans to help people break out of poverty.	"The Nobel committee said in a statement that ""lasting peace cannot be achieved unless large population groups find ways in which to break out of poverty."""
2269	1	Police report there has been an explosion in the tube station.	"Armed police were deployed at UCL Hospital, near Warren Street tube station, after reports of a suspect entering the hospital. There was speculation that one of the bombers may have been injured and sought treatment at the hospital. A Scotland Yard spokesman had said ""We are dealing with an incident at University College Hospital and we have armed officers deployed there. We cannot go in any further detail at this stage."" A UCL spokeswoman confirmed that an email had been sent to staff asking them to be on the lookout for the suspect. At 16:00 a spokesman for the Metropolitan police confirmed that the incident was over, but armed police returned to the hospital 30 minutes later to search the premises. Police have now also confirmed this is unrelated to the explosions."
